
Spine Center Intensity Sum Ch=1 Img=1
 ==================== 
Spine Center Intensity Sum,Unit,Category,Channel,Depth,Image,Level,Time,FilamentID,ID,
4,,Spine,1,7,Image 1,3,1,100000002,610000002002,
9,,Spine,1,3,Image 1,2,1,100000002,610000002008,
4,,Spine,1,2,Image 1,2,1,100000000,610000002012,
12,,Spine,1,8,Image 1,5,1,100000002,610000002018,
4,,Spine,1,7,Image 1,3,1,100000002,610000002020,
4,,Spine,1,3,Image 1,2,1,100000002,610000002025,
1,,Spine,1,3,Image 1,2,1,100000000,610000002029,
1,,Spine,1,4,Image 1,4,1,100000000,610000002031,
3,,Spine,1,2,Image 1,2,1,100000000,610000002035,
8,,Spine,1,5,Image 1,1,1,100000002,610000002045,
5,,Spine,1,5,Image 1,2,1,100000001,610000002048,
8,,Spine,1,1,Image 1,2,1,100000001,610000002051,
7,,Spine,1,3,Image 1,2,1,100000002,610000002056,
1,,Spine,1,7,Image 1,3,1,100000002,610000002059,
2,,Spine,1,3,Image 1,1,1,100000002,610000002064,
6,,Spine,1,7,Image 1,3,1,100000002,610000002068,
2,,Spine,1,7,Image 1,3,1,100000002,610000002071,
7,,Spine,1,7,Image 1,3,1,100000002,610000002076,
4,,Spine,1,0,Image 1,1,1,100000002,610000002080,
0,,Spine,1,7,Image 1,4,1,100000002,610000002082,
2,,Spine,1,1,Image 1,1,1,100000002,610000002086,
8,,Spine,1,3,Image 1,4,1,100000001,610000002089,
1,,Spine,1,5,Image 1,1,1,100000002,610000002094,
4,,Spine,1,4,Image 1,2,1,100000002,610000002097,
8,,Spine,1,4,Image 1,2,1,100000002,610000002100,
50,,Spine,1,0,Image 1,1,1,100000001,610000002102,
1,,Spine,1,7,Image 1,3,1,100000002,610000002106,
5,,Spine,1,4,Image 1,3,1,100000000,610000002109,
1,,Spine,1,4,Image 1,2,1,100000002,610000002111,
10,,Spine,1,0,Image 1,1,1,100000001,610000002118,
2,,Spine,1,1,Image 1,2,1,100000001,610000002122,
7,,Spine,1,7,Image 1,3,1,100000002,610000002128,
8,,Spine,1,3,Image 1,2,1,100000001,610000002132,
1,,Spine,1,6,Image 1,3,1,100000002,610000002136,
0,,Spine,1,7,Image 1,4,1,100000002,610000002139,
10,,Spine,1,3,Image 1,2,1,100000002,610000002142,
35,,Spine,1,2,Image 1,1,1,100000002,610000002144,
2,,Spine,1,0,Image 1,1,1,100000001,610000002154,
1,,Spine,1,4,Image 1,2,1,100000000,610000002156,
8,,Spine,1,1,Image 1,1,1,100000000,610000002165,
3,,Spine,1,0,Image 1,1,1,100000001,610000002172,
6,,Spine,1,7,Image 1,3,1,100000002,610000002175,
6,,Spine,1,3,Image 1,3,1,100000002,610000002178,
2,,Spine,1,7,Image 1,3,1,100000002,610000002182,
0,,Spine,1,1,Image 1,2,1,100000000,610000002184,
5,,Spine,1,2,Image 1,1,1,100000001,610000002189,
9,,Spine,1,4,Image 1,2,1,100000002,610000002193,
5,,Spine,1,4,Image 1,4,1,100000000,610000002195,
6,,Spine,1,3,Image 1,2,1,100000002,610000002197,
6,,Spine,1,3,Image 1,2,1,100000002,610000002200,
6,,Spine,1,5,Image 1,2,1,100000001,610000002206,
1,,Spine,1,2,Image 1,3,1,100000001,610000002208,
1,,Spine,1,5,Image 1,1,1,100000002,610000002210,
2,,Spine,1,4,Image 1,2,1,100000002,610000002213,
3,,Spine,1,4,Image 1,2,1,100000001,610000002215,
2,,Spine,1,4,Image 1,1,1,100000001,610000002217,
2,,Spine,1,0,Image 1,1,1,100000000,610000002221,
3,,Spine,1,5,Image 1,1,1,100000002,610000002224,
14,,Spine,1,1,Image 1,1,1,100000001,610000002227,
5,,Spine,1,3,Image 1,2,1,100000001,610000002230,
4,,Spine,1,6,Image 1,3,1,100000002,610000002232,
1,,Spine,1,1,Image 1,2,1,100000000,610000002234,
3,,Spine,1,7,Image 1,3,1,100000002,610000002237,
60,,Spine,1,3,Image 1,3,1,100000001,610000002240,
1,,Spine,1,3,Image 1,1,1,100000002,610000002243,
2,,Spine,1,2,Image 1,3,1,100000002,610000002247,
1,,Spine,1,4,Image 1,3,1,100000001,610000002254,
1,,Spine,1,3,Image 1,4,1,100000001,610000002256,
9,,Spine,1,4,Image 1,3,1,100000001,610000002262,
1,,Spine,1,7,Image 1,3,1,100000000,610000002265,
5,,Spine,1,4,Image 1,3,1,100000002,610000002268,
3,,Spine,1,3,Image 1,3,1,100000002,610000002270,
3,,Spine,1,3,Image 1,3,1,100000000,610000002272,
