
Spine Intensity StdDev Ch=5 Img=1
 ==================== 
Spine Intensity StdDev,Unit,Category,Channel,Depth,Image,Level,Time,FilamentID,ID,
0,,Spine,5,7,Image 1,3,1,100000002,610000002002,
5.69178,,Spine,5,3,Image 1,2,1,100000002,610000002008,
0,,Spine,5,2,Image 1,2,1,100000000,610000002012,
0,,Spine,5,8,Image 1,5,1,100000002,610000002018,
0,,Spine,5,7,Image 1,3,1,100000002,610000002020,
5.86534,,Spine,5,3,Image 1,2,1,100000002,610000002025,
0,,Spine,5,3,Image 1,2,1,100000000,610000002029,
0,,Spine,5,4,Image 1,4,1,100000000,610000002031,
0,,Spine,5,2,Image 1,2,1,100000000,610000002035,
0,,Spine,5,5,Image 1,1,1,100000002,610000002045,
0,,Spine,5,5,Image 1,2,1,100000001,610000002048,
0,,Spine,5,1,Image 1,2,1,100000001,610000002051,
5.86534,,Spine,5,3,Image 1,2,1,100000002,610000002056,
0,,Spine,5,7,Image 1,3,1,100000002,610000002059,
0,,Spine,5,3,Image 1,1,1,100000002,610000002064,
0,,Spine,5,7,Image 1,3,1,100000002,610000002068,
0,,Spine,5,7,Image 1,3,1,100000002,610000002071,
0,,Spine,5,7,Image 1,3,1,100000002,610000002076,
0,,Spine,5,0,Image 1,1,1,100000002,610000002080,
0,,Spine,5,7,Image 1,4,1,100000002,610000002082,
0,,Spine,5,1,Image 1,1,1,100000002,610000002086,
0,,Spine,5,3,Image 1,4,1,100000001,610000002089,
0,,Spine,5,5,Image 1,1,1,100000002,610000002094,
6.65886,,Spine,5,4,Image 1,2,1,100000002,610000002097,
0,,Spine,5,4,Image 1,2,1,100000002,610000002100,
13.1279,,Spine,5,0,Image 1,1,1,100000001,610000002102,
0,,Spine,5,7,Image 1,3,1,100000002,610000002106,
0,,Spine,5,4,Image 1,3,1,100000000,610000002109,
0,,Spine,5,4,Image 1,2,1,100000002,610000002111,
0,,Spine,5,0,Image 1,1,1,100000001,610000002118,
0,,Spine,5,1,Image 1,2,1,100000001,610000002122,
0,,Spine,5,7,Image 1,3,1,100000002,610000002128,
1.26056,,Spine,5,3,Image 1,2,1,100000001,610000002132,
0,,Spine,5,6,Image 1,3,1,100000002,610000002136,
0,,Spine,5,7,Image 1,4,1,100000002,610000002139,
0,,Spine,5,3,Image 1,2,1,100000002,610000002142,
25.1702,,Spine,5,2,Image 1,1,1,100000002,610000002144,
0,,Spine,5,0,Image 1,1,1,100000001,610000002154,
0,,Spine,5,4,Image 1,2,1,100000000,610000002156,
0,,Spine,5,1,Image 1,1,1,100000000,610000002165,
