
Filament Position X
 ==================== 
Filament Position X,Unit,Category,Collection,Time,ID,
-18209.9,µm,Filament,Filament Position,1,100000000,
-18190.9,µm,Filament,Filament Position,1,100000001,
-18180.6,µm,Filament,Filament Position,1,100000002,
