
Spine Position Z
 ==================== 
Spine Position Z,Unit,Category,Collection,Depth,Level,Time,FilamentID,ID,
1496.15,µm,Spine,Spine Position,7,3,1,100000002,610000002002,
1494.85,µm,Spine,Spine Position,3,2,1,100000002,610000002008,
1494.7,µm,Spine,Spine Position,2,2,1,100000000,610000002012,
1494.23,µm,Spine,Spine Position,8,5,1,100000002,610000002018,
1495.91,µm,Spine,Spine Position,7,3,1,100000002,610000002020,
1494.91,µm,Spine,Spine Position,3,2,1,100000002,610000002025,
1494.74,µm,Spine,Spine Position,3,2,1,100000000,610000002029,
1494.18,µm,Spine,Spine Position,4,4,1,100000000,610000002031,
1494.8,µm,Spine,Spine Position,2,2,1,100000000,610000002035,
1497.23,µm,Spine,Spine Position,5,1,1,100000002,610000002045,
1493.32,µm,Spine,Spine Position,5,2,1,100000001,610000002048,
1496.92,µm,Spine,Spine Position,1,2,1,100000001,610000002051,
1494.93,µm,Spine,Spine Position,3,2,1,100000002,610000002056,
1496.5,µm,Spine,Spine Position,7,3,1,100000002,610000002059,
1493.96,µm,Spine,Spine Position,3,1,1,100000002,610000002064,
1496.14,µm,Spine,Spine Position,7,3,1,100000002,610000002068,
1496,µm,Spine,Spine Position,7,3,1,100000002,610000002071,
1496.08,µm,Spine,Spine Position,7,3,1,100000002,610000002076,
1496.73,µm,Spine,Spine Position,0,1,1,100000002,610000002080,
1494.06,µm,Spine,Spine Position,7,4,1,100000002,610000002082,
1496.26,µm,Spine,Spine Position,1,1,1,100000002,610000002086,
1496.42,µm,Spine,Spine Position,3,4,1,100000001,610000002089,
1497.13,µm,Spine,Spine Position,5,1,1,100000002,610000002094,
1496.08,µm,Spine,Spine Position,4,2,1,100000002,610000002097,
1496.01,µm,Spine,Spine Position,4,2,1,100000002,610000002100,
1494.94,µm,Spine,Spine Position,0,1,1,100000001,610000002102,
1496.03,µm,Spine,Spine Position,7,3,1,100000002,610000002106,
1494.76,µm,Spine,Spine Position,4,3,1,100000000,610000002109,
1494.44,µm,Spine,Spine Position,4,2,1,100000002,610000002111,
1497.21,µm,Spine,Spine Position,0,1,1,100000001,610000002118,
1497.03,µm,Spine,Spine Position,1,2,1,100000001,610000002122,
