
Spine Terminal Pt Time
 ==================== 
Spine Terminal Pt Time,Unit,Category,Depth,Level,Time,FilamentID,ID,
0,s,Spine,7,3,1,100000002,610000002002,
0,s,Spine,3,2,1,100000002,610000002008,
0,s,Spine,2,2,1,100000000,610000002012,
0,s,Spine,8,5,1,100000002,610000002018,
0,s,Spine,7,3,1,100000002,610000002020,
0,s,Spine,3,2,1,100000002,610000002025,
0,s,Spine,3,2,1,100000000,610000002029,
0,s,Spine,4,4,1,100000000,610000002031,
0,s,Spine,2,2,1,100000000,610000002035,
0,s,Spine,5,1,1,100000002,610000002045,
0,s,Spine,5,2,1,100000001,610000002048,
0,s,Spine,1,2,1,100000001,610000002051,
0,s,Spine,3,2,1,100000002,610000002056,
0,s,Spine,7,3,1,100000002,610000002059,
0,s,Spine,3,1,1,100000002,610000002064,
0,s,Spine,7,3,1,100000002,610000002068,
0,s,Spine,7,3,1,100000002,610000002071,
0,s,Spine,7,3,1,100000002,610000002076,
0,s,Spine,0,1,1,100000002,610000002080,
0,s,Spine,7,4,1,100000002,610000002082,
0,s,Spine,1,1,1,100000002,610000002086,
0,s,Spine,3,4,1,100000001,610000002089,
0,s,Spine,5,1,1,100000002,610000002094,
0,s,Spine,4,2,1,100000002,610000002097,
0,s,Spine,4,2,1,100000002,610000002100,
0,s,Spine,0,1,1,100000001,610000002102,
0,s,Spine,7,3,1,100000002,610000002106,
0,s,Spine,4,3,1,100000000,610000002109,
0,s,Spine,4,2,1,100000002,610000002111,
0,s,Spine,0,1,1,100000001,610000002118,
0,s,Spine,1,2,1,100000001,610000002122,
0,s,Spine,7,3,1,100000002,610000002128,
0,s,Spine,3,2,1,100000001,610000002132,
0,s,Spine,6,3,1,100000002,610000002136,
0,s,Spine,7,4,1,100000002,610000002139,
0,s,Spine,3,2,1,100000002,610000002142,
0,s,Spine,2,1,1,100000002,610000002144,
0,s,Spine,0,1,1,100000001,610000002154,
0,s,Spine,4,2,1,100000000,610000002156,
0,s,Spine,1,1,1,100000000,610000002165,
0,s,Spine,,,1,,610000002167,
0,s,Spine,7,3,1,100000002,610000002175,
