
Spine Mean Diameter
 ==================== 
Spine Mean Diameter,Unit,Category,Depth,Level,Time,FilamentID,ID,
0.25862,µm,Spine,4,2,1,100000001,610000005245,
0.262355,µm,Spine,4,2,1,100000001,610000005257,
0.256423,µm,Spine,4,2,1,100000001,610000005268,
0.226554,µm,Spine,13,5,1,100000003,610000005274,
0.246192,µm,Spine,4,2,1,100000001,610000005278,
0.227085,µm,Spine,5,3,1,100000000,610000005285,
0.226504,µm,Spine,5,3,1,100000000,610000005290,
0.286888,µm,Spine,1,2,1,100000003,610000005295,
0.323296,µm,Spine,7,4,1,100000003,610000005300,
0.205868,µm,Spine,7,5,1,100000003,610000005304,
0.324536,µm,Spine,9,4,1,100000000,610000005309,
0.278768,µm,Spine,11,5,1,100000000,610000005312,
0.191775,µm,Spine,7,4,1,100000001,610000005317,
0.317754,µm,Spine,0,1,1,100000000,610000005319,
0.219889,µm,Spine,5,4,1,100000000,610000005321,
0.248193,µm,Spine,6,4,1,100000003,610000005324,
0.290297,µm,Spine,3,1,1,100000000,610000005327,
0.215134,µm,Spine,1,2,1,100000003,610000005330,
0.221955,µm,Spine,9,5,1,100000000,610000005333,
0.244222,µm,Spine,8,4,1,100000000,610000005335,
0.248113,µm,Spine,13,5,1,100000003,610000005339,
0.269577,µm,Spine,5,3,1,100000000,610000005342,
0.325337,µm,Spine,1,2,1,100000003,610000005345,
0.23891,µm,Spine,3,2,1,100000003,610000005347,
0.281969,µm,Spine,1,1,1,100000000,610000005352,
0.279556,µm,Spine,7,4,1,100000003,610000005357,
0.262115,µm,Spine,3,1,1,100000000,610000005359,
0.327024,µm,Spine,4,2,1,100000001,610000005362,
0.278146,µm,Spine,3,2,1,100000003,610000005365,
0.220225,µm,Spine,3,3,1,100000003,610000005367,
0.31058,µm,Spine,2,2,1,100000000,610000005370,
0.268678,µm,Spine,2,2,1,100000003,610000005373,
0.339301,µm,Spine,1,2,1,100000003,610000005375,
0.281996,µm,Spine,4,4,1,100000000,610000005377,
0.235373,µm,Spine,3,3,1,100000000,610000005379,
0.29597,µm,Spine,3,1,1,100000000,610000005382,
0.340675,µm,Spine,0,1,1,100000002,610000005385,
0.277741,µm,Spine,3,1,1,100000003,610000005388,
0.238195,µm,Spine,6,4,1,100000003,610000005390,
0.251953,µm,Spine,2,3,1,100000000,610000005392,
0.280385,µm,Spine,3,1,1,100000003,610000005396,
0.283118,µm,Spine,0,1,1,100000003,610000005398,
0.290651,µm,Spine,6,2,1,100000001,610000005400,
0.315285,µm,Spine,5,3,1,100000000,610000005402,
0.21884,µm,Spine,1,1,1,100000003,610000005407,
0.3851,µm,Spine,0,1,1,100000000,610000005413,
0.451203,µm,Spine,0,1,1,100000001,610000005421,
0.302967,µm,Spine,7,4,1,100000003,610000005426,
0.260931,µm,Spine,8,3,1,100000001,610000005429,
0.232285,µm,Spine,1,2,1,100000003,610000005431,
0.258423,µm,Spine,7,3,1,100000000,610000005433,
0.269135,µm,Spine,12,6,1,100000003,610000005439,
0.314132,µm,Spine,0,1,1,100000001,610000005448,
0.242716,µm,Spine,5,4,1,100000000,610000005450,
0.206866,µm,Spine,11,5,1,100000003,610000005453,
0.330639,µm,Spine,6,2,1,100000001,610000005455,
0.323956,µm,Spine,0,1,1,100000001,610000005463,
0.208306,µm,Spine,6,4,1,100000003,610000005465,
0.322575,µm,Spine,0,1,1,100000000,610000005472,
0.408675,µm,Spine,0,1,1,100000003,610000005474,
0.413671,µm,Spine,0,1,1,100000000,610000005478,
0.469847,µm,Spine,0,1,1,100000001,610000005483,
0.295752,µm,Spine,5,3,1,100000000,610000005485,
0.295872,µm,Spine,0,1,1,100000002,610000005488,
0.257865,µm,Spine,3,1,1,100000000,610000005491,
0.233144,µm,Spine,1,2,1,100000003,610000005493,
0.322907,µm,Spine,3,1,1,100000003,610000005495,
0.420016,µm,Spine,0,1,1,100000003,610000005501,
0.272171,µm,Spine,6,4,1,100000003,610000005503,
0.193187,µm,Spine,1,1,1,100000003,610000005505,
0.274501,µm,Spine,4,2,1,100000003,610000005507,
0.400067,µm,Spine,0,1,1,100000002,610000005510,
0.282471,µm,Spine,4,3,1,100000001,610000005513,
0.22392,µm,Spine,3,3,1,100000003,610000005516,
0.245909,µm,Spine,3,3,1,100000003,610000005519,
0.351322,µm,Spine,0,1,1,100000003,610000005525,
0.227842,µm,Spine,3,3,1,100000000,610000005528,
0.292508,µm,Spine,0,1,1,100000003,610000005532,
0.30901,µm,Spine,1,2,1,100000001,610000005535,
0.295872,µm,Spine,0,1,1,100000002,610000005538,
0.25656,µm,Spine,6,3,1,100000003,610000005540,
0.298049,µm,Spine,9,4,1,100000000,610000005542,
0.270958,µm,Spine,4,2,1,100000000,610000005545,
0.28419,µm,Spine,1,2,1,100000003,610000005549,
0.290701,µm,Spine,3,2,1,100000001,610000005551,
0.368562,µm,Spine,0,1,1,100000003,610000005553,
0.387893,µm,Spine,2,2,1,100000003,610000005556,
0.448854,µm,Spine,0,1,1,100000001,610000005560,
0.293465,µm,Spine,0,1,1,100000000,610000005566,
0.305235,µm,Spine,0,1,1,100000003,610000005573,
