
Spine Center Intensity Mean Ch=4 Img=1
 ==================== 
Spine Center Intensity Mean,Unit,Category,Channel,Depth,Image,Level,Time,FilamentID,ID,
35.8462,,Spine,4,4,Image 1,2,1,100000001,610000005245,
37.6923,,Spine,4,4,Image 1,2,1,100000001,610000005257,
31.1667,,Spine,4,4,Image 1,2,1,100000001,610000005268,
46.4286,,Spine,4,13,Image 1,5,1,100000003,610000005274,
31.5,,Spine,4,4,Image 1,2,1,100000001,610000005278,
30.625,,Spine,4,5,Image 1,3,1,100000000,610000005285,
13.3333,,Spine,4,5,Image 1,3,1,100000000,610000005290,
36.6667,,Spine,4,1,Image 1,2,1,100000003,610000005295,
24,,Spine,4,7,Image 1,4,1,100000003,610000005300,
8.8,,Spine,4,7,Image 1,5,1,100000003,610000005304,
29.5,,Spine,4,9,Image 1,4,1,100000000,610000005309,
33,,Spine,4,11,Image 1,5,1,100000000,610000005312,
23,,Spine,4,7,Image 1,4,1,100000001,610000005317,
24,,Spine,4,0,Image 1,1,1,100000000,610000005319,
19.3333,,Spine,4,5,Image 1,4,1,100000000,610000005321,
16.75,,Spine,4,6,Image 1,4,1,100000003,610000005324,
35.25,,Spine,4,3,Image 1,1,1,100000000,610000005327,
17.75,,Spine,4,1,Image 1,2,1,100000003,610000005330,
17.25,,Spine,4,9,Image 1,5,1,100000000,610000005333,
30.6667,,Spine,4,8,Image 1,4,1,100000000,610000005335,
36.2,,Spine,4,13,Image 1,5,1,100000003,610000005339,
33.5,,Spine,4,5,Image 1,3,1,100000000,610000005342,
24.5,,Spine,4,1,Image 1,2,1,100000003,610000005345,
28,,Spine,4,3,Image 1,2,1,100000003,610000005347,
47.1667,,Spine,4,1,Image 1,1,1,100000000,610000005352,
36.6667,,Spine,4,7,Image 1,4,1,100000003,610000005357,
46,,Spine,4,3,Image 1,1,1,100000000,610000005359,
51.25,,Spine,4,4,Image 1,2,1,100000001,610000005362,
29.5,,Spine,4,3,Image 1,2,1,100000003,610000005365,
10.6667,,Spine,4,3,Image 1,3,1,100000003,610000005367,
39,,Spine,4,2,Image 1,2,1,100000000,610000005370,
48.75,,Spine,4,2,Image 1,2,1,100000003,610000005373,
39,,Spine,4,1,Image 1,2,1,100000003,610000005375,
18.3333,,Spine,4,4,Image 1,4,1,100000000,610000005377,
31,,Spine,4,3,Image 1,3,1,100000000,610000005379,
44.5,,Spine,4,3,Image 1,1,1,100000000,610000005382,
30.75,,Spine,4,0,Image 1,1,1,100000002,610000005385,
30.5,,Spine,4,3,Image 1,1,1,100000003,610000005388,
35,,Spine,4,6,Image 1,4,1,100000003,610000005390,
21.3333,,Spine,4,2,Image 1,3,1,100000000,610000005392,
56.4,,Spine,4,3,Image 1,1,1,100000003,610000005396,
35,,Spine,4,0,Image 1,1,1,100000003,610000005398,
22.3333,,Spine,4,6,Image 1,2,1,100000001,610000005400,
20,,Spine,4,5,Image 1,3,1,100000000,610000005402,
66.5,,Spine,4,1,Image 1,1,1,100000003,610000005407,
57.7143,,Spine,4,0,Image 1,1,1,100000000,610000005413,
106.857,,Spine,4,0,Image 1,1,1,100000001,610000005421,
29,,Spine,4,7,Image 1,4,1,100000003,610000005426,
31,,Spine,4,8,Image 1,3,1,100000001,610000005429,
19.6667,,Spine,4,1,Image 1,2,1,100000003,610000005431,
30.6667,,Spine,4,7,Image 1,3,1,100000000,610000005433,
81.5,,Spine,4,12,Image 1,6,1,100000003,610000005439,
87.7778,,Spine,4,0,Image 1,1,1,100000001,610000005448,
39,,Spine,4,5,Image 1,4,1,100000000,610000005450,
52,,Spine,4,11,Image 1,5,1,100000003,610000005453,
35.6667,,Spine,4,6,Image 1,2,1,100000001,610000005455,
95.25,,Spine,4,0,Image 1,1,1,100000001,610000005463,
44.3333,,Spine,4,6,Image 1,4,1,100000003,610000005465,
64.8571,,Spine,4,0,Image 1,1,1,100000000,610000005472,
55,,Spine,4,0,Image 1,1,1,100000003,610000005474,
65,,Spine,4,0,Image 1,1,1,100000000,610000005478,
101.4,,Spine,4,0,Image 1,1,1,100000001,610000005483,
40.3333,,Spine,4,5,Image 1,3,1,100000000,610000005485,
35,,Spine,4,0,Image 1,1,1,100000002,610000005488,
25.3333,,Spine,4,3,Image 1,1,1,100000000,610000005491,
16.3333,,Spine,4,1,Image 1,2,1,100000003,610000005493,
31,,Spine,4,3,Image 1,1,1,100000003,610000005495,
87.8,,Spine,4,0,Image 1,1,1,100000003,610000005501,
45.3333,,Spine,4,6,Image 1,4,1,100000003,610000005503,
32.6667,,Spine,4,1,Image 1,1,1,100000003,610000005505,
23.6667,,Spine,4,4,Image 1,2,1,100000003,610000005507,
19,,Spine,4,0,Image 1,1,1,100000002,610000005510,
36.3333,,Spine,4,4,Image 1,3,1,100000001,610000005513,
32.75,,Spine,4,3,Image 1,3,1,100000003,610000005516,
51,,Spine,4,3,Image 1,3,1,100000003,610000005519,
87.8,,Spine,4,0,Image 1,1,1,100000003,610000005525,
18.5,,Spine,4,3,Image 1,3,1,100000000,610000005528,
