
Spine Volume
 ==================== 
Spine Volume,Unit,Category,Depth,Level,Time,FilamentID,ID,
0.0628139,µm^3,Spine,4,2,1,100000001,610000005245,
0.060639,µm^3,Spine,4,2,1,100000001,610000005257,
0.0489418,µm^3,Spine,4,2,1,100000001,610000005268,
0.0356755,µm^3,Spine,13,5,1,100000003,610000005274,
0.0135551,µm^3,Spine,4,2,1,100000001,610000005278,
0.0446257,µm^3,Spine,5,3,1,100000000,610000005285,
0.0222681,µm^3,Spine,5,3,1,100000000,610000005290,
0.0433009,µm^3,Spine,1,2,1,100000003,610000005295,
0.0569696,µm^3,Spine,7,4,1,100000003,610000005300,
0.0106622,µm^3,Spine,7,5,1,100000003,610000005304,
0.0486387,µm^3,Spine,9,4,1,100000000,610000005309,
0.022912,µm^3,Spine,11,5,1,100000000,610000005312,
0.0157579,µm^3,Spine,7,4,1,100000001,610000005317,
0.0223304,µm^3,Spine,0,1,1,100000000,610000005319,
0.00877037,µm^3,Spine,5,4,1,100000000,610000005321,
0.0231844,µm^3,Spine,6,4,1,100000003,610000005324,
0.0313939,µm^3,Spine,3,1,1,100000000,610000005327,
0.0101517,µm^3,Spine,1,2,1,100000003,610000005330,
0.0154655,µm^3,Spine,9,5,1,100000000,610000005333,
0.0138596,µm^3,Spine,8,4,1,100000000,610000005335,
0.030111,µm^3,Spine,13,5,1,100000003,610000005339,
0.0396559,µm^3,Spine,5,3,1,100000000,610000005342,
0.0307414,µm^3,Spine,1,2,1,100000003,610000005345,
0.0182862,µm^3,Spine,3,2,1,100000003,610000005347,
0.044521,µm^3,Spine,1,1,1,100000000,610000005352,
0.040569,µm^3,Spine,7,4,1,100000003,610000005357,
0.0155492,µm^3,Spine,3,1,1,100000000,610000005359,
0.0444316,µm^3,Spine,4,2,1,100000001,610000005362,
0.0134668,µm^3,Spine,3,2,1,100000003,610000005365,
0.00978825,µm^3,Spine,3,3,1,100000003,610000005367,
0.0177212,µm^3,Spine,2,2,1,100000000,610000005370,
0.0302679,µm^3,Spine,2,2,1,100000003,610000005373,
0.0381605,µm^3,Spine,1,2,1,100000003,610000005375,
0.0159392,µm^3,Spine,4,4,1,100000000,610000005377,
0.0120232,µm^3,Spine,3,3,1,100000000,610000005379,
0.0250754,µm^3,Spine,3,1,1,100000000,610000005382,
