
Spine Neck Mean Diameter
 ==================== 
Spine Neck Mean Diameter,Unit,Category,Depth,Level,Time,FilamentID,ID,
0.315191,µm,Spine,4,2,1,100000003,610000005507,
0.485063,µm,Spine,0,1,1,100000002,610000005510,
0.261304,µm,Spine,4,3,1,100000001,610000005513,
0.275543,µm,Spine,3,3,1,100000003,610000005516,
0.210137,µm,Spine,3,3,1,100000003,610000005519,
0.338316,µm,Spine,0,1,1,100000003,610000005525,
0.220264,µm,Spine,3,3,1,100000000,610000005528,
0.261314,µm,Spine,0,1,1,100000003,610000005532,
0.24536,µm,Spine,1,2,1,100000001,610000005535,
0,µm,Spine,0,1,1,100000002,610000005538,
0.239941,µm,Spine,6,3,1,100000003,610000005540,
0.245524,µm,Spine,9,4,1,100000000,610000005542,
0.266089,µm,Spine,4,2,1,100000000,610000005545,
0.288857,µm,Spine,1,2,1,100000003,610000005549,
0.358271,µm,Spine,3,2,1,100000001,610000005551,
0.534547,µm,Spine,0,1,1,100000003,610000005553,
0.4875,µm,Spine,2,2,1,100000003,610000005556,
0,µm,Spine,0,1,1,100000001,610000005560,
0,µm,Spine,0,1,1,100000000,610000005566,
0.36626,µm,Spine,0,1,1,100000003,610000005573,
0.32014,µm,Spine,2,1,1,100000001,610000005577,
0,µm,Spine,2,1,1,100000000,610000005579,
0.214598,µm,Spine,7,3,1,100000000,610000005582,
0.18645,µm,Spine,6,2,1,100000002,610000005584,
0.287123,µm,Spine,9,3,1,100000001,610000005588,
0,µm,Spine,0,1,1,100000002,610000005591,
0.335122,µm,Spine,0,1,1,100000000,610000005596,
0,µm,Spine,0,1,1,100000002,610000005598,
0.24375,µm,Spine,5,2,1,100000000,610000005602,
0,µm,Spine,0,1,1,100000001,610000005607,
0.225639,µm,Spine,7,4,1,100000001,610000005610,
0.220011,µm,Spine,2,1,1,100000000,610000005613,
0,µm,Spine,0,1,1,100000000,610000005615,
0,µm,Spine,0,1,1,100000002,610000005617,
0.24375,µm,Spine,1,1,1,100000003,610000005623,
0.412969,µm,Spine,3,2,1,100000000,610000005630,
0.295229,µm,Spine,7,3,1,100000002,610000005634,
0.319922,µm,Spine,0,1,1,100000003,610000005645,
0,µm,Spine,0,1,1,100000002,610000005648,
0,µm,Spine,1,1,1,100000000,610000005650,
0,µm,Spine,0,1,1,100000002,610000005652,
0.204821,µm,Spine,0,1,1,100000003,610000005657,
0,µm,Spine,0,1,1,100000002,610000005659,
0.313073,µm,Spine,1,1,1,100000000,610000005661,
0,µm,Spine,1,1,1,100000000,610000005666,
0,µm,Spine,0,1,1,100000001,610000005671,
0,µm,Spine,0,1,1,100000001,610000005677,
0.253477,µm,Spine,0,1,1,100000001,610000005679,
0,µm,Spine,0,1,1,100000003,610000005683,
0,µm,Spine,1,1,1,100000002,610000005685,
0.232324,µm,Spine,4,4,1,100000003,610000005688,
0,µm,Spine,0,1,1,100000001,610000005691,
0,µm,Spine,0,1,1,100000003,610000005698,
0,µm,Spine,0,1,1,100000001,610000005701,
0.325,µm,Spine,1,2,1,100000000,610000005715,
0,µm,Spine,4,1,1,100000000,610000005728,
0,µm,Spine,0,1,1,100000001,610000005730,
0,µm,Spine,9,5,1,100000000,610000005775,
0,µm,Spine,5,3,1,100000000,610000005776,
0,µm,Spine,4,3,1,100000000,610000005777,
0,µm,Spine,2,3,1,100000000,610000005778,
0,µm,Spine,2,3,1,100000000,610000005779,
0,µm,Spine,2,3,1,100000000,610000005780,
0,µm,Spine,6,1,1,100000000,610000005781,
0,µm,Spine,7,3,1,100000000,610000005782,
0,µm,Spine,4,1,1,100000000,610000005783,
0,µm,Spine,6,2,1,100000000,610000005784,
0,µm,Spine,6,2,1,100000000,610000005785,
0,µm,Spine,1,1,1,100000000,610000005786,
0,µm,Spine,3,2,1,100000000,610000005787,
0,µm,Spine,2,2,1,100000000,610000005788,
0,µm,Spine,5,4,1,100000000,610000005789,
0,µm,Spine,14,8,1,100000000,610000005790,
0,µm,Spine,13,7,1,100000000,610000005791,
0,µm,Spine,11,5,1,100000000,610000005792,
0,µm,Spine,10,4,1,100000000,610000005793,
0,µm,Spine,9,4,1,100000000,610000005794,
0,µm,Spine,9,4,1,100000000,610000005795,
0,µm,Spine,8,4,1,100000000,610000005796,
0,µm,Spine,5,4,1,100000000,610000005797,
0,µm,Spine,5,4,1,100000000,610000005798,
0,µm,Spine,5,4,1,100000000,610000005799,
0,µm,Spine,4,2,1,100000000,610000005800,
0,µm,Spine,4,2,1,100000000,610000005801,
0,µm,Spine,3,2,1,100000000,610000005802,
0,µm,Spine,2,2,1,100000000,610000005803,
0,µm,Spine,3,1,1,100000000,610000005804,
0,µm,Spine,3,2,1,100000000,610000005805,
0,µm,Spine,1,1,1,100000000,610000005806,
0,µm,Spine,1,1,1,100000000,610000005807,
0,µm,Spine,11,3,1,100000000,610000005808,
0,µm,Spine,9,3,1,100000000,610000005809,
0,µm,Spine,7,3,1,100000000,610000005810,
0,µm,Spine,6,3,1,100000000,610000005811,
0,µm,Spine,3,2,1,100000000,610000005812,
0,µm,Spine,3,1,1,100000000,610000005813,
0,µm,Spine,1,2,1,100000000,610000005814,
0,µm,Spine,0,1,1,100000000,610000005815,
0,µm,Spine,0,1,1,100000000,610000005816,
0,µm,Spine,0,1,1,100000000,610000005817,
0,µm,Spine,4,1,1,100000000,610000005818,
0,µm,Spine,2,1,1,100000000,610000005819,
0,µm,Spine,5,3,1,100000001,610000005822,
0,µm,Spine,5,2,1,100000001,610000005823,
0,µm,Spine,4,2,1,100000001,610000005824,
0,µm,Spine,4,2,1,100000001,610000005825,
0,µm,Spine,3,2,1,100000001,610000005826,
0,µm,Spine,4,4,1,100000001,610000005827,
0,µm,Spine,4,3,1,100000001,610000005828,
0,µm,Spine,4,3,1,100000001,610000005829,
0,µm,Spine,3,3,1,100000001,610000005830,
0,µm,Spine,1,2,1,100000001,610000005831,
0,µm,Spine,3,2,1,100000001,610000005832,
0,µm,Spine,3,2,1,100000001,610000005833,
0,µm,Spine,6,3,1,100000002,610000005839,
0,µm,Spine,7,3,1,100000002,610000005840,
0,µm,Spine,4,2,1,100000002,610000005841,
0,µm,Spine,5,2,1,100000002,610000005842,
0,µm,Spine,7,2,1,100000002,610000005843,
0,µm,Spine,5,1,1,100000002,610000005844,
0,µm,Spine,4,1,1,100000002,610000005845,
0,µm,Spine,2,2,1,100000002,610000005846,
0,µm,Spine,0,1,1,100000002,610000005847,
0,µm,Spine,0,1,1,100000002,610000005848,
0,µm,Spine,0,1,1,100000002,610000005849,
0,µm,Spine,0,1,1,100000002,610000005851,
0,µm,Spine,0,1,1,100000002,610000005853,
0,µm,Spine,0,1,1,100000002,610000005854,
0,µm,Spine,0,1,1,100000002,610000005855,
0,µm,Spine,0,1,1,100000002,610000005856,
0,µm,Spine,0,1,1,100000002,610000005857,
0,µm,Spine,14,5,1,100000003,610000005859,
0,µm,Spine,13,5,1,100000003,610000005860,
0,µm,Spine,13,5,1,100000003,610000005861,
0,µm,Spine,12,6,1,100000003,610000005862,
0,µm,Spine,11,5,1,100000003,610000005863,
0,µm,Spine,9,5,1,100000003,610000005864,
0,µm,Spine,7,4,1,100000003,610000005865,
0,µm,Spine,7,5,1,100000003,610000005866,
0,µm,Spine,7,5,1,100000003,610000005867,
0,µm,Spine,7,4,1,100000003,610000005868,
0,µm,Spine,6,4,1,100000003,610000005869,
0,µm,Spine,6,4,1,100000003,610000005870,
0,µm,Spine,6,4,1,100000003,610000005871,
0,µm,Spine,5,3,1,100000003,610000005872,
0,µm,Spine,5,3,1,100000003,610000005873,
0,µm,Spine,5,3,1,100000003,610000005874,
0,µm,Spine,7,4,1,100000003,610000005875,
0,µm,Spine,3,3,1,100000003,610000005876,
0,µm,Spine,3,3,1,100000003,610000005877,
0,µm,Spine,3,3,1,100000003,610000005878,
0,µm,Spine,3,2,1,100000003,610000005879,
0,µm,Spine,3,1,1,100000003,610000005880,
0,µm,Spine,3,1,1,100000003,610000005881,
0,µm,Spine,1,1,1,100000003,610000005882,
0,µm,Spine,0,1,1,100000003,610000005883,
0,µm,Spine,0,1,1,100000003,610000005884,
0,µm,Spine,0,1,1,100000003,610000005885,
0,µm,Spine,2,2,1,100000003,610000005886,
0,µm,Spine,2,2,1,100000003,610000005887,
0,µm,Spine,2,2,1,100000003,610000005888,
0,µm,Spine,4,2,1,100000003,610000005891,
0,µm,Spine,4,2,1,100000003,610000005892,
0,µm,Spine,4,2,1,100000003,610000005893,
0,µm,Spine,3,1,1,100000003,610000005894,
0,µm,Spine,1,2,1,100000003,610000005895,
0,µm,Spine,3,2,1,100000003,610000005896,
0,µm,Spine,4,1,1,100000003,610000005897,
0,µm,Spine,2,2,1,100000003,610000005898,
0,µm,Spine,0,1,1,100000003,610000005899,
0,µm,Spine,1,1,1,100000003,610000005900,
0,µm,Spine,0,1,1,100000003,610000005901,
0,µm,Spine,0,1,1,100000003,610000005902,
0,µm,Spine,3,1,1,100000003,610000005905,
0,µm,Spine,3,2,1,100000003,610000005906,
0,µm,Spine,2,2,1,100000003,610000005907,
0,µm,Spine,1,2,1,100000003,610000005908,
0,µm,Spine,0,1,1,100000003,610000005909,
0,µm,Spine,1,1,1,100000003,610000005910,
0,µm,Spine,0,1,1,100000003,610000005911,
