
Soma Ellipsoid Axis C Y
 ==================== 
Soma Ellipsoid Axis C Y,Unit,Category,Collection,Time,FilamentID,ID,
0.937726,µm,Soma,Soma Ellipsoid Axis C,1,100000000,800000000,
-0.978368,µm,Soma,Soma Ellipsoid Axis C,1,100000001,800000001,
0.247318,µm,Soma,Soma Ellipsoid Axis C,1,100000002,800000002,
-0.0937789,µm,Soma,Soma Ellipsoid Axis C,1,100000003,800000003,
