
Pt Time Type=Spine Attachment
 ==================== 
Pt Time,Unit,Category,Depth,Time,Type,FilamentID,ID,
0,s,Point,2,1,Spine Attachment,100000000,800000024,
0,s,Point,13,1,Spine Attachment,100000003,800000241,
0,s,Point,7,1,Spine Attachment,100000003,800000278,
0,s,Point,1,1,Spine Attachment,100000003,800000296,
0,s,Point,9,1,Spine Attachment,100000000,800000366,
0,s,Point,9,1,Spine Attachment,100000000,800000367,
0,s,Point,5,1,Spine Attachment,100000000,800000368,
0,s,Point,4,1,Spine Attachment,100000000,800000369,
0,s,Point,3,1,Spine Attachment,100000000,800000370,
0,s,Point,2,1,Spine Attachment,100000000,800000371,
0,s,Point,2,1,Spine Attachment,100000000,800000372,
0,s,Point,2,1,Spine Attachment,100000000,800000373,
0,s,Point,2,1,Spine Attachment,100000000,800000374,
0,s,Point,3,1,Spine Attachment,100000000,800000375,
0,s,Point,4,1,Spine Attachment,100000000,800000376,
0,s,Point,3,1,Spine Attachment,100000000,800000377,
0,s,Point,1,1,Spine Attachment,100000000,800000378,
0,s,Point,14,1,Spine Attachment,100000000,800000379,
0,s,Point,9,1,Spine Attachment,100000000,800000380,
0,s,Point,9,1,Spine Attachment,100000000,800000381,
0,s,Point,8,1,Spine Attachment,100000000,800000382,
0,s,Point,8,1,Spine Attachment,100000000,800000383,
0,s,Point,3,1,Spine Attachment,100000000,800000384,
0,s,Point,3,1,Spine Attachment,100000000,800000385,
0,s,Point,2,1,Spine Attachment,100000000,800000386,
0,s,Point,1,1,Spine Attachment,100000000,800000387,
0,s,Point,1,1,Spine Attachment,100000000,800000388,
0,s,Point,0,1,Spine Attachment,100000000,800000389,
0,s,Point,11,1,Spine Attachment,100000000,800000390,
0,s,Point,11,1,Spine Attachment,100000000,800000391,
0,s,Point,10,1,Spine Attachment,100000000,800000392,
0,s,Point,5,1,Spine Attachment,100000000,800000393,
0,s,Point,5,1,Spine Attachment,100000000,800000394,
0,s,Point,5,1,Spine Attachment,100000000,800000395,
0,s,Point,5,1,Spine Attachment,100000000,800000396,
0,s,Point,3,1,Spine Attachment,100000000,800000397,
0,s,Point,11,1,Spine Attachment,100000000,800000398,
0,s,Point,3,1,Spine Attachment,100000000,800000399,
0,s,Point,2,1,Spine Attachment,100000000,800000400,
0,s,Point,0,1,Spine Attachment,100000000,800000401,
0,s,Point,0,1,Spine Attachment,100000000,800000402,
0,s,Point,0,1,Spine Attachment,100000000,800000403,
0,s,Point,7,1,Spine Attachment,100000000,800000404,
0,s,Point,7,1,Spine Attachment,100000000,800000405,
0,s,Point,7,1,Spine Attachment,100000000,800000406,
0,s,Point,9,1,Spine Attachment,100000000,800000407,
0,s,Point,5,1,Spine Attachment,100000000,800000408,
0,s,Point,4,1,Spine Attachment,100000000,800000409,
0,s,Point,6,1,Spine Attachment,100000000,800000410,
0,s,Point,5,1,Spine Attachment,100000000,800000411,
0,s,Point,6,1,Spine Attachment,100000000,800000412,
0,s,Point,6,1,Spine Attachment,100000000,800000413,
0,s,Point,7,1,Spine Attachment,100000000,800000414,
