
Segment Branch Level
 ==================== 
Segment Branch Level,Unit,Category,Depth,Level,Time,FilamentID,ID,
6,,Segment,11,6,1,100000000,510000000013,
5,,Segment,10,5,1,100000000,510000000020,
5,,Segment,9,5,1,100000000,510000000029,
5,,Segment,8,5,1,100000000,510000000043,
4,,Segment,7,4,1,100000000,510000000045,
4,,Segment,6,4,1,100000000,510000000087,
3,,Segment,5,3,1,100000000,510000000112,
3,,Segment,4,3,1,100000000,510000000116,
3,,Segment,3,3,1,100000000,510000000120,
3,,Segment,2,3,1,100000000,510000000194,
2,,Segment,1,2,1,100000000,510000000204,
1,,Segment,0,1,1,100000000,510000000212,
5,,Segment,11,5,1,100000000,510000000218,
6,,Segment,10,6,1,100000000,510000000228,
6,,Segment,9,6,1,100000000,510000000249,
4,,Segment,8,4,1,100000000,510000000270,
5,,Segment,7,5,1,100000000,510000000273,
5,,Segment,14,5,1,100000003,510000000285,
5,,Segment,13,5,1,100000003,510000000294,
5,,Segment,12,5,1,100000003,510000000301,
5,,Segment,11,5,1,100000003,510000000307,
5,,Segment,10,5,1,100000003,510000000330,
4,,Segment,9,4,1,100000003,510000000337,
3,,Segment,8,3,1,100000003,510000000344,
3,,Segment,7,3,1,100000003,510000000379,
3,,Segment,6,3,1,100000003,510000000386,
3,,Segment,5,3,1,100000003,510000000405,
3,,Segment,3,3,1,100000003,510000000439,
2,,Segment,2,2,1,100000003,510000000491,
1,,Segment,1,1,1,100000003,510000000505,
1,,Segment,0,1,1,100000003,510000000543,
6,,Segment,14,6,1,100000003,510000000561,
6,,Segment,13,6,1,100000003,510000000565,
6,,Segment,13,6,1,100000003,510000000567,
5,,Segment,12,5,1,100000003,510000000577,
5,,Segment,11,5,1,100000003,510000000603,
6,,Segment,12,6,1,100000003,510000000607,
6,,Segment,12,6,1,100000003,510000000612,
6,,Segment,11,6,1,100000003,510000000618,
4,,Segment,13,4,1,100000003,510000000624,
4,,Segment,12,4,1,100000003,510000000626,
4,,Segment,11,4,1,100000003,510000000631,
5,,Segment,13,5,1,100000003,510000000633,
5,,Segment,12,5,1,100000003,510000000636,
5,,Segment,9,5,1,100000003,510000000647,
4,,Segment,8,4,1,100000003,510000000650,
4,,Segment,7,4,1,100000003,510000000655,
4,,Segment,6,4,1,100000003,510000000667,
5,,Segment,8,5,1,100000003,510000000674,
5,,Segment,7,5,1,100000003,510000000681,
6,,Segment,8,6,1,100000003,510000000683,
4,,Segment,7,4,1,100000003,510000000722,
4,,Segment,6,4,1,100000003,510000000735,
4,,Segment,5,4,1,100000003,510000000740,
4,,Segment,9,4,1,100000003,510000000742,
3,,Segment,9,3,1,100000003,510000000758,
5,,Segment,8,5,1,100000003,510000000760,
4,,Segment,8,4,1,100000003,510000000768,
5,,Segment,7,5,1,100000003,510000000771,
4,,Segment,7,4,1,100000003,510000000774,
5,,Segment,6,5,1,100000003,510000000783,
4,,Segment,4,4,1,100000003,510000000785,
3,,Segment,3,3,1,100000003,510000000803,
2,,Segment,3,2,1,100000003,510000000810,
3,,Segment,4,3,1,100000000,510000000864,
2,,Segment,3,2,1,100000000,510000000876,
2,,Segment,2,2,1,100000000,510000000928,
2,,Segment,1,2,1,100000000,510000000960,
1,,Segment,0,1,1,100000000,510000000993,
3,,Segment,3,3,1,100000000,510000001031,
2,,Segment,4,2,1,100000000,510000001036,
3,,Segment,9,3,1,100000001,510000001044,
3,,Segment,8,3,1,100000001,510000001070,
3,,Segment,7,3,1,100000001,510000001074,
3,,Segment,6,3,1,100000001,510000001098,
3,,Segment,5,3,1,100000001,510000001102,
2,,Segment,4,2,1,100000001,510000001129,
2,,Segment,3,2,1,100000001,510000001150,
2,,Segment,2,2,1,100000001,510000001167,
2,,Segment,1,2,1,100000001,510000001189,
1,,Segment,0,1,1,100000001,510000001197,
2,,Segment,6,2,1,100000001,510000001252,
2,,Segment,5,2,1,100000001,510000001265,
4,,Segment,7,4,1,100000001,510000001269,
3,,Segment,6,3,1,100000001,510000001275,
4,,Segment,8,4,1,100000001,510000001281,
3,,Segment,7,3,1,100000001,510000001285,
4,,Segment,7,4,1,100000001,510000001288,
4,,Segment,6,4,1,100000001,510000001290,
2,,Segment,4,2,1,100000003,510000001297,
2,,Segment,3,2,1,100000003,510000001306,
2,,Segment,2,2,1,100000003,510000001308,
2,,Segment,1,2,1,100000003,510000001324,
1,,Segment,0,1,1,100000003,510000001349,
3,,Segment,4,3,1,100000003,510000001358,
3,,Segment,3,3,1,100000003,510000001364,
1,,Segment,1,1,1,100000003,510000001369,
2,,Segment,6,2,1,100000000,510000001398,
1,,Segment,5,1,1,100000000,510000001411,
1,,Segment,4,1,1,100000000,510000001419,
1,,Segment,3,1,1,100000000,510000001437,
1,,Segment,2,1,1,100000000,510000001449,
1,,Segment,1,1,1,100000000,510000001461,
1,,Segment,0,1,1,100000000,510000001472,
8,,Segment,14,8,1,100000000,510000001496,
8,,Segment,13,8,1,100000000,510000001504,
7,,Segment,12,7,1,100000000,510000001512,
6,,Segment,11,6,1,100000000,510000001514,
5,,Segment,10,5,1,100000000,510000001534,
4,,Segment,9,4,1,100000000,510000001589,
4,,Segment,8,4,1,100000000,510000001647,
3,,Segment,7,3,1,100000000,510000001663,
3,,Segment,6,3,1,100000000,510000001674,
3,,Segment,5,3,1,100000000,510000001677,
3,,Segment,4,3,1,100000000,510000001683,
2,,Segment,3,2,1,100000000,510000001710,
2,,Segment,2,2,1,100000000,510000001730,
1,,Segment,1,1,1,100000000,510000001741,
1,,Segment,0,1,1,100000000,510000001749,
9,,Segment,14,9,1,100000000,510000001782,
8,,Segment,13,8,1,100000000,510000001786,
7,,Segment,13,7,1,100000000,510000001791,
6,,Segment,12,6,1,100000000,510000001826,
5,,Segment,11,5,1,100000000,510000001839,
4,,Segment,10,4,1,100000000,510000001843,
5,,Segment,9,5,1,100000000,510000001845,
3,,Segment,8,3,1,100000000,510000001860,
4,,Segment,8,4,1,100000000,510000001864,
4,,Segment,5,4,1,100000000,510000001878,
4,,Segment,7,4,1,100000000,510000001890,
4,,Segment,6,4,1,100000000,510000001896,
3,,Segment,5,3,1,100000003,510000001924,
2,,Segment,4,2,1,100000003,510000001954,
2,,Segment,2,2,1,100000003,510000001970,
1,,Segment,1,1,1,100000003,510000002002,
1,,Segment,0,1,1,100000003,510000002020,
2,,Segment,5,2,1,100000003,510000002047,
3,,Segment,6,3,1,100000002,510000002066,
2,,Segment,5,2,1,100000002,510000002071,
2,,Segment,4,2,1,100000002,510000002103,
1,,Segment,3,1,1,100000002,510000002109,
1,,Segment,2,1,1,100000002,510000002112,
1,,Segment,0,1,1,100000002,510000002145,
2,,Segment,6,2,1,100000002,510000002163,
2,,Segment,2,2,1,100000002,510000002204,
5,,Segment,7,5,1,100000000,510000002233,
4,,Segment,6,4,1,100000000,510000002245,
4,,Segment,5,4,1,100000000,510000002267,
4,,Segment,4,4,1,100000000,510000002269,
3,,Segment,3,3,1,100000000,510000002302,
3,,Segment,2,3,1,100000000,510000002320,
5,,Segment,8,5,1,100000000,510000002326,
4,,Segment,7,4,1,100000000,510000002328,
4,,Segment,8,4,1,100000000,510000002330,
3,,Segment,5,3,1,100000000,510000002353,
3,,Segment,4,3,1,100000000,510000002363,
5,,Segment,6,5,1,100000000,510000002373,
4,,Segment,5,4,1,100000000,510000002377,
5,,Segment,5,5,1,100000000,510000002387,
3,,Segment,11,3,1,100000000,510000002395,
2,,Segment,9,2,1,100000000,510000002420,
2,,Segment,8,2,1,100000000,510000002426,
2,,Segment,7,2,1,100000000,510000002430,
2,,Segment,6,2,1,100000000,510000002435,
2,,Segment,5,2,1,100000000,510000002454,
2,,Segment,4,2,1,100000000,510000002458,
2,,Segment,3,2,1,100000000,510000002479,
1,,Segment,2,1,1,100000000,510000002485,
1,,Segment,1,1,1,100000000,510000002492,
1,,Segment,0,1,1,100000000,510000002527,
3,,Segment,7,3,1,100000000,510000002558,
3,,Segment,10,3,1,100000000,510000002584,
2,,Segment,11,2,1,100000000,510000002597,
3,,Segment,6,3,1,100000000,510000002610,
2,,Segment,2,2,1,100000003,510000002615,
2,,Segment,1,2,1,100000003,510000002643,
1,,Segment,0,1,1,100000003,510000002699,
3,,Segment,2,3,1,100000003,510000002703,
3,,Segment,9,3,1,100000000,510000002722,
4,,Segment,5,4,1,100000000,510000002736,
4,,Segment,5,4,1,100000000,510000002741,
4,,Segment,4,4,1,100000000,510000002754,
2,,Segment,3,2,1,100000001,510000002808,
2,,Segment,2,2,1,100000001,510000002847,
1,,Segment,1,1,1,100000001,510000002878,
3,,Segment,6,3,1,100000000,510000002892,
3,,Segment,8,3,1,100000000,510000002895,
2,,Segment,7,2,1,100000000,510000002907,
2,,Segment,5,2,1,100000000,510000002928,
4,,Segment,3,4,1,100000000,510000002930,
2,,Segment,3,2,1,100000003,510000002959,
1,,Segment,2,1,1,100000003,510000002988,
1,,Segment,1,1,1,100000003,510000002994,
1,,Segment,0,1,1,100000003,510000003023,
4,,Segment,3,4,1,100000000,510000003027,
2,,Segment,5,2,1,100000003,510000003033,
1,,Segment,4,1,1,100000003,510000003077,
2,,Segment,6,2,1,100000000,510000003120,
2,,Segment,4,2,1,100000000,510000003137,
3,,Segment,7,3,1,100000000,510000003144,
2,,Segment,3,2,1,100000003,510000003176,
1,,Segment,2,1,1,100000003,510000003199,
3,,Segment,6,3,1,100000000,510000003202,
3,,Segment,7,3,1,100000002,510000003216,
3,,Segment,6,3,1,100000002,510000003230,
3,,Segment,5,3,1,100000002,510000003242,
4,,Segment,6,4,1,100000001,510000003252,
4,,Segment,4,4,1,100000001,510000003283,
3,,Segment,3,3,1,100000001,510000003289,
3,,Segment,4,3,1,100000003,510000003291,
3,,Segment,3,3,1,100000003,510000003293,
4,,Segment,7,4,1,100000002,510000003298,
3,,Segment,6,3,1,100000002,510000003306,
2,,Segment,5,2,1,100000002,510000003320,
1,,Segment,4,1,1,100000002,510000003333,
1,,Segment,1,1,1,100000003,510000003350,
2,,Segment,4,2,1,100000001,510000003356,
2,,Segment,3,2,1,100000001,510000003384,
1,,Segment,2,1,1,100000001,510000003386,
3,,Segment,4,3,1,100000001,510000003438,
5,,Segment,6,5,1,100000001,510000003459,
2,,Segment,6,2,1,100000000,510000003468,
1,,Segment,5,1,1,100000000,510000003472,
1,,Segment,4,1,1,100000000,510000003498,
1,,Segment,3,1,1,100000000,510000003509,
1,,Segment,2,1,1,100000000,510000003511,
1,,Segment,5,1,1,100000003,510000003517,
4,,Segment,7,4,1,100000002,510000003520,
4,,Segment,6,4,1,100000002,510000003532,
3,,Segment,4,3,1,100000000,510000003539,
5,,Segment,5,5,1,100000001,510000003543,
1,,Segment,6,1,1,100000000,510000003547,
3,,Segment,5,3,1,100000000,510000003549,
2,,Segment,6,2,1,100000002,510000003553,
3,,Segment,7,3,1,100000002,510000003555,
2,,Segment,7,2,1,100000002,510000003560,
2,,Segment,6,2,1,100000002,510000003570,
1,,Segment,5,1,1,100000002,510000003573,
3,,Segment,6,3,1,100000000,510000003579,
1,,Segment,0,1,1,100000002,510000003649,
3,,Segment,4,3,1,100000000,510000003661,
2,,Segment,3,2,1,100000000,510000003682,
1,,Segment,2,1,1,100000003,510000003687,
3,,Segment,5,3,1,100000000,510000003689,
2,,Segment,4,2,1,100000003,510000003703,
3,,Segment,3,3,1,100000001,510000003707,
2,,Segment,4,2,1,100000000,510000003732,
2,,Segment,4,2,1,100000000,510000003737,
1,,Segment,3,1,1,100000003,510000003745,
1,,Segment,6,1,1,100000000,510000003751,
1,,Segment,0,1,1,100000002,510000003790,
2,,Segment,4,2,1,100000003,510000003815,
1,,Segment,3,1,1,100000003,510000003817,
1,,Segment,2,1,1,100000003,510000003838,
1,,Segment,0,1,1,100000003,510000003854,
1,,Segment,4,1,1,100000003,510000003863,
1,,Segment,7,1,1,100000002,510000003867,
2,,Segment,2,2,1,100000003,510000003906,
1,,Segment,3,1,1,100000000,510000003915,
2,,Segment,7,2,1,100000002,510000003920,
