
Filament Position
 ==================== 
Filament Position X,Filament Position Y,Filament Position Z,Unit,Category,Collection,Time,ID,
-16946.8,19633.3,1473.88,µm,Filament,Filament Position,1,100000000,
-16969.2,19636.5,1473.87,µm,Filament,Filament Position,1,100000001,
-16956.7,19656,1474.21,µm,Filament,Filament Position,1,100000002,
-16949.3,19649.6,1473.62,µm,Filament,Filament Position,1,100000003,
