
Soma Center of Image Mass Ch=4 Img=1
 ==================== 
Soma Center of Image Mass X,Soma Center of Image Mass Y,Soma Center of Image Mass Z,Unit,Category,Channel,Collection,Image,Time,FilamentID,ID,
-16947.8,19630.2,1473.88,µm,Soma,4,Soma Center of Image Mass,Image 1,1,100000000,800000000,
-16973,19638.6,1472.12,µm,Soma,4,Soma Center of Image Mass,Image 1,1,100000001,800000001,
-16955.1,19657,1473.85,µm,Soma,4,Soma Center of Image Mass,Image 1,1,100000002,800000002,
-16946.4,19651.1,1473.62,µm,Soma,4,Soma Center of Image Mass,Image 1,1,100000003,800000003,
