
Segment Intensity Min Ch=4 Img=1
 ==================== 
Segment Intensity Min,Unit,Category,Channel,Depth,Image,Level,Time,FilamentID,ID,
0,,Segment,4,11,Image 1,6,1,100000000,510000000013,
6,,Segment,4,10,Image 1,5,1,100000000,510000000020,
0,,Segment,4,9,Image 1,5,1,100000000,510000000029,
0,,Segment,4,8,Image 1,5,1,100000000,510000000043,
0,,Segment,4,7,Image 1,4,1,100000000,510000000045,
0,,Segment,4,6,Image 1,4,1,100000000,510000000087,
0,,Segment,4,5,Image 1,3,1,100000000,510000000112,
10,,Segment,4,4,Image 1,3,1,100000000,510000000116,
0,,Segment,4,3,Image 1,3,1,100000000,510000000120,
0,,Segment,4,2,Image 1,3,1,100000000,510000000194,
0,,Segment,4,1,Image 1,2,1,100000000,510000000204,
0,,Segment,4,0,Image 1,1,1,100000000,510000000212,
0,,Segment,4,11,Image 1,5,1,100000000,510000000218,
0,,Segment,4,10,Image 1,6,1,100000000,510000000228,
0,,Segment,4,9,Image 1,6,1,100000000,510000000249,
0,,Segment,4,8,Image 1,4,1,100000000,510000000270,
0,,Segment,4,7,Image 1,5,1,100000000,510000000273,
0,,Segment,4,14,Image 1,5,1,100000003,510000000285,
0,,Segment,4,13,Image 1,5,1,100000003,510000000294,
0,,Segment,4,12,Image 1,5,1,100000003,510000000301,
11,,Segment,4,11,Image 1,5,1,100000003,510000000307,
0,,Segment,4,10,Image 1,5,1,100000003,510000000330,
0,,Segment,4,9,Image 1,4,1,100000003,510000000337,
0,,Segment,4,8,Image 1,3,1,100000003,510000000344,
0,,Segment,4,7,Image 1,3,1,100000003,510000000379,
0,,Segment,4,6,Image 1,3,1,100000003,510000000386,
0,,Segment,4,5,Image 1,3,1,100000003,510000000405,
0,,Segment,4,3,Image 1,3,1,100000003,510000000439,
0,,Segment,4,2,Image 1,2,1,100000003,510000000491,
0,,Segment,4,1,Image 1,1,1,100000003,510000000505,
0,,Segment,4,0,Image 1,1,1,100000003,510000000543,
0,,Segment,4,14,Image 1,6,1,100000003,510000000561,
0,,Segment,4,13,Image 1,6,1,100000003,510000000565,
0,,Segment,4,13,Image 1,6,1,100000003,510000000567,
0,,Segment,4,12,Image 1,5,1,100000003,510000000577,
0,,Segment,4,11,Image 1,5,1,100000003,510000000603,
0,,Segment,4,12,Image 1,6,1,100000003,510000000607,
0,,Segment,4,12,Image 1,6,1,100000003,510000000612,
0,,Segment,4,11,Image 1,6,1,100000003,510000000618,
0,,Segment,4,13,Image 1,4,1,100000003,510000000624,
0,,Segment,4,12,Image 1,4,1,100000003,510000000626,
7,,Segment,4,11,Image 1,4,1,100000003,510000000631,
0,,Segment,4,13,Image 1,5,1,100000003,510000000633,
0,,Segment,4,12,Image 1,5,1,100000003,510000000636,
0,,Segment,4,9,Image 1,5,1,100000003,510000000647,
0,,Segment,4,8,Image 1,4,1,100000003,510000000650,
0,,Segment,4,7,Image 1,4,1,100000003,510000000655,
0,,Segment,4,6,Image 1,4,1,100000003,510000000667,
0,,Segment,4,8,Image 1,5,1,100000003,510000000674,
0,,Segment,4,7,Image 1,5,1,100000003,510000000681,
0,,Segment,4,8,Image 1,6,1,100000003,510000000683,
0,,Segment,4,7,Image 1,4,1,100000003,510000000722,
0,,Segment,4,6,Image 1,4,1,100000003,510000000735,
0,,Segment,4,5,Image 1,4,1,100000003,510000000740,
0,,Segment,4,9,Image 1,4,1,100000003,510000000742,
0,,Segment,4,9,Image 1,3,1,100000003,510000000758,
0,,Segment,4,8,Image 1,5,1,100000003,510000000760,
0,,Segment,4,8,Image 1,4,1,100000003,510000000768,
0,,Segment,4,7,Image 1,5,1,100000003,510000000771,
0,,Segment,4,7,Image 1,4,1,100000003,510000000774,
0,,Segment,4,6,Image 1,5,1,100000003,510000000783,
0,,Segment,4,4,Image 1,4,1,100000003,510000000785,
0,,Segment,4,3,Image 1,3,1,100000003,510000000803,
0,,Segment,4,3,Image 1,2,1,100000003,510000000810,
0,,Segment,4,4,Image 1,3,1,100000000,510000000864,
0,,Segment,4,3,Image 1,2,1,100000000,510000000876,
0,,Segment,4,2,Image 1,2,1,100000000,510000000928,
0,,Segment,4,1,Image 1,2,1,100000000,510000000960,
0,,Segment,4,0,Image 1,1,1,100000000,510000000993,
0,,Segment,4,3,Image 1,3,1,100000000,510000001031,
0,,Segment,4,4,Image 1,2,1,100000000,510000001036,
0,,Segment,4,9,Image 1,3,1,100000001,510000001044,
0,,Segment,4,8,Image 1,3,1,100000001,510000001070,
0,,Segment,4,7,Image 1,3,1,100000001,510000001074,
0,,Segment,4,6,Image 1,3,1,100000001,510000001098,
5,,Segment,4,5,Image 1,3,1,100000001,510000001102,
0,,Segment,4,4,Image 1,2,1,100000001,510000001129,
0,,Segment,4,3,Image 1,2,1,100000001,510000001150,
0,,Segment,4,2,Image 1,2,1,100000001,510000001167,
0,,Segment,4,1,Image 1,2,1,100000001,510000001189,
0,,Segment,4,0,Image 1,1,1,100000001,510000001197,
0,,Segment,4,6,Image 1,2,1,100000001,510000001252,
0,,Segment,4,5,Image 1,2,1,100000001,510000001265,
0,,Segment,4,7,Image 1,4,1,100000001,510000001269,
0,,Segment,4,6,Image 1,3,1,100000001,510000001275,
0,,Segment,4,8,Image 1,4,1,100000001,510000001281,
0,,Segment,4,7,Image 1,3,1,100000001,510000001285,
0,,Segment,4,7,Image 1,4,1,100000001,510000001288,
14,,Segment,4,6,Image 1,4,1,100000001,510000001290,
0,,Segment,4,4,Image 1,2,1,100000003,510000001297,
0,,Segment,4,3,Image 1,2,1,100000003,510000001306,
0,,Segment,4,2,Image 1,2,1,100000003,510000001308,
0,,Segment,4,1,Image 1,2,1,100000003,510000001324,
0,,Segment,4,0,Image 1,1,1,100000003,510000001349,
0,,Segment,4,4,Image 1,3,1,100000003,510000001358,
0,,Segment,4,3,Image 1,3,1,100000003,510000001364,
0,,Segment,4,1,Image 1,1,1,100000003,510000001369,
0,,Segment,4,6,Image 1,2,1,100000000,510000001398,
0,,Segment,4,5,Image 1,1,1,100000000,510000001411,
0,,Segment,4,4,Image 1,1,1,100000000,510000001419,
0,,Segment,4,3,Image 1,1,1,100000000,510000001437,
0,,Segment,4,2,Image 1,1,1,100000000,510000001449,
0,,Segment,4,1,Image 1,1,1,100000000,510000001461,
0,,Segment,4,0,Image 1,1,1,100000000,510000001472,
0,,Segment,4,14,Image 1,8,1,100000000,510000001496,
0,,Segment,4,13,Image 1,8,1,100000000,510000001504,
0,,Segment,4,12,Image 1,7,1,100000000,510000001512,
0,,Segment,4,11,Image 1,6,1,100000000,510000001514,
0,,Segment,4,10,Image 1,5,1,100000000,510000001534,
0,,Segment,4,9,Image 1,4,1,100000000,510000001589,
0,,Segment,4,8,Image 1,4,1,100000000,510000001647,
0,,Segment,4,7,Image 1,3,1,100000000,510000001663,
0,,Segment,4,6,Image 1,3,1,100000000,510000001674,
0,,Segment,4,5,Image 1,3,1,100000000,510000001677,
0,,Segment,4,4,Image 1,3,1,100000000,510000001683,
0,,Segment,4,3,Image 1,2,1,100000000,510000001710,
0,,Segment,4,2,Image 1,2,1,100000000,510000001730,
0,,Segment,4,1,Image 1,1,1,100000000,510000001741,
13,,Segment,4,0,Image 1,1,1,100000000,510000001749,
0,,Segment,4,14,Image 1,9,1,100000000,510000001782,
0,,Segment,4,13,Image 1,8,1,100000000,510000001786,
0,,Segment,4,13,Image 1,7,1,100000000,510000001791,
0,,Segment,4,12,Image 1,6,1,100000000,510000001826,
0,,Segment,4,11,Image 1,5,1,100000000,510000001839,
0,,Segment,4,10,Image 1,4,1,100000000,510000001843,
8,,Segment,4,9,Image 1,5,1,100000000,510000001845,
