
Intensity Sum Ch=4 Img=1
 ==================== 
Intensity Sum,Unit,Category,Channel,Image,Time,ID,
3.06622e+06,,Surface,4,Image 1,1,0,
1.29358e+06,,Surface,4,Image 1,1,1,
1.58748e+06,,Surface,4,Image 1,1,2,
2.94034e+06,,Surface,4,Image 1,1,3,
