
Spine Intensity Max Ch=2 Img=1
 ==================== 
Spine Intensity Max,Unit,Category,Channel,Depth,Image,Level,Time,FilamentID,ID,
107,,Spine,2,4,Image 1,2,1,100000001,610000005245,
107,,Spine,2,4,Image 1,2,1,100000001,610000005257,
107,,Spine,2,4,Image 1,2,1,100000001,610000005268,
69,,Spine,2,13,Image 1,5,1,100000003,610000005274,
107,,Spine,2,4,Image 1,2,1,100000001,610000005278,
73,,Spine,2,5,Image 1,3,1,100000000,610000005285,
73,,Spine,2,5,Image 1,3,1,100000000,610000005290,
77,,Spine,2,1,Image 1,2,1,100000003,610000005295,
106,,Spine,2,7,Image 1,4,1,100000003,610000005300,
62,,Spine,2,7,Image 1,5,1,100000003,610000005304,
103,,Spine,2,9,Image 1,4,1,100000000,610000005309,
78,,Spine,2,11,Image 1,5,1,100000000,610000005312,
179,,Spine,2,7,Image 1,4,1,100000001,610000005317,
103,,Spine,2,0,Image 1,1,1,100000000,610000005319,
54,,Spine,2,5,Image 1,4,1,100000000,610000005321,
75,,Spine,2,6,Image 1,4,1,100000003,610000005324,
56,,Spine,2,3,Image 1,1,1,100000000,610000005327,
95,,Spine,2,1,Image 1,2,1,100000003,610000005330,
114,,Spine,2,9,Image 1,5,1,100000000,610000005333,
115,,Spine,2,8,Image 1,4,1,100000000,610000005335,
69,,Spine,2,13,Image 1,5,1,100000003,610000005339,
73,,Spine,2,5,Image 1,3,1,100000000,610000005342,
77,,Spine,2,1,Image 1,2,1,100000003,610000005345,
76,,Spine,2,3,Image 1,2,1,100000003,610000005347,
164,,Spine,2,1,Image 1,1,1,100000000,610000005352,
106,,Spine,2,7,Image 1,4,1,100000003,610000005357,
115,,Spine,2,3,Image 1,1,1,100000000,610000005359,
128,,Spine,2,4,Image 1,2,1,100000001,610000005362,
72,,Spine,2,3,Image 1,2,1,100000003,610000005365,
76,,Spine,2,3,Image 1,3,1,100000003,610000005367,
68,,Spine,2,2,Image 1,2,1,100000000,610000005370,
156,,Spine,2,2,Image 1,2,1,100000003,610000005373,
123,,Spine,2,1,Image 1,2,1,100000003,610000005375,
51,,Spine,2,4,Image 1,4,1,100000000,610000005377,
99,,Spine,2,3,Image 1,3,1,100000000,610000005379,
90,,Spine,2,3,Image 1,1,1,100000000,610000005382,
89,,Spine,2,0,Image 1,1,1,100000002,610000005385,
83,,Spine,2,3,Image 1,1,1,100000003,610000005388,
85,,Spine,2,6,Image 1,4,1,100000003,610000005390,
78,,Spine,2,2,Image 1,3,1,100000000,610000005392,
