
Spine Attachment Pt Branching Angle
 ==================== 
Spine Attachment Pt Branching Angle,Unit,Category,Depth,Level,Time,FilamentID,ID,
95.9372,°,Spine,11,5,1,100000000,610000005312,
85.6417,°,Spine,0,1,1,100000000,610000005319,
84.8215,°,Spine,5,4,1,100000000,610000005321,
83.7476,°,Spine,6,4,1,100000003,610000005324,
81.7292,°,Spine,3,1,1,100000000,610000005327,
89.2904,°,Spine,1,2,1,100000003,610000005330,
78.4806,°,Spine,9,5,1,100000000,610000005333,
83.5837,°,Spine,8,4,1,100000000,610000005335,
79.7346,°,Spine,3,2,1,100000003,610000005347,
88.5834,°,Spine,3,1,1,100000000,610000005359,
77.8174,°,Spine,4,2,1,100000001,610000005362,
83.7615,°,Spine,3,2,1,100000003,610000005365,
90.6125,°,Spine,3,3,1,100000003,610000005367,
62.2893,°,Spine,2,2,1,100000003,610000005373,
76.1938,°,Spine,1,2,1,100000003,610000005375,
102.125,°,Spine,4,4,1,100000000,610000005377,
75.103,°,Spine,3,3,1,100000000,610000005379,
71.5934,°,Spine,3,1,1,100000000,610000005382,
69.532,°,Spine,6,4,1,100000003,610000005390,
64.4996,°,Spine,2,3,1,100000000,610000005392,
75.7749,°,Spine,0,1,1,100000003,610000005398,
75.7809,°,Spine,0,1,1,100000000,610000005413,
79.674,°,Spine,7,3,1,100000000,610000005433,
100.262,°,Spine,11,5,1,100000003,610000005453,
80.9714,°,Spine,6,2,1,100000001,610000005455,
102.728,°,Spine,6,4,1,100000003,610000005465,
12.6335,°,Spine,0,1,1,100000000,610000005478,
77.3225,°,Spine,3,1,1,100000000,610000005491,
67.6589,°,Spine,1,2,1,100000003,610000005493,
76.9189,°,Spine,6,4,1,100000003,610000005503,
76.7288,°,Spine,1,1,1,100000003,610000005505,
94.0325,°,Spine,4,3,1,100000001,610000005513,
72.0807,°,Spine,3,3,1,100000003,610000005519,
68.5061,°,Spine,3,3,1,100000000,610000005528,
79.938,°,Spine,1,2,1,100000001,610000005535,
66.6259,°,Spine,4,2,1,100000000,610000005545,
70.9085,°,Spine,3,2,1,100000001,610000005551,
69.6556,°,Spine,0,1,1,100000003,610000005553,
64.9527,°,Spine,2,2,1,100000003,610000005556,
87.9399,°,Spine,0,1,1,100000000,610000005566,
83.195,°,Spine,2,1,1,100000001,610000005577,
72.8684,°,Spine,2,1,1,100000000,610000005579,
79.6105,°,Spine,7,3,1,100000000,610000005582,
85.2865,°,Spine,6,2,1,100000002,610000005584,
68.6102,°,Spine,9,3,1,100000001,610000005588,
86.6543,°,Spine,0,1,1,100000002,610000005598,
68.7038,°,Spine,5,2,1,100000000,610000005602,
12.6335,°,Spine,0,1,1,100000000,610000005615,
72.3227,°,Spine,3,2,1,100000000,610000005630,
55.3613,°,Spine,7,3,1,100000002,610000005634,
78.4432,°,Spine,1,1,1,100000000,610000005666,
86.3057,°,Spine,0,1,1,100000001,610000005679,
68.8176,°,Spine,0,1,1,100000003,610000005683,
69.9989,°,Spine,4,4,1,100000003,610000005688,
135.811,°,Spine,1,2,1,100000000,610000005715,
76.306,°,Spine,9,5,1,100000000,610000005775,
65.117,°,Spine,4,3,1,100000000,610000005777,
71.1088,°,Spine,2,3,1,100000000,610000005778,
71.8304,°,Spine,2,3,1,100000000,610000005779,
70.8316,°,Spine,2,3,1,100000000,610000005780,
72.3253,°,Spine,6,1,1,100000000,610000005781,
75.5808,°,Spine,7,3,1,100000000,610000005782,
73.215,°,Spine,4,1,1,100000000,610000005783,
80.5418,°,Spine,6,2,1,100000000,610000005784,
84.6406,°,Spine,6,2,1,100000000,610000005785,
85.4787,°,Spine,1,1,1,100000000,610000005786,
68.2639,°,Spine,3,2,1,100000000,610000005787,
93.7303,°,Spine,14,8,1,100000000,610000005790,
95.0101,°,Spine,11,5,1,100000000,610000005792,
81.8439,°,Spine,10,4,1,100000000,610000005793,
86.775,°,Spine,9,4,1,100000000,610000005795,
88.5264,°,Spine,8,4,1,100000000,610000005796,
78.2882,°,Spine,5,4,1,100000000,610000005797,
75.043,°,Spine,5,4,1,100000000,610000005798,
77.712,°,Spine,5,4,1,100000000,610000005799,
89.4883,°,Spine,4,2,1,100000000,610000005800,
69.0269,°,Spine,4,2,1,100000000,610000005801,
63.9307,°,Spine,3,2,1,100000000,610000005802,
84.4603,°,Spine,2,2,1,100000000,610000005803,
69.8966,°,Spine,3,1,1,100000000,610000005804,
86.7794,°,Spine,3,2,1,100000000,610000005805,
75.722,°,Spine,11,3,1,100000000,610000005808,
54.5067,°,Spine,9,3,1,100000000,610000005809,
78.31,°,Spine,7,3,1,100000000,610000005810,
85.3996,°,Spine,6,3,1,100000000,610000005811,
65.6007,°,Spine,3,2,1,100000000,610000005812,
72.4264,°,Spine,3,1,1,100000000,610000005813,
32.3168,°,Spine,1,2,1,100000000,610000005814,
94.2714,°,Spine,0,1,1,100000000,610000005815,
83.4378,°,Spine,4,1,1,100000000,610000005818,
79.5404,°,Spine,5,3,1,100000001,610000005822,
64.6595,°,Spine,5,2,1,100000001,610000005823,
58.5216,°,Spine,4,2,1,100000001,610000005824,
89.3544,°,Spine,4,2,1,100000001,610000005825,
91.4458,°,Spine,3,2,1,100000001,610000005826,
63.5412,°,Spine,4,4,1,100000001,610000005827,
48.2613,°,Spine,4,3,1,100000001,610000005828,
79.6254,°,Spine,4,3,1,100000001,610000005829,
90.4381,°,Spine,3,3,1,100000001,610000005830,
60.8228,°,Spine,1,2,1,100000001,610000005831,
94.0233,°,Spine,3,2,1,100000001,610000005832,
70.4803,°,Spine,3,2,1,100000001,610000005833,
95.2523,°,Spine,6,3,1,100000002,610000005839,
92.3628,°,Spine,7,3,1,100000002,610000005840,
72.4063,°,Spine,4,2,1,100000002,610000005841,
106.213,°,Spine,5,2,1,100000002,610000005842,
89.1178,°,Spine,7,2,1,100000002,610000005843,
72.6349,°,Spine,5,1,1,100000002,610000005844,
64.9061,°,Spine,4,1,1,100000002,610000005845,
87.7027,°,Spine,2,2,1,100000002,610000005846,
78.8895,°,Spine,0,1,1,100000002,610000005847,
69.6509,°,Spine,0,1,1,100000002,610000005848,
74.6324,°,Spine,0,1,1,100000002,610000005849,
93.4613,°,Spine,0,1,1,100000002,610000005851,
