
Spine Terminal Pt Time
 ==================== 
Spine Terminal Pt Time,Unit,Category,Depth,Level,Time,FilamentID,ID,
0,s,Spine,4,2,1,100000001,610000005245,
0,s,Spine,4,2,1,100000001,610000005257,
0,s,Spine,4,2,1,100000001,610000005268,
0,s,Spine,13,5,1,100000003,610000005274,
0,s,Spine,4,2,1,100000001,610000005278,
0,s,Spine,5,3,1,100000000,610000005285,
0,s,Spine,5,3,1,100000000,610000005290,
0,s,Spine,1,2,1,100000003,610000005295,
0,s,Spine,7,4,1,100000003,610000005300,
0,s,Spine,7,5,1,100000003,610000005304,
0,s,Spine,9,4,1,100000000,610000005309,
0,s,Spine,11,5,1,100000000,610000005312,
0,s,Spine,7,4,1,100000001,610000005317,
0,s,Spine,0,1,1,100000000,610000005319,
0,s,Spine,5,4,1,100000000,610000005321,
0,s,Spine,6,4,1,100000003,610000005324,
0,s,Spine,3,1,1,100000000,610000005327,
0,s,Spine,1,2,1,100000003,610000005330,
0,s,Spine,9,5,1,100000000,610000005333,
0,s,Spine,8,4,1,100000000,610000005335,
0,s,Spine,13,5,1,100000003,610000005339,
0,s,Spine,5,3,1,100000000,610000005342,
0,s,Spine,1,2,1,100000003,610000005345,
0,s,Spine,3,2,1,100000003,610000005347,
0,s,Spine,1,1,1,100000000,610000005352,
0,s,Spine,7,4,1,100000003,610000005357,
0,s,Spine,3,1,1,100000000,610000005359,
0,s,Spine,4,2,1,100000001,610000005362,
0,s,Spine,3,2,1,100000003,610000005365,
0,s,Spine,3,3,1,100000003,610000005367,
0,s,Spine,2,2,1,100000000,610000005370,
0,s,Spine,2,2,1,100000003,610000005373,
0,s,Spine,1,2,1,100000003,610000005375,
0,s,Spine,4,4,1,100000000,610000005377,
0,s,Spine,3,3,1,100000000,610000005379,
0,s,Spine,3,1,1,100000000,610000005382,
0,s,Spine,0,1,1,100000002,610000005385,
0,s,Spine,3,1,1,100000003,610000005388,
0,s,Spine,6,4,1,100000003,610000005390,
0,s,Spine,2,3,1,100000000,610000005392,
0,s,Spine,3,1,1,100000003,610000005396,
0,s,Spine,0,1,1,100000003,610000005398,
0,s,Spine,6,2,1,100000001,610000005400,
0,s,Spine,5,3,1,100000000,610000005402,
0,s,Spine,1,1,1,100000003,610000005407,
0,s,Spine,0,1,1,100000000,610000005413,
0,s,Spine,7,4,1,100000003,610000005426,
0,s,Spine,8,3,1,100000001,610000005429,
0,s,Spine,1,2,1,100000003,610000005431,
0,s,Spine,7,3,1,100000000,610000005433,
0,s,Spine,12,6,1,100000003,610000005439,
0,s,Spine,5,4,1,100000000,610000005450,
0,s,Spine,11,5,1,100000003,610000005453,
0,s,Spine,6,2,1,100000001,610000005455,
0,s,Spine,6,4,1,100000003,610000005465,
0,s,Spine,0,1,1,100000000,610000005472,
0,s,Spine,0,1,1,100000003,610000005474,
0,s,Spine,0,1,1,100000000,610000005478,
0,s,Spine,5,3,1,100000000,610000005485,
0,s,Spine,,,1,,610000005487,
0,s,Spine,3,1,1,100000000,610000005491,
0,s,Spine,1,2,1,100000003,610000005493,
0,s,Spine,3,1,1,100000003,610000005495,
0,s,Spine,6,4,1,100000003,610000005503,
0,s,Spine,1,1,1,100000003,610000005505,
0,s,Spine,4,2,1,100000003,610000005507,
0,s,Spine,0,1,1,100000002,610000005510,
0,s,Spine,4,3,1,100000001,610000005513,
0,s,Spine,3,3,1,100000003,610000005516,
0,s,Spine,3,3,1,100000003,610000005519,
0,s,Spine,3,3,1,100000000,610000005528,
0,s,Spine,0,1,1,100000003,610000005532,
0,s,Spine,1,2,1,100000001,610000005535,
0,s,Spine,,,1,,610000005537,
0,s,Spine,6,3,1,100000003,610000005540,
0,s,Spine,9,4,1,100000000,610000005542,
0,s,Spine,4,2,1,100000000,610000005545,
0,s,Spine,1,2,1,100000003,610000005549,
0,s,Spine,3,2,1,100000001,610000005551,
0,s,Spine,0,1,1,100000003,610000005553,
0,s,Spine,2,2,1,100000003,610000005556,
0,s,Spine,0,1,1,100000000,610000005566,
0,s,Spine,,,1,,610000005572,
0,s,Spine,2,1,1,100000001,610000005577,
0,s,Spine,2,1,1,100000000,610000005579,
0,s,Spine,7,3,1,100000000,610000005582,
0,s,Spine,6,2,1,100000002,610000005584,
0,s,Spine,9,3,1,100000001,610000005588,
0,s,Spine,,,1,,610000005590,
0,s,Spine,0,1,1,100000000,610000005596,
0,s,Spine,0,1,1,100000002,610000005598,
0,s,Spine,5,2,1,100000000,610000005602,
0,s,Spine,7,4,1,100000001,610000005610,
0,s,Spine,2,1,1,100000000,610000005613,
0,s,Spine,0,1,1,100000000,610000005615,
0,s,Spine,1,1,1,100000003,610000005623,
0,s,Spine,3,2,1,100000000,610000005630,
0,s,Spine,7,3,1,100000002,610000005634,
0,s,Spine,0,1,1,100000003,610000005645,
0,s,Spine,1,1,1,100000000,610000005650,
0,s,Spine,0,1,1,100000003,610000005657,
0,s,Spine,1,1,1,100000000,610000005661,
0,s,Spine,1,1,1,100000000,610000005666,
0,s,Spine,0,1,1,100000001,610000005679,
0,s,Spine,0,1,1,100000003,610000005683,
0,s,Spine,1,1,1,100000002,610000005685,
0,s,Spine,4,4,1,100000003,610000005688,
0,s,Spine,1,2,1,100000000,610000005715,
0,s,Spine,3,2,1,,610000005912,
0,s,Spine,0,1,1,,610000005912,
0,s,Spine,2,3,1,,610000005912,
0,s,Spine,3,2,1,,610000005913,
0,s,Spine,0,1,1,,610000005913,
0,s,Spine,2,3,1,,610000005913,
0,s,Spine,1,2,1,,610000005914,
0,s,Spine,0,1,1,,610000005914,
0,s,Spine,2,2,1,,610000005914,
0,s,Spine,2,3,1,,610000005914,
0,s,Spine,5,2,1,,610000005915,
0,s,Spine,1,1,1,,610000005915,
0,s,Spine,4,4,1,,610000005915,
0,s,Spine,4,3,1,,610000005915,
0,s,Spine,3,2,1,,610000005916,
0,s,Spine,5,3,1,,610000005916,
0,s,Spine,7,2,1,,610000005916,
0,s,Spine,4,3,1,,610000005916,
0,s,Spine,5,1,1,,610000005917,
0,s,Spine,3,1,1,,610000005917,
0,s,Spine,4,3,1,,610000005917,
0,s,Spine,9,5,1,,610000005917,
0,s,Spine,3,1,1,,610000005918,
0,s,Spine,3,3,1,,610000005918,
0,s,Spine,5,4,1,,610000005918,
