
Intensity Max Ch=2 Img=1
 ==================== 
Intensity Max,Unit,Category,Channel,Image,Time,ID,
198,,Surface,2,Image 1,1,0,
179,,Surface,2,Image 1,1,1,
191,,Surface,2,Image 1,1,2,
189,,Surface,2,Image 1,1,3,
