
Soma Intensity Sum Ch=1 Img=1
 ==================== 
Soma Intensity Sum,Unit,Category,Channel,Image,Time,FilamentID,ID,
22633,,Soma,1,Image 1,1,100000000,800000000,
11687,,Soma,1,Image 1,1,100000001,800000001,
20896,,Soma,1,Image 1,1,100000002,800000002,
26241,,Soma,1,Image 1,1,100000003,800000003,
