
Spine Attachment Pt Time Index
 ==================== 
Spine Attachment Pt Time Index,Unit,Category,Depth,Level,Time,FilamentID,ID,
1,,Spine,2,1,1,100000004,610000005219,
1,,Spine,4,4,1,100000003,610000005312,
1,,Spine,2,2,1,100000004,610000005319,
1,,Spine,12,7,1,100000005,610000005352,
1,,Spine,10,3,1,100000004,610000005354,
1,,Spine,12,7,1,100000005,610000005357,
1,,Spine,2,2,1,100000004,610000005360,
1,,Spine,1,1,1,100000005,610000005374,
1,,Spine,1,1,1,100000005,610000005377,
1,,Spine,2,2,1,100000003,610000005380,
1,,Spine,12,7,1,100000005,610000005382,
1,,Spine,2,2,1,100000005,610000005385,
1,,Spine,4,2,1,100000005,610000005387,
1,,Spine,2,2,1,100000005,610000005389,
1,,Spine,10,4,1,100000005,610000005393,
1,,Spine,9,5,1,100000005,610000005396,
1,,Spine,6,3,1,100000003,610000005402,
1,,Spine,5,1,1,100000005,610000005409,
1,,Spine,3,1,1,100000005,610000005424,
1,,Spine,1,1,1,100000003,610000005427,
1,,Spine,1,1,1,100000005,610000005429,
1,,Spine,5,2,1,100000005,610000005431,
1,,Spine,0,1,1,100000004,610000005450,
1,,Spine,0,1,1,100000003,610000005452,
1,,Spine,1,2,1,100000004,610000005469,
1,,Spine,1,1,1,100000005,610000005471,
1,,Spine,1,2,1,100000003,610000005476,
1,,Spine,3,3,1,100000003,610000005491,
1,,Spine,0,1,1,100000003,610000005493,
1,,Spine,4,2,1,100000005,610000005521,
1,,Spine,6,4,1,100000003,610000005526,
1,,Spine,3,3,1,100000003,610000005544,
1,,Spine,10,7,1,100000005,610000005627,
1,,Spine,9,5,1,100000005,610000005628,
1,,Spine,6,4,1,100000005,610000005629,
1,,Spine,4,3,1,100000005,610000005630,
1,,Spine,4,3,1,100000005,610000005631,
1,,Spine,4,3,1,100000005,610000005632,
1,,Spine,4,3,1,100000005,610000005633,
1,,Spine,3,3,1,100000005,610000005634,
1,,Spine,3,3,1,100000005,610000005635,
1,,Spine,9,4,1,100000005,610000005637,
1,,Spine,11,6,1,100000005,610000005638,
1,,Spine,8,5,1,100000005,610000005639,
1,,Spine,7,4,1,100000005,610000005640,
1,,Spine,4,2,1,100000005,610000005641,
1,,Spine,1,2,1,100000005,610000005642,
1,,Spine,1,2,1,100000005,610000005643,
1,,Spine,2,2,1,100000005,610000005644,
1,,Spine,2,2,1,100000005,610000005645,
1,,Spine,2,2,1,100000005,610000005646,
1,,Spine,2,2,1,100000005,610000005647,
1,,Spine,3,1,1,100000005,610000005648,
1,,Spine,1,2,1,,610000005649,
1,,Spine,4,4,1,,610000005649,
1,,Spine,3,2,1,,610000005650,
1,,Spine,4,4,1,,610000005650,
1,,Spine,3,3,1,,610000005651,
1,,Spine,3,2,1,,610000005651,
1,,Spine,3,1,1,,610000005652,
1,,Spine,2,1,1,,610000005653,
1,,Spine,0,1,1,,610000005654,
1,,Spine,4,2,1,,610000005654,
1,,Spine,8,3,1,,610000005655,
1,,Spine,10,3,1,,610000005656,
1,,Spine,10,2,1,,610000005657,
