
Spine Branchings
 ==================== 
Spine Branchings,Unit,Category,Depth,Level,Time,FilamentID,ID,
0,,Spine,4,4,1,100000003,610000005214,
0,,Spine,2,1,1,100000004,610000005219,
0,,Spine,0,1,1,100000003,610000005242,
0,,Spine,0,1,1,100000003,610000005264,
0,,Spine,0,1,1,100000003,610000005286,
0,,Spine,0,1,1,100000003,610000005307,
0,,Spine,4,4,1,100000003,610000005312,
0,,Spine,2,2,1,100000004,610000005319,
0,,Spine,0,1,1,100000003,610000005334,
0,,Spine,0,1,1,100000003,610000005345,
0,,Spine,2,1,1,100000005,610000005349,
0,,Spine,12,7,1,100000005,610000005352,
0,,Spine,10,3,1,100000004,610000005354,
0,,Spine,12,7,1,100000005,610000005357,
0,,Spine,2,2,1,100000004,610000005360,
0,,Spine,2,2,1,100000005,610000005363,
0,,Spine,6,3,1,100000003,610000005366,
0,,Spine,2,2,1,100000005,610000005369,
0,,Spine,1,1,1,100000005,610000005374,
0,,Spine,1,1,1,100000005,610000005377,
0,,Spine,2,2,1,100000003,610000005380,
0,,Spine,12,7,1,100000005,610000005382,
0,,Spine,2,2,1,100000005,610000005385,
0,,Spine,4,2,1,100000005,610000005387,
0,,Spine,2,2,1,100000005,610000005389,
0,,Spine,10,4,1,100000005,610000005393,
0,,Spine,9,5,1,100000005,610000005396,
0,,Spine,2,2,1,100000005,610000005399,
0,,Spine,6,3,1,100000003,610000005402,
0,,Spine,5,1,1,100000005,610000005405,
0,,Spine,5,1,1,100000005,610000005407,
0,,Spine,5,1,1,100000005,610000005409,
0,,Spine,0,1,1,100000003,610000005414,
0,,Spine,8,3,1,100000004,610000005416,
0,,Spine,3,1,1,100000005,610000005418,
0,,Spine,0,1,1,100000004,610000005422,
0,,Spine,3,1,1,100000005,610000005424,
0,,Spine,1,1,1,100000003,610000005427,
0,,Spine,1,1,1,100000005,610000005429,
0,,Spine,5,2,1,100000005,610000005431,
0,,Spine,0,1,1,100000004,610000005433,
0,,Spine,0,1,1,100000003,610000005439,
0,,Spine,0,1,1,100000004,610000005444,
0,,Spine,0,1,1,100000004,610000005450,
0,,Spine,0,1,1,100000003,610000005452,
0,,Spine,0,1,1,100000003,610000005456,
0,,Spine,3,3,1,100000003,610000005466,
0,,Spine,1,2,1,100000004,610000005469,
0,,Spine,1,1,1,100000005,610000005471,
0,,Spine,0,1,1,100000003,610000005474,
0,,Spine,1,2,1,100000003,610000005476,
0,,Spine,0,1,1,100000003,610000005479,
0,,Spine,0,1,1,100000003,610000005481,
0,,Spine,0,1,1,100000003,610000005483,
0,,Spine,0,1,1,100000003,610000005486,
0,,Spine,2,2,1,100000005,610000005489,
0,,Spine,3,3,1,100000003,610000005491,
0,,Spine,0,1,1,100000003,610000005493,
0,,Spine,0,1,1,100000003,610000005497,
0,,Spine,0,1,1,100000004,610000005500,
0,,Spine,2,2,1,100000005,610000005502,
0,,Spine,0,1,1,100000003,610000005507,
0,,Spine,0,1,1,100000004,610000005510,
0,,Spine,0,1,1,100000004,610000005513,
0,,Spine,0,1,1,100000003,610000005515,
0,,Spine,0,1,1,100000003,610000005517,
0,,Spine,0,1,1,100000003,610000005519,
0,,Spine,4,2,1,100000005,610000005521,
0,,Spine,0,1,1,100000003,610000005523,
0,,Spine,6,4,1,100000003,610000005526,
0,,Spine,0,1,1,100000003,610000005532,
0,,Spine,0,1,1,100000003,610000005541,
0,,Spine,3,3,1,100000003,610000005544,
0,,Spine,0,1,1,100000003,610000005551,
0,,Spine,0,1,1,100000003,610000005555,
0,,Spine,0,1,1,100000003,610000005573,
0,,Spine,4,4,1,100000003,610000005580,
0,,Spine,0,1,1,100000003,610000005586,
0,,Spine,0,1,1,100000003,610000005587,
0,,Spine,3,1,1,100000003,610000005590,
0,,Spine,4,4,1,100000003,610000005591,
0,,Spine,3,3,1,100000003,610000005592,
0,,Spine,10,2,1,100000004,610000005613,
0,,Spine,10,3,1,100000004,610000005614,
0,,Spine,8,3,1,100000004,610000005615,
0,,Spine,4,2,1,100000004,610000005616,
0,,Spine,2,1,1,100000004,610000005617,
0,,Spine,3,2,1,100000004,610000005618,
0,,Spine,3,2,1,100000004,610000005619,
0,,Spine,3,2,1,100000004,610000005620,
0,,Spine,1,2,1,100000004,610000005621,
0,,Spine,10,7,1,100000005,610000005627,
0,,Spine,9,5,1,100000005,610000005628,
0,,Spine,6,4,1,100000005,610000005629,
0,,Spine,4,3,1,100000005,610000005630,
0,,Spine,4,3,1,100000005,610000005631,
0,,Spine,4,3,1,100000005,610000005632,
0,,Spine,4,3,1,100000005,610000005633,
0,,Spine,3,3,1,100000005,610000005634,
0,,Spine,3,3,1,100000005,610000005635,
0,,Spine,13,6,1,100000005,610000005636,
0,,Spine,9,4,1,100000005,610000005637,
0,,Spine,11,6,1,100000005,610000005638,
0,,Spine,8,5,1,100000005,610000005639,
0,,Spine,7,4,1,100000005,610000005640,
0,,Spine,4,2,1,100000005,610000005641,
0,,Spine,1,2,1,100000005,610000005642,
0,,Spine,1,2,1,100000005,610000005643,
0,,Spine,2,2,1,100000005,610000005644,
0,,Spine,2,2,1,100000005,610000005645,
0,,Spine,2,2,1,100000005,610000005646,
0,,Spine,2,2,1,100000005,610000005647,
0,,Spine,3,1,1,100000005,610000005648,
