
Segment Center Intensity Sum Ch=3 Img=1
 ==================== 
Segment Center Intensity Sum,Unit,Category,Channel,Depth,Image,Level,Time,FilamentID,ID,
816,,Segment,3,4,Image 1,4,1,100000003,510000002875,
1967,,Segment,3,3,Image 1,3,1,100000003,510000002910,
2061,,Segment,3,2,Image 1,2,1,100000003,510000002938,
2827,,Segment,3,1,Image 1,2,1,100000003,510000002969,
3050,,Segment,3,0,Image 1,1,1,100000003,510000003036,
3709,,Segment,3,6,Image 1,4,1,100000003,510000003101,
699,,Segment,3,5,Image 1,3,1,100000003,510000003108,
395,,Segment,3,4,Image 1,3,1,100000003,510000003112,
156,,Segment,3,5,Image 1,4,1,100000003,510000003116,
296,,Segment,3,6,Image 1,3,1,100000003,510000003119,
116,,Segment,3,3,Image 1,2,1,100000003,510000003122,
261,,Segment,3,2,Image 1,3,1,100000003,510000003129,
899,,Segment,3,1,Image 1,1,1,100000003,510000003135,
197,,Segment,3,12,Image 1,7,1,100000005,510000003144,
199,,Segment,3,11,Image 1,6,1,100000005,510000003152,
311,,Segment,3,10,Image 1,6,1,100000005,510000003164,
96,,Segment,3,8,Image 1,5,1,100000005,510000003168,
1585,,Segment,3,7,Image 1,4,1,100000005,510000003203,
1701,,Segment,3,6,Image 1,4,1,100000005,510000003237,
644,,Segment,3,5,Image 1,4,1,100000005,510000003273,
2202,,Segment,3,4,Image 1,3,1,100000005,510000003314,
841,,Segment,3,3,Image 1,3,1,100000005,510000003327,
277,,Segment,3,2,Image 1,2,1,100000005,510000003331,
626,,Segment,3,1,Image 1,2,1,100000005,510000003340,
515,,Segment,3,0,Image 1,1,1,100000005,510000003354,
281,,Segment,3,10,Image 1,6,1,100000005,510000003375,
262,,Segment,3,9,Image 1,5,1,100000005,510000003383,
488,,Segment,3,8,Image 1,4,1,100000005,510000003396,
194,,Segment,3,12,Image 1,6,1,100000005,510000003400,
1938,,Segment,3,9,Image 1,5,1,100000005,510000003446,
260,,Segment,3,11,Image 1,7,1,100000005,510000003454,
136,,Segment,3,10,Image 1,5,1,100000005,510000003459,
198,,Segment,3,9,Image 1,4,1,100000005,510000003461,
80,,Segment,3,10,Image 1,7,1,100000005,510000003464,
470,,Segment,3,7,Image 1,5,1,100000005,510000003477,
645,,Segment,3,6,Image 1,5,1,100000005,510000003489,
1456,,Segment,3,15,Image 1,6,1,100000005,510000003528,
262,,Segment,3,14,Image 1,5,1,100000005,510000003531,
346,,Segment,3,13,Image 1,5,1,100000005,510000003544,
440,,Segment,3,12,Image 1,5,1,100000005,510000003553,
1186,,Segment,3,11,Image 1,5,1,100000005,510000003574,
575,,Segment,3,10,Image 1,5,1,100000005,510000003582,
651,,Segment,3,9,Image 1,4,1,100000005,510000003592,
326,,Segment,3,8,Image 1,4,1,100000005,510000003601,
471,,Segment,3,7,Image 1,4,1,100000005,510000003624,
74,,Segment,3,6,Image 1,3,1,100000005,510000003626,
324,,Segment,3,5,Image 1,3,1,100000005,510000003635,
753,,Segment,3,4,Image 1,2,1,100000005,510000003649,
343,,Segment,3,15,Image 1,6,1,100000005,510000003659,
281,,Segment,3,11,Image 1,6,1,100000005,510000003669,
1367,,Segment,3,10,Image 1,5,1,100000005,510000003701,
797,,Segment,3,9,Image 1,5,1,100000005,510000003715,
135,,Segment,3,15,Image 1,5,1,100000005,510000003718,
474,,Segment,3,14,Image 1,6,1,100000005,510000003725,
162,,Segment,3,13,Image 1,7,1,100000005,510000003730,
864,,Segment,3,12,Image 1,6,1,100000005,510000003746,
162,,Segment,3,11,Image 1,5,1,100000005,510000003750,
807,,Segment,3,13,Image 1,6,1,100000005,510000003766,
900,,Segment,3,12,Image 1,7,1,100000005,510000003783,
116,,Segment,3,11,Image 1,7,1,100000005,510000003787,
330,,Segment,3,10,Image 1,6,1,100000005,510000003792,
141,,Segment,3,11,Image 1,6,1,100000005,510000003795,
116,,Segment,3,11,Image 1,6,1,100000005,510000003798,
408,,Segment,3,10,Image 1,4,1,100000005,510000003803,
79,,Segment,3,8,Image 1,5,1,100000005,510000003809,
168,,Segment,3,5,Image 1,3,1,100000005,510000003813,
189,,Segment,3,7,Image 1,3,1,100000005,510000003819,
194,,Segment,3,4,Image 1,4,1,100000005,510000003825,
187,,Segment,3,3,Image 1,3,1,100000005,510000003829,
657,,Segment,3,2,Image 1,2,1,100000005,510000003842,
1051,,Segment,3,1,Image 1,1,1,100000005,510000003858,
135,,Segment,3,3,Image 1,2,1,100000005,510000003862,
180,,Segment,3,6,Image 1,3,1,100000005,510000003865,
306,,Segment,3,5,Image 1,2,1,100000005,510000003871,
103,,Segment,3,6,Image 1,4,1,100000005,510000003874,
164,,Segment,3,6,Image 1,2,1,100000005,510000003877,
222,,Segment,3,5,Image 1,1,1,100000005,510000003881,
296,,Segment,3,3,Image 1,1,1,100000005,510000003887,
189,,Segment,3,5,Image 1,2,1,100000005,510000003892,
228,,Segment,3,4,Image 1,2,1,100000005,510000003897,
272,,Segment,3,4,Image 1,3,1,100000005,510000003904,
184,,Segment,3,3,Image 1,2,1,100000005,510000003908,
768,,Segment,3,4,Image 1,4,1,100000005,510000003917,
153,,Segment,3,3,Image 1,4,1,100000005,510000003920,
209,,Segment,3,2,Image 1,3,1,100000005,510000003923,
179,,Segment,3,3,Image 1,3,1,100000005,510000003927,
