
Spine Terminal Pt Position Y
 ==================== 
Spine Terminal Pt Position Y,Unit,Category,Collection,Depth,Level,Time,FilamentID,ID,
21629.2,µm,Spine,Spine Terminal Pt Position,4,4,1,100000003,610000005214,
21604.7,µm,Spine,Spine Terminal Pt Position,2,1,1,100000004,610000005219,
21630.2,µm,Spine,Spine Terminal Pt Position,0,1,1,100000003,610000005242,
21630.4,µm,Spine,Spine Terminal Pt Position,0,1,1,100000003,610000005264,
21630.2,µm,Spine,Spine Terminal Pt Position,0,1,1,100000003,610000005286,
21630.4,µm,Spine,Spine Terminal Pt Position,0,1,1,100000003,610000005307,
21628.8,µm,Spine,Spine Terminal Pt Position,4,4,1,100000003,610000005312,
21602.3,µm,Spine,Spine Terminal Pt Position,2,2,1,100000004,610000005319,
21630.5,µm,Spine,Spine Terminal Pt Position,0,1,1,100000003,610000005334,
21630.5,µm,Spine,Spine Terminal Pt Position,0,1,1,100000003,610000005345,
21617.2,µm,Spine,Spine Terminal Pt Position,2,1,1,100000005,610000005349,
21611.6,µm,Spine,Spine Terminal Pt Position,12,7,1,100000005,610000005352,
21599.4,µm,Spine,Spine Terminal Pt Position,10,3,1,100000004,610000005354,
21611.7,µm,Spine,Spine Terminal Pt Position,12,7,1,100000005,610000005357,
21602.9,µm,Spine,Spine Terminal Pt Position,2,2,1,100000004,610000005360,
21617.1,µm,Spine,Spine Terminal Pt Position,2,2,1,100000005,610000005363,
21629.6,µm,Spine,Spine Terminal Pt Position,6,3,1,100000003,610000005366,
21617.5,µm,Spine,Spine Terminal Pt Position,2,2,1,100000005,610000005369,
21616.9,µm,Spine,Spine Terminal Pt Position,1,1,1,100000005,610000005374,
21617.2,µm,Spine,Spine Terminal Pt Position,1,1,1,100000005,610000005377,
21630.5,µm,Spine,Spine Terminal Pt Position,2,2,1,100000003,610000005380,
21611.8,µm,Spine,Spine Terminal Pt Position,12,7,1,100000005,610000005382,
21617.5,µm,Spine,Spine Terminal Pt Position,2,2,1,100000005,610000005385,
21615.3,µm,Spine,Spine Terminal Pt Position,4,2,1,100000005,610000005387,
21617.3,µm,Spine,Spine Terminal Pt Position,2,2,1,100000005,610000005389,
21614.7,µm,Spine,Spine Terminal Pt Position,10,4,1,100000005,610000005393,
21614.5,µm,Spine,Spine Terminal Pt Position,9,5,1,100000005,610000005396,
21617.5,µm,Spine,Spine Terminal Pt Position,2,2,1,100000005,610000005399,
21629.9,µm,Spine,Spine Terminal Pt Position,6,3,1,100000003,610000005402,
21616.1,µm,Spine,Spine Terminal Pt Position,5,1,1,100000005,610000005405,
21616.2,µm,Spine,Spine Terminal Pt Position,5,1,1,100000005,610000005407,
21616.3,µm,Spine,Spine Terminal Pt Position,5,1,1,100000005,610000005409,
21630.9,µm,Spine,Spine Terminal Pt Position,0,1,1,100000003,610000005414,
21597.5,µm,Spine,Spine Terminal Pt Position,8,3,1,100000004,610000005416,
21616.6,µm,Spine,Spine Terminal Pt Position,3,1,1,100000005,610000005418,
21616.8,µm,Spine,Spine Terminal Pt Position,3,1,1,100000005,610000005424,
21632.5,µm,Spine,Spine Terminal Pt Position,1,1,1,100000003,610000005427,
21617.2,µm,Spine,Spine Terminal Pt Position,1,1,1,100000005,610000005429,
21615.4,µm,Spine,Spine Terminal Pt Position,5,2,1,100000005,610000005431,
21602.9,µm,Spine,Spine Terminal Pt Position,0,1,1,100000004,610000005450,
21629.7,µm,Spine,Spine Terminal Pt Position,0,1,1,100000003,610000005452,
21633.4,µm,Spine,Spine Terminal Pt Position,,,1,,610000005455,
21630.1,µm,Spine,Spine Terminal Pt Position,3,3,1,100000003,610000005466,
21604.7,µm,Spine,Spine Terminal Pt Position,1,2,1,100000004,610000005469,
21617.3,µm,Spine,Spine Terminal Pt Position,1,1,1,100000005,610000005471,
21632.2,µm,Spine,Spine Terminal Pt Position,1,2,1,100000003,610000005476,
21615.3,µm,Spine,Spine Terminal Pt Position,2,2,1,100000005,610000005489,
21630,µm,Spine,Spine Terminal Pt Position,3,3,1,100000003,610000005491,
21634.7,µm,Spine,Spine Terminal Pt Position,0,1,1,100000003,610000005493,
21630.2,µm,Spine,Spine Terminal Pt Position,,,1,,610000005496,
21600.6,µm,Spine,Spine Terminal Pt Position,,,1,,610000005499,
21617.3,µm,Spine,Spine Terminal Pt Position,2,2,1,100000005,610000005502,
21615.2,µm,Spine,Spine Terminal Pt Position,4,2,1,100000005,610000005521,
21629.8,µm,Spine,Spine Terminal Pt Position,6,4,1,100000003,610000005526,
21630.2,µm,Spine,Spine Terminal Pt Position,3,3,1,100000003,610000005544,
21613.6,µm,Spine,Spine Terminal Pt Position,10,7,1,100000005,610000005627,
21615.4,µm,Spine,Spine Terminal Pt Position,9,5,1,100000005,610000005628,
21614.5,µm,Spine,Spine Terminal Pt Position,6,4,1,100000005,610000005629,
21614,µm,Spine,Spine Terminal Pt Position,4,3,1,100000005,610000005630,
