
Segment Spine Density
 ==================== 
Segment Spine Density,Unit,Category,Depth,Level,Time,FilamentID,ID,
31.1247,1/10µm,Segment,4,4,1,100000003,510000002875,
10.4085,1/10µm,Segment,3,3,1,100000003,510000002910,
4.18755,1/10µm,Segment,2,2,1,100000003,510000002938,
4.02576,1/10µm,Segment,1,2,1,100000003,510000002969,
0,1/10µm,Segment,0,1,1,100000003,510000003036,
2.44303,1/10µm,Segment,6,4,1,100000003,510000003101,
0,1/10µm,Segment,5,3,1,100000003,510000003108,
0,1/10µm,Segment,4,3,1,100000003,510000003112,
0,1/10µm,Segment,5,4,1,100000003,510000003116,
37.5186,1/10µm,Segment,6,3,1,100000003,510000003119,
0,1/10µm,Segment,3,2,1,100000003,510000003122,
0,1/10µm,Segment,2,3,1,100000003,510000003129,
15.9523,1/10µm,Segment,1,1,1,100000003,510000003135,
0,1/10µm,Segment,12,7,1,100000005,510000003144,
0,1/10µm,Segment,11,6,1,100000005,510000003152,
0,1/10µm,Segment,10,6,1,100000005,510000003164,
0,1/10µm,Segment,8,5,1,100000005,510000003168,
0,1/10µm,Segment,7,4,1,100000005,510000003203,
3.50018,1/10µm,Segment,6,4,1,100000005,510000003237,
0,1/10µm,Segment,5,4,1,100000005,510000003273,
10.5809,1/10µm,Segment,4,3,1,100000005,510000003314,
15.1749,1/10µm,Segment,3,3,1,100000005,510000003327,
0,1/10µm,Segment,2,2,1,100000005,510000003331,
34.2465,1/10µm,Segment,1,2,1,100000005,510000003340,
0,1/10µm,Segment,0,1,1,100000005,510000003354,
0,1/10µm,Segment,10,6,1,100000005,510000003375,
11.9751,1/10µm,Segment,9,5,1,100000005,510000003383,
0,1/10µm,Segment,8,4,1,100000005,510000003396,
0,1/10µm,Segment,12,6,1,100000005,510000003400,
2.23477,1/10µm,Segment,9,5,1,100000005,510000003446,
0,1/10µm,Segment,11,7,1,100000005,510000003454,
0,1/10µm,Segment,10,5,1,100000005,510000003459,
0,1/10µm,Segment,9,4,1,100000005,510000003461,
17.5067,1/10µm,Segment,10,7,1,100000005,510000003464,
0,1/10µm,Segment,7,5,1,100000005,510000003477,
0,1/10µm,Segment,6,5,1,100000005,510000003489,
0,1/10µm,Segment,15,6,1,100000005,510000003528,
0,1/10µm,Segment,14,5,1,100000005,510000003531,
0,1/10µm,Segment,13,5,1,100000005,510000003544,
0,1/10µm,Segment,12,5,1,100000005,510000003553,
0,1/10µm,Segment,11,5,1,100000005,510000003574,
0,1/10µm,Segment,10,5,1,100000005,510000003582,
8.53192,1/10µm,Segment,9,4,1,100000005,510000003592,
0,1/10µm,Segment,8,4,1,100000005,510000003601,
