
Spine Orientation Angle
 ==================== 
Spine Orientation Angle,Unit,Category,Depth,Level,Time,FilamentID,ID,
-105.486,°,Spine,0,1,1,100000003,610000005519,
103.979,°,Spine,4,2,1,100000005,610000005521,
163.958,°,Spine,0,1,1,100000003,610000005523,
5.96667,°,Spine,6,4,1,100000003,610000005526,
-13.2991,°,Spine,0,1,1,100000003,610000005532,
23.218,°,Spine,0,1,1,100000003,610000005541,
-176.128,°,Spine,3,3,1,100000003,610000005544,
-56.0224,°,Spine,0,1,1,100000003,610000005551,
-20.1077,°,Spine,0,1,1,100000003,610000005555,
114.451,°,Spine,0,1,1,100000003,610000005573,
-140.74,°,Spine,4,4,1,100000003,610000005580,
63.7367,°,Spine,0,1,1,100000003,610000005586,
68.7494,°,Spine,0,1,1,100000003,610000005587,
-119.46,°,Spine,3,1,1,100000003,610000005590,
-105.579,°,Spine,4,4,1,100000003,610000005591,
-11.1643,°,Spine,3,3,1,100000003,610000005592,
-41.2543,°,Spine,10,2,1,100000004,610000005613,
-115.266,°,Spine,10,3,1,100000004,610000005614,
111.819,°,Spine,8,3,1,100000004,610000005615,
179.599,°,Spine,4,2,1,100000004,610000005616,
-15.1132,°,Spine,2,1,1,100000004,610000005617,
-47.5349,°,Spine,3,2,1,100000004,610000005618,
-36.4303,°,Spine,3,2,1,100000004,610000005619,
53.4899,°,Spine,3,2,1,100000004,610000005620,
137.864,°,Spine,1,2,1,100000004,610000005621,
-140.7,°,Spine,10,7,1,100000005,610000005627,
10.2782,°,Spine,9,5,1,100000005,610000005628,
134.985,°,Spine,6,4,1,100000005,610000005629,
69.6596,°,Spine,4,3,1,100000005,610000005630,
52.4285,°,Spine,4,3,1,100000005,610000005631,
132.75,°,Spine,4,3,1,100000005,610000005632,
93.1946,°,Spine,4,3,1,100000005,610000005633,
-166.917,°,Spine,3,3,1,100000005,610000005634,
28.5117,°,Spine,3,3,1,100000005,610000005635,
-168.461,°,Spine,13,6,1,100000005,610000005636,
79.771,°,Spine,9,4,1,100000005,610000005637,
-21.5454,°,Spine,11,6,1,100000005,610000005638,
-85.9983,°,Spine,8,5,1,100000005,610000005639,
86.1559,°,Spine,7,4,1,100000005,610000005640,
-109.99,°,Spine,4,2,1,100000005,610000005641,
20.7551,°,Spine,1,2,1,100000005,610000005642,
-174.71,°,Spine,1,2,1,100000005,610000005643,
-18.3495,°,Spine,2,2,1,100000005,610000005644,
-168.184,°,Spine,2,2,1,100000005,610000005645,
-171.703,°,Spine,2,2,1,100000005,610000005646,
43.7234,°,Spine,2,2,1,100000005,610000005647,
-26.7744,°,Spine,3,1,1,100000005,610000005648,
