
Spine Orientation Angle
 ==================== 
Spine Orientation Angle,Unit,Category,Depth,Level,Time,FilamentID,ID,
-177.669,°,Spine,4,4,1,100000003,610000005214,
142.435,°,Spine,2,1,1,100000004,610000005219,
-152.597,°,Spine,0,1,1,100000003,610000005242,
-155.727,°,Spine,0,1,1,100000003,610000005264,
-150.798,°,Spine,0,1,1,100000003,610000005286,
-155.117,°,Spine,0,1,1,100000003,610000005307,
-140.641,°,Spine,4,4,1,100000003,610000005312,
76.3411,°,Spine,2,2,1,100000004,610000005319,
-148.314,°,Spine,0,1,1,100000003,610000005334,
-144.059,°,Spine,0,1,1,100000003,610000005345,
-19.3139,°,Spine,2,1,1,100000005,610000005349,
-91.1999,°,Spine,12,7,1,100000005,610000005352,
0,°,Spine,10,3,1,100000004,610000005354,
-63.1553,°,Spine,12,7,1,100000005,610000005357,
-73.4416,°,Spine,2,2,1,100000004,610000005360,
-18.3495,°,Spine,2,2,1,100000005,610000005363,
-145.818,°,Spine,6,3,1,100000003,610000005366,
11.2242,°,Spine,2,2,1,100000005,610000005369,
15.372,°,Spine,1,1,1,100000005,610000005374,
38.6121,°,Spine,1,1,1,100000005,610000005377,
106.069,°,Spine,2,2,1,100000003,610000005380,
-105.442,°,Spine,12,7,1,100000005,610000005382,
108.439,°,Spine,2,2,1,100000005,610000005385,
93.3176,°,Spine,4,2,1,100000005,610000005387,
123.662,°,Spine,2,2,1,100000005,610000005389,
85.3377,°,Spine,10,4,1,100000005,610000005393,
-13.0693,°,Spine,9,5,1,100000005,610000005396,
22.8182,°,Spine,2,2,1,100000005,610000005399,
-176.443,°,Spine,6,3,1,100000003,610000005402,
-21.1871,°,Spine,5,1,1,100000005,610000005405,
-23.8661,°,Spine,5,1,1,100000005,610000005407,
16.5453,°,Spine,5,1,1,100000005,610000005409,
-155.703,°,Spine,0,1,1,100000003,610000005414,
25.7337,°,Spine,8,3,1,100000004,610000005416,
-31.0824,°,Spine,3,1,1,100000005,610000005418,
-106.257,°,Spine,0,1,1,100000004,610000005422,
-9.53579,°,Spine,3,1,1,100000005,610000005424,
157.047,°,Spine,1,1,1,100000003,610000005427,
34.2874,°,Spine,1,1,1,100000005,610000005429,
-129.474,°,Spine,5,2,1,100000005,610000005431,
-129.732,°,Spine,0,1,1,100000004,610000005433,
145.472,°,Spine,0,1,1,100000003,610000005439,
-45.9313,°,Spine,0,1,1,100000004,610000005444,
120.207,°,Spine,0,1,1,100000004,610000005450,
-24.4197,°,Spine,0,1,1,100000003,610000005452,
-99.6065,°,Spine,0,1,1,100000003,610000005456,
-170.268,°,Spine,3,3,1,100000003,610000005466,
14.7442,°,Spine,1,2,1,100000004,610000005469,
115.978,°,Spine,1,1,1,100000005,610000005471,
51.3824,°,Spine,0,1,1,100000003,610000005474,
128.205,°,Spine,1,2,1,100000003,610000005476,
57.4461,°,Spine,0,1,1,100000003,610000005479,
-172.973,°,Spine,0,1,1,100000003,610000005481,
-122.593,°,Spine,0,1,1,100000003,610000005483,
82.0086,°,Spine,0,1,1,100000003,610000005486,
-19.6624,°,Spine,2,2,1,100000005,610000005489,
12.0801,°,Spine,3,3,1,100000003,610000005491,
-119.619,°,Spine,0,1,1,100000003,610000005493,
40.588,°,Spine,0,1,1,100000003,610000005497,
156.178,°,Spine,0,1,1,100000004,610000005500,
-164.182,°,Spine,2,2,1,100000005,610000005502,
3.20797,°,Spine,0,1,1,100000003,610000005507,
164.062,°,Spine,0,1,1,100000004,610000005510,
-57.8043,°,Spine,0,1,1,100000004,610000005513,
-158.762,°,Spine,0,1,1,100000003,610000005515,
-23.0013,°,Spine,0,1,1,100000003,610000005517,
