
Spine Center Intensity Mean Ch=5 Img=1
 ==================== 
Spine Center Intensity Mean,Unit,Category,Channel,Depth,Image,Level,Time,FilamentID,ID,
18.6,,Spine,5,4,Image 1,4,1,100000003,610000005214,
25.5,,Spine,5,2,Image 1,1,1,100000004,610000005219,
75.7917,,Spine,5,0,Image 1,1,1,100000003,610000005242,
77.6522,,Spine,5,0,Image 1,1,1,100000003,610000005264,
75.1304,,Spine,5,0,Image 1,1,1,100000003,610000005286,
72.5455,,Spine,5,0,Image 1,1,1,100000003,610000005307,
24.5,,Spine,5,4,Image 1,4,1,100000003,610000005312,
25.625,,Spine,5,2,Image 1,2,1,100000004,610000005319,
68.6875,,Spine,5,0,Image 1,1,1,100000003,610000005334,
71.8333,,Spine,5,0,Image 1,1,1,100000003,610000005345,
43.8,,Spine,5,2,Image 1,1,1,100000005,610000005349,
47.75,,Spine,5,12,Image 1,7,1,100000005,610000005352,
27.3333,,Spine,5,10,Image 1,3,1,100000004,610000005354,
18,,Spine,5,12,Image 1,7,1,100000005,610000005357,
44.5,,Spine,5,2,Image 1,2,1,100000004,610000005360,
24.5,,Spine,5,2,Image 1,2,1,100000005,610000005363,
60.25,,Spine,5,6,Image 1,3,1,100000003,610000005366,
39.5,,Spine,5,2,Image 1,2,1,100000005,610000005369,
53.6667,,Spine,5,1,Image 1,1,1,100000005,610000005374,
25.75,,Spine,5,1,Image 1,1,1,100000005,610000005377,
38.25,,Spine,5,2,Image 1,2,1,100000003,610000005380,
29.6667,,Spine,5,12,Image 1,7,1,100000005,610000005382,
37.5,,Spine,5,2,Image 1,2,1,100000005,610000005385,
28.6667,,Spine,5,4,Image 1,2,1,100000005,610000005387,
20.3333,,Spine,5,2,Image 1,2,1,100000005,610000005389,
46.5,,Spine,5,10,Image 1,4,1,100000005,610000005393,
56,,Spine,5,9,Image 1,5,1,100000005,610000005396,
40,,Spine,5,2,Image 1,2,1,100000005,610000005399,
56,,Spine,5,6,Image 1,3,1,100000003,610000005402,
46.75,,Spine,5,5,Image 1,1,1,100000005,610000005405,
40.3333,,Spine,5,5,Image 1,1,1,100000005,610000005407,
50.3333,,Spine,5,5,Image 1,1,1,100000005,610000005409,
90.8333,,Spine,5,0,Image 1,1,1,100000003,610000005414,
29.6667,,Spine,5,8,Image 1,3,1,100000004,610000005416,
57.3333,,Spine,5,3,Image 1,1,1,100000005,610000005418,
61.5,,Spine,5,0,Image 1,1,1,100000004,610000005422,
58.3333,,Spine,5,3,Image 1,1,1,100000005,610000005424,
58.3333,,Spine,5,1,Image 1,1,1,100000003,610000005427,
46.3333,,Spine,5,1,Image 1,1,1,100000005,610000005429,
43,,Spine,5,5,Image 1,2,1,100000005,610000005431,
66.5,,Spine,5,0,Image 1,1,1,100000004,610000005433,
86.25,,Spine,5,0,Image 1,1,1,100000003,610000005439,
72.6667,,Spine,5,0,Image 1,1,1,100000004,610000005444,
59,,Spine,5,0,Image 1,1,1,100000004,610000005450,
35,,Spine,5,0,Image 1,1,1,100000003,610000005452,
37,,Spine,5,0,Image 1,1,1,100000003,610000005456,
80.1667,,Spine,5,3,Image 1,3,1,100000003,610000005466,
56,,Spine,5,1,Image 1,2,1,100000004,610000005469,
95.6667,,Spine,5,1,Image 1,1,1,100000005,610000005471,
