
Segment Intensity Mean Ch=2 Img=1
 ==================== 
Segment Intensity Mean,Unit,Category,Channel,Depth,Image,Level,Time,FilamentID,ID,
36.1053,,Segment,2,4,Image 1,4,1,100000003,510000002875,
45.3045,,Segment,2,3,Image 1,3,1,100000003,510000002910,
48.5073,,Segment,2,2,Image 1,2,1,100000003,510000002938,
64.6394,,Segment,2,1,Image 1,2,1,100000003,510000002969,
56.4005,,Segment,2,0,Image 1,1,1,100000003,510000003036,
47.4525,,Segment,2,6,Image 1,4,1,100000003,510000003101,
71.2667,,Segment,2,5,Image 1,3,1,100000003,510000003108,
49.8033,,Segment,2,4,Image 1,3,1,100000003,510000003112,
33.142,,Segment,2,5,Image 1,4,1,100000003,510000003116,
56.8163,,Segment,2,6,Image 1,3,1,100000003,510000003119,
23.2321,,Segment,2,3,Image 1,2,1,100000003,510000003122,
41.6549,,Segment,2,2,Image 1,3,1,100000003,510000003129,
82.0315,,Segment,2,1,Image 1,1,1,100000003,510000003135,
18.4921,,Segment,2,12,Image 1,7,1,100000005,510000003144,
22.0233,,Segment,2,11,Image 1,6,1,100000005,510000003152,
19.4124,,Segment,2,10,Image 1,6,1,100000005,510000003164,
22.6694,,Segment,2,8,Image 1,5,1,100000005,510000003168,
31.1964,,Segment,2,7,Image 1,4,1,100000005,510000003203,
37.4622,,Segment,2,6,Image 1,4,1,100000005,510000003237,
27.6413,,Segment,2,5,Image 1,4,1,100000005,510000003273,
46.9635,,Segment,2,4,Image 1,3,1,100000005,510000003314,
48.3667,,Segment,2,3,Image 1,3,1,100000005,510000003327,
45.7134,,Segment,2,2,Image 1,2,1,100000005,510000003331,
55.5224,,Segment,2,1,Image 1,2,1,100000005,510000003340,
24.2794,,Segment,2,0,Image 1,1,1,100000005,510000003354,
23.4691,,Segment,2,10,Image 1,6,1,100000005,510000003375,
31.0419,,Segment,2,9,Image 1,5,1,100000005,510000003383,
24.7952,,Segment,2,8,Image 1,4,1,100000005,510000003396,
22.8158,,Segment,2,12,Image 1,6,1,100000005,510000003400,
33.6164,,Segment,2,9,Image 1,5,1,100000005,510000003446,
25.4986,,Segment,2,11,Image 1,7,1,100000005,510000003454,
28.759,,Segment,2,10,Image 1,5,1,100000005,510000003459,
47.0304,,Segment,2,9,Image 1,4,1,100000005,510000003461,
18.5108,,Segment,2,10,Image 1,7,1,100000005,510000003464,
28.6085,,Segment,2,7,Image 1,5,1,100000005,510000003477,
41.8192,,Segment,2,6,Image 1,5,1,100000005,510000003489,
40.582,,Segment,2,15,Image 1,6,1,100000005,510000003528,
45.1095,,Segment,2,14,Image 1,5,1,100000005,510000003531,
28.5205,,Segment,2,13,Image 1,5,1,100000005,510000003544,
33.3208,,Segment,2,12,Image 1,5,1,100000005,510000003553,
34.496,,Segment,2,11,Image 1,5,1,100000005,510000003574,
42.966,,Segment,2,10,Image 1,5,1,100000005,510000003582,
54.6591,,Segment,2,9,Image 1,4,1,100000005,510000003592,
46.5841,,Segment,2,8,Image 1,4,1,100000005,510000003601,
27.7446,,Segment,2,7,Image 1,4,1,100000005,510000003624,
27.7158,,Segment,2,6,Image 1,3,1,100000005,510000003626,
28.3589,,Segment,2,5,Image 1,3,1,100000005,510000003635,
53.1938,,Segment,2,4,Image 1,2,1,100000005,510000003649,
35.0604,,Segment,2,15,Image 1,6,1,100000005,510000003659,
31.869,,Segment,2,11,Image 1,6,1,100000005,510000003669,
33.8763,,Segment,2,10,Image 1,5,1,100000005,510000003701,
46.4682,,Segment,2,9,Image 1,5,1,100000005,510000003715,
36.0488,,Segment,2,15,Image 1,5,1,100000005,510000003718,
43.8276,,Segment,2,14,Image 1,6,1,100000005,510000003725,
23.4921,,Segment,2,13,Image 1,7,1,100000005,510000003730,
34.0776,,Segment,2,12,Image 1,6,1,100000005,510000003746,
30.2704,,Segment,2,11,Image 1,5,1,100000005,510000003750,
31.5019,,Segment,2,13,Image 1,6,1,100000005,510000003766,
41.7417,,Segment,2,12,Image 1,7,1,100000005,510000003783,
36.0448,,Segment,2,11,Image 1,7,1,100000005,510000003787,
47.7717,,Segment,2,10,Image 1,6,1,100000005,510000003792,
21.0129,,Segment,2,11,Image 1,6,1,100000005,510000003795,
35.0962,,Segment,2,11,Image 1,6,1,100000005,510000003798,
40.558,,Segment,2,10,Image 1,4,1,100000005,510000003803,
18.7358,,Segment,2,8,Image 1,5,1,100000005,510000003809,
33.9366,,Segment,2,5,Image 1,3,1,100000005,510000003813,
27.1864,,Segment,2,7,Image 1,3,1,100000005,510000003819,
25.0584,,Segment,2,4,Image 1,4,1,100000005,510000003825,
37.3,,Segment,2,3,Image 1,3,1,100000005,510000003829,
41.6,,Segment,2,2,Image 1,2,1,100000005,510000003842,
44.3677,,Segment,2,1,Image 1,1,1,100000005,510000003858,
26.9623,,Segment,2,3,Image 1,2,1,100000005,510000003862,
31.1759,,Segment,2,6,Image 1,3,1,100000005,510000003865,
36.9445,,Segment,2,5,Image 1,2,1,100000005,510000003871,
27.222,,Segment,2,6,Image 1,4,1,100000005,510000003874,
29.7979,,Segment,2,6,Image 1,2,1,100000005,510000003877,
46.1286,,Segment,2,5,Image 1,1,1,100000005,510000003881,
36.9317,,Segment,2,3,Image 1,1,1,100000005,510000003887,
40.5614,,Segment,2,5,Image 1,2,1,100000005,510000003892,
35.8499,,Segment,2,4,Image 1,2,1,100000005,510000003897,
