
Spine Center Number of Voxel Ch=2 Img=1
 ==================== 
Spine Center Number of Voxel,Unit,Category,Channel,Depth,Image,Level,Time,FilamentID,ID,
10,,Spine,2,4,Image 1,4,1,100000003,610000005214,
6,,Spine,2,2,Image 1,1,1,100000004,610000005219,
24,,Spine,2,0,Image 1,1,1,100000003,610000005242,
23,,Spine,2,0,Image 1,1,1,100000003,610000005264,
23,,Spine,2,0,Image 1,1,1,100000003,610000005286,
22,,Spine,2,0,Image 1,1,1,100000003,610000005307,
6,,Spine,2,4,Image 1,4,1,100000003,610000005312,
8,,Spine,2,2,Image 1,2,1,100000004,610000005319,
16,,Spine,2,0,Image 1,1,1,100000003,610000005334,
12,,Spine,2,0,Image 1,1,1,100000003,610000005345,
5,,Spine,2,2,Image 1,1,1,100000005,610000005349,
4,,Spine,2,12,Image 1,7,1,100000005,610000005352,
3,,Spine,2,10,Image 1,3,1,100000004,610000005354,
4,,Spine,2,12,Image 1,7,1,100000005,610000005357,
4,,Spine,2,2,Image 1,2,1,100000004,610000005360,
4,,Spine,2,2,Image 1,2,1,100000005,610000005363,
4,,Spine,2,6,Image 1,3,1,100000003,610000005366,
4,,Spine,2,2,Image 1,2,1,100000005,610000005369,
6,,Spine,2,1,Image 1,1,1,100000005,610000005374,
4,,Spine,2,1,Image 1,1,1,100000005,610000005377,
4,,Spine,2,2,Image 1,2,1,100000003,610000005380,
3,,Spine,2,12,Image 1,7,1,100000005,610000005382,
4,,Spine,2,2,Image 1,2,1,100000005,610000005385,
3,,Spine,2,4,Image 1,2,1,100000005,610000005387,
3,,Spine,2,2,Image 1,2,1,100000005,610000005389,
4,,Spine,2,10,Image 1,4,1,100000005,610000005393,
4,,Spine,2,9,Image 1,5,1,100000005,610000005396,
4,,Spine,2,2,Image 1,2,1,100000005,610000005399,
4,,Spine,2,6,Image 1,3,1,100000003,610000005402,
4,,Spine,2,5,Image 1,1,1,100000005,610000005405,
3,,Spine,2,5,Image 1,1,1,100000005,610000005407,
3,,Spine,2,5,Image 1,1,1,100000005,610000005409,
6,,Spine,2,0,Image 1,1,1,100000003,610000005414,
3,,Spine,2,8,Image 1,3,1,100000004,610000005416,
3,,Spine,2,3,Image 1,1,1,100000005,610000005418,
2,,Spine,2,0,Image 1,1,1,100000004,610000005422,
3,,Spine,2,3,Image 1,1,1,100000005,610000005424,
3,,Spine,2,1,Image 1,1,1,100000003,610000005427,
3,,Spine,2,1,Image 1,1,1,100000005,610000005429,
3,,Spine,2,5,Image 1,2,1,100000005,610000005431,
2,,Spine,2,0,Image 1,1,1,100000004,610000005433,
4,,Spine,2,0,Image 1,1,1,100000003,610000005439,
3,,Spine,2,0,Image 1,1,1,100000004,610000005444,
4,,Spine,2,0,Image 1,1,1,100000004,610000005450,
3,,Spine,2,0,Image 1,1,1,100000003,610000005452,
3,,Spine,2,0,Image 1,1,1,100000003,610000005456,
6,,Spine,2,3,Image 1,3,1,100000003,610000005466,
3,,Spine,2,1,Image 1,2,1,100000004,610000005469,
3,,Spine,2,1,Image 1,1,1,100000005,610000005471,
2,,Spine,2,0,Image 1,1,1,100000003,610000005474,
3,,Spine,2,1,Image 1,2,1,100000003,610000005476,
2,,Spine,2,0,Image 1,1,1,100000003,610000005479,
2,,Spine,2,0,Image 1,1,1,100000003,610000005481,
2,,Spine,2,0,Image 1,1,1,100000003,610000005483,
2,,Spine,2,0,Image 1,1,1,100000003,610000005486,
3,,Spine,2,2,Image 1,2,1,100000005,610000005489,
3,,Spine,2,3,Image 1,3,1,100000003,610000005491,
3,,Spine,2,0,Image 1,1,1,100000003,610000005493,
3,,Spine,2,0,Image 1,1,1,100000003,610000005497,
3,,Spine,2,0,Image 1,1,1,100000004,610000005500,
3,,Spine,2,2,Image 1,2,1,100000005,610000005502,
3,,Spine,2,0,Image 1,1,1,100000003,610000005507,
2,,Spine,2,0,Image 1,1,1,100000004,610000005510,
2,,Spine,2,0,Image 1,1,1,100000004,610000005513,
2,,Spine,2,0,Image 1,1,1,100000003,610000005515,
2,,Spine,2,0,Image 1,1,1,100000003,610000005517,
2,,Spine,2,0,Image 1,1,1,100000003,610000005519,
3,,Spine,2,4,Image 1,2,1,100000005,610000005521,
2,,Spine,2,0,Image 1,1,1,100000003,610000005523,
3,,Spine,2,6,Image 1,4,1,100000003,610000005526,
2,,Spine,2,0,Image 1,1,1,100000003,610000005532,
2,,Spine,2,0,Image 1,1,1,100000003,610000005541,
3,,Spine,2,3,Image 1,3,1,100000003,610000005544,
2,,Spine,2,0,Image 1,1,1,100000003,610000005551,
2,,Spine,2,0,Image 1,1,1,100000003,610000005555,
2,,Spine,2,0,Image 1,1,1,100000003,610000005573,
2,,Spine,2,4,Image 1,4,1,100000003,610000005580,
2,,Spine,2,0,Image 1,1,1,100000003,610000005586,
2,,Spine,2,0,Image 1,1,1,100000003,610000005587,
2,,Spine,2,3,Image 1,1,1,100000003,610000005590,
2,,Spine,2,4,Image 1,4,1,100000003,610000005591,
2,,Spine,2,3,Image 1,3,1,100000003,610000005592,
2,,Spine,2,10,Image 1,2,1,100000004,610000005613,
2,,Spine,2,10,Image 1,3,1,100000004,610000005614,
2,,Spine,2,8,Image 1,3,1,100000004,610000005615,
2,,Spine,2,4,Image 1,2,1,100000004,610000005616,
2,,Spine,2,2,Image 1,1,1,100000004,610000005617,
2,,Spine,2,3,Image 1,2,1,100000004,610000005618,
2,,Spine,2,3,Image 1,2,1,100000004,610000005619,
2,,Spine,2,3,Image 1,2,1,100000004,610000005620,
2,,Spine,2,1,Image 1,2,1,100000004,610000005621,
2,,Spine,2,10,Image 1,7,1,100000005,610000005627,
2,,Spine,2,9,Image 1,5,1,100000005,610000005628,
2,,Spine,2,6,Image 1,4,1,100000005,610000005629,
2,,Spine,2,4,Image 1,3,1,100000005,610000005630,
2,,Spine,2,4,Image 1,3,1,100000005,610000005631,
2,,Spine,2,4,Image 1,3,1,100000005,610000005632,
2,,Spine,2,4,Image 1,3,1,100000005,610000005633,
2,,Spine,2,3,Image 1,3,1,100000005,610000005634,
2,,Spine,2,3,Image 1,3,1,100000005,610000005635,
2,,Spine,2,13,Image 1,6,1,100000005,610000005636,
2,,Spine,2,9,Image 1,4,1,100000005,610000005637,
2,,Spine,2,11,Image 1,6,1,100000005,610000005638,
2,,Spine,2,8,Image 1,5,1,100000005,610000005639,
2,,Spine,2,7,Image 1,4,1,100000005,610000005640,
2,,Spine,2,4,Image 1,2,1,100000005,610000005641,
2,,Spine,2,1,Image 1,2,1,100000005,610000005642,
2,,Spine,2,1,Image 1,2,1,100000005,610000005643,
2,,Spine,2,2,Image 1,2,1,100000005,610000005644,
2,,Spine,2,2,Image 1,2,1,100000005,610000005645,
2,,Spine,2,2,Image 1,2,1,100000005,610000005646,
2,,Spine,2,2,Image 1,2,1,100000005,610000005647,
2,,Spine,2,3,Image 1,1,1,100000005,610000005648,
