
Soma Position
 ==================== 
Soma Position X,Soma Position Y,Soma Position Z,Unit,Category,Collection,Time,FilamentID,ID,
-47.1481,21631.6,1372.44,µm,Soma,Soma Position,1,100000003,800000306,
-58.2431,21601.6,1374.57,µm,Soma,Soma Position,1,100000004,800000307,
