
Spine Center Intensity StdDev Ch=1 Img=1
 ==================== 
Spine Center Intensity StdDev,Unit,Category,Channel,Depth,Image,Level,Time,FilamentID,ID,
18.6762,,Spine,1,4,Image 1,4,1,100000003,610000005214,
24.1713,,Spine,1,2,Image 1,1,1,100000004,610000005219,
1.17851,,Spine,1,0,Image 1,1,1,100000003,610000005242,
1.25862,,Spine,1,0,Image 1,1,1,100000003,610000005264,
1.22667,,Spine,1,0,Image 1,1,1,100000003,610000005286,
1.23983,,Spine,1,0,Image 1,1,1,100000003,610000005307,
18.4248,,Spine,1,4,Image 1,4,1,100000003,610000005312,
8.13845,,Spine,1,2,Image 1,2,1,100000004,610000005319,
1.35641,,Spine,1,0,Image 1,1,1,100000003,610000005334,
1.44097,,Spine,1,0,Image 1,1,1,100000003,610000005345,
0.8,,Spine,1,2,Image 1,1,1,100000005,610000005349,
17.1665,,Spine,1,12,Image 1,7,1,100000005,610000005352,
3.39935,,Spine,1,10,Image 1,3,1,100000004,610000005354,
5.88961,,Spine,1,12,Image 1,7,1,100000005,610000005357,
10.5948,,Spine,1,2,Image 1,2,1,100000004,610000005360,
0.433013,,Spine,1,2,Image 1,2,1,100000005,610000005363,
8.98262,,Spine,1,6,Image 1,3,1,100000003,610000005366,
0.866025,,Spine,1,2,Image 1,2,1,100000005,610000005369,
0.745356,,Spine,1,1,Image 1,1,1,100000005,610000005374,
1.5,,Spine,1,1,Image 1,1,1,100000005,610000005377,
3.49106,,Spine,1,2,Image 1,2,1,100000003,610000005380,
13.2246,,Spine,1,12,Image 1,7,1,100000005,610000005382,
5.11737,,Spine,1,2,Image 1,2,1,100000005,610000005385,
0.471405,,Spine,1,4,Image 1,2,1,100000005,610000005387,
0.471405,,Spine,1,2,Image 1,2,1,100000005,610000005389,
2.12132,,Spine,1,10,Image 1,4,1,100000005,610000005393,
0.829156,,Spine,1,9,Image 1,5,1,100000005,610000005396,
0.433013,,Spine,1,2,Image 1,2,1,100000005,610000005399,
9.70824,,Spine,1,6,Image 1,3,1,100000003,610000005402,
0.5,,Spine,1,5,Image 1,1,1,100000005,610000005405,
0.471405,,Spine,1,5,Image 1,1,1,100000005,610000005407,
0.471405,,Spine,1,5,Image 1,1,1,100000005,610000005409,
1.41421,,Spine,1,0,Image 1,1,1,100000003,610000005414,
0.942809,,Spine,1,8,Image 1,3,1,100000004,610000005416,
1.24722,,Spine,1,3,Image 1,1,1,100000005,610000005418,
0,,Spine,1,0,Image 1,1,1,100000004,610000005422,
1.24722,,Spine,1,3,Image 1,1,1,100000005,610000005424,
47.9328,,Spine,1,1,Image 1,1,1,100000003,610000005427,
2.82843,,Spine,1,1,Image 1,1,1,100000005,610000005429,
0,,Spine,1,5,Image 1,2,1,100000005,610000005431,
2,,Spine,1,0,Image 1,1,1,100000004,610000005433,
0.433013,,Spine,1,0,Image 1,1,1,100000003,610000005439,
0.816497,,Spine,1,0,Image 1,1,1,100000004,610000005444,
0.829156,,Spine,1,0,Image 1,1,1,100000004,610000005450,
0.471405,,Spine,1,0,Image 1,1,1,100000003,610000005452,
3.85861,,Spine,1,0,Image 1,1,1,100000003,610000005456,
2.36291,,Spine,1,3,Image 1,3,1,100000003,610000005466,
3.74166,,Spine,1,1,Image 1,2,1,100000004,610000005469,
0.942809,,Spine,1,1,Image 1,1,1,100000005,610000005471,
1.5,,Spine,1,0,Image 1,1,1,100000003,610000005474,
1.41421,,Spine,1,1,Image 1,2,1,100000003,610000005476,
0,,Spine,1,0,Image 1,1,1,100000003,610000005479,
1,,Spine,1,0,Image 1,1,1,100000003,610000005481,
0,,Spine,1,0,Image 1,1,1,100000003,610000005483,
0,,Spine,1,0,Image 1,1,1,100000003,610000005486,
0.471405,,Spine,1,2,Image 1,2,1,100000005,610000005489,
2.35702,,Spine,1,3,Image 1,3,1,100000003,610000005491,
0.471405,,Spine,1,0,Image 1,1,1,100000003,610000005493,
0,,Spine,1,0,Image 1,1,1,100000003,610000005497,
0.942809,,Spine,1,0,Image 1,1,1,100000004,610000005500,
0.471405,,Spine,1,2,Image 1,2,1,100000005,610000005502,
0.942809,,Spine,1,0,Image 1,1,1,100000003,610000005507,
0.5,,Spine,1,0,Image 1,1,1,100000004,610000005510,
1.5,,Spine,1,0,Image 1,1,1,100000004,610000005513,
0,,Spine,1,0,Image 1,1,1,100000003,610000005515,
0.5,,Spine,1,0,Image 1,1,1,100000003,610000005517,
0,,Spine,1,0,Image 1,1,1,100000003,610000005519,
0.942809,,Spine,1,4,Image 1,2,1,100000005,610000005521,
0.5,,Spine,1,0,Image 1,1,1,100000003,610000005523,
1.24722,,Spine,1,6,Image 1,4,1,100000003,610000005526,
0.5,,Spine,1,0,Image 1,1,1,100000003,610000005532,
0,,Spine,1,0,Image 1,1,1,100000003,610000005541,
2.49444,,Spine,1,3,Image 1,3,1,100000003,610000005544,
0,,Spine,1,0,Image 1,1,1,100000003,610000005551,
0.5,,Spine,1,0,Image 1,1,1,100000003,610000005555,
0.5,,Spine,1,0,Image 1,1,1,100000003,610000005573,
8.5,,Spine,1,4,Image 1,4,1,100000003,610000005580,
0.5,,Spine,1,0,Image 1,1,1,100000003,610000005586,
0,,Spine,1,0,Image 1,1,1,100000003,610000005587,
0,,Spine,1,3,Image 1,1,1,100000003,610000005590,
2,,Spine,1,4,Image 1,4,1,100000003,610000005591,
2.5,,Spine,1,3,Image 1,3,1,100000003,610000005592,
6.5,,Spine,1,10,Image 1,2,1,100000004,610000005613,
18,,Spine,1,10,Image 1,3,1,100000004,610000005614,
1,,Spine,1,8,Image 1,3,1,100000004,610000005615,
0,,Spine,1,4,Image 1,2,1,100000004,610000005616,
3.5,,Spine,1,2,Image 1,1,1,100000004,610000005617,
1,,Spine,1,3,Image 1,2,1,100000004,610000005618,
3.5,,Spine,1,3,Image 1,2,1,100000004,610000005619,
2,,Spine,1,3,Image 1,2,1,100000004,610000005620,
2,,Spine,1,1,Image 1,2,1,100000004,610000005621,
2.5,,Spine,1,10,Image 1,7,1,100000005,610000005627,
3,,Spine,1,9,Image 1,5,1,100000005,610000005628,
0.5,,Spine,1,6,Image 1,4,1,100000005,610000005629,
4,,Spine,1,4,Image 1,3,1,100000005,610000005630,
1.5,,Spine,1,4,Image 1,3,1,100000005,610000005631,
0.5,,Spine,1,4,Image 1,3,1,100000005,610000005632,
0,,Spine,1,4,Image 1,3,1,100000005,610000005633,
0.5,,Spine,1,3,Image 1,3,1,100000005,610000005634,
0,,Spine,1,3,Image 1,3,1,100000005,610000005635,
0.5,,Spine,1,13,Image 1,6,1,100000005,610000005636,
0,,Spine,1,9,Image 1,4,1,100000005,610000005637,
0.5,,Spine,1,11,Image 1,6,1,100000005,610000005638,
0,,Spine,1,8,Image 1,5,1,100000005,610000005639,
0.5,,Spine,1,7,Image 1,4,1,100000005,610000005640,
1,,Spine,1,4,Image 1,2,1,100000005,610000005641,
0.5,,Spine,1,1,Image 1,2,1,100000005,610000005642,
0.5,,Spine,1,1,Image 1,2,1,100000005,610000005643,
0.5,,Spine,1,2,Image 1,2,1,100000005,610000005644,
0.5,,Spine,1,2,Image 1,2,1,100000005,610000005645,
0.5,,Spine,1,2,Image 1,2,1,100000005,610000005646,
0,,Spine,1,2,Image 1,2,1,100000005,610000005647,
2,,Spine,1,3,Image 1,1,1,100000005,610000005648,
