
Segment Volume
 ==================== 
Segment Volume,Unit,Category,Depth,Level,Time,FilamentID,ID,
0.0617094,µm^3,Segment,4,4,1,100000003,510000002875,
0.158163,µm^3,Segment,3,3,1,100000003,510000002910,
0.227732,µm^3,Segment,2,2,1,100000003,510000002938,
0.382436,µm^3,Segment,1,2,1,100000003,510000002969,
0.228144,µm^3,Segment,0,1,1,100000003,510000003036,
0.290489,µm^3,Segment,6,4,1,100000003,510000003101,
0.0758826,µm^3,Segment,5,3,1,100000003,510000003108,
0.0451619,µm^3,Segment,4,3,1,100000003,510000003112,
0.0567055,µm^3,Segment,5,4,1,100000003,510000003116,
0.0772611,µm^3,Segment,6,3,1,100000003,510000003119,
0.0538502,µm^3,Segment,3,2,1,100000003,510000003122,
0.0694374,µm^3,Segment,2,3,1,100000003,510000003129,
0.113401,µm^3,Segment,1,1,1,100000003,510000003135,
0.0681352,µm^3,Segment,12,7,1,100000005,510000003144,
0.0793283,µm^3,Segment,11,6,1,100000005,510000003152,
0.160253,µm^3,Segment,10,6,1,100000005,510000003164,
0.0292372,µm^3,Segment,8,5,1,100000005,510000003168,
0.358612,µm^3,Segment,7,4,1,100000005,510000003203,
0.306151,µm^3,Segment,6,4,1,100000005,510000003237,
0.177468,µm^3,Segment,5,4,1,100000005,510000003273,
0.531444,µm^3,Segment,4,3,1,100000005,510000003314,
0.207691,µm^3,Segment,3,3,1,100000005,510000003327,
0.124653,µm^3,Segment,2,2,1,100000005,510000003331,
0.0765703,µm^3,Segment,1,2,1,100000005,510000003340,
0.363868,µm^3,Segment,0,1,1,100000005,510000003354,
0.0813486,µm^3,Segment,10,6,1,100000005,510000003375,
0.0565257,µm^3,Segment,9,5,1,100000005,510000003383,
0.153105,µm^3,Segment,8,4,1,100000005,510000003396,
0.035422,µm^3,Segment,12,6,1,100000005,510000003400,
0.609795,µm^3,Segment,9,5,1,100000005,510000003446,
0.128982,µm^3,Segment,11,7,1,100000005,510000003454,
0.0700146,µm^3,Segment,10,5,1,100000005,510000003459,
0.0587069,µm^3,Segment,9,4,1,100000005,510000003461,
0.0369583,µm^3,Segment,10,7,1,100000005,510000003464,
0.0816845,µm^3,Segment,7,5,1,100000005,510000003477,
0.089098,µm^3,Segment,6,5,1,100000005,510000003489,
0.244847,µm^3,Segment,15,6,1,100000005,510000003528,
0.0364868,µm^3,Segment,14,5,1,100000005,510000003531,
0.0867665,µm^3,Segment,13,5,1,100000005,510000003544,
0.0771751,µm^3,Segment,12,5,1,100000005,510000003553,
0.14218,µm^3,Segment,11,5,1,100000005,510000003574,
0.0824125,µm^3,Segment,10,5,1,100000005,510000003582,
0.139069,µm^3,Segment,9,4,1,100000005,510000003592,
0.0641898,µm^3,Segment,8,4,1,100000005,510000003601,
0.106569,µm^3,Segment,7,4,1,100000005,510000003624,
0.0843734,µm^3,Segment,6,3,1,100000005,510000003626,
0.173804,µm^3,Segment,5,3,1,100000005,510000003635,
0.18327,µm^3,Segment,4,2,1,100000005,510000003649,
0.0466051,µm^3,Segment,15,6,1,100000005,510000003659,
0.0343424,µm^3,Segment,11,6,1,100000005,510000003669,
0.190177,µm^3,Segment,10,5,1,100000005,510000003701,
0.100374,µm^3,Segment,9,5,1,100000005,510000003715,
0.0348925,µm^3,Segment,15,5,1,100000005,510000003718,
0.0723296,µm^3,Segment,14,6,1,100000005,510000003725,
0.0197816,µm^3,Segment,13,7,1,100000005,510000003730,
0.0854328,µm^3,Segment,12,6,1,100000005,510000003746,
0.054139,µm^3,Segment,11,5,1,100000005,510000003750,
0.103033,µm^3,Segment,13,6,1,100000005,510000003766,
0.103701,µm^3,Segment,12,7,1,100000005,510000003783,
0.0200768,µm^3,Segment,11,7,1,100000005,510000003787,
0.0408122,µm^3,Segment,10,6,1,100000005,510000003792,
0.0545424,µm^3,Segment,11,6,1,100000005,510000003795,
0.0146391,µm^3,Segment,11,6,1,100000005,510000003798,
0.131674,µm^3,Segment,10,4,1,100000005,510000003803,
0.0190648,µm^3,Segment,8,5,1,100000005,510000003809,
0.0473388,µm^3,Segment,5,3,1,100000005,510000003813,
0.11242,µm^3,Segment,7,3,1,100000005,510000003819,
0.124561,µm^3,Segment,4,4,1,100000005,510000003825,
0.0418062,µm^3,Segment,3,3,1,100000005,510000003829,
0.19975,µm^3,Segment,2,2,1,100000005,510000003842,
0.622774,µm^3,Segment,1,1,1,100000005,510000003858,
0.0820287,µm^3,Segment,3,2,1,100000005,510000003862,
0.142201,µm^3,Segment,6,3,1,100000005,510000003865,
0.199404,µm^3,Segment,5,2,1,100000005,510000003871,
0.0834186,µm^3,Segment,6,4,1,100000005,510000003874,
0.21142,µm^3,Segment,6,2,1,100000005,510000003877,
0.0187662,µm^3,Segment,5,1,1,100000005,510000003881,
0.0750242,µm^3,Segment,3,1,1,100000005,510000003887,
0.0206452,µm^3,Segment,5,2,1,100000005,510000003892,
0.0675602,µm^3,Segment,4,2,1,100000005,510000003897,
0.0667284,µm^3,Segment,4,3,1,100000005,510000003904,
0.0640571,µm^3,Segment,3,2,1,100000005,510000003908,
0.113229,µm^3,Segment,4,4,1,100000005,510000003917,
0.0140376,µm^3,Segment,3,4,1,100000005,510000003920,
0.02745,µm^3,Segment,2,3,1,100000005,510000003923,
0.0398047,µm^3,Segment,3,3,1,100000005,510000003927,
0.203219,µm^3,Segment,0,1,1,100000004,510000003965,
0.313936,µm^3,Segment,10,2,1,100000004,510000004030,
0.090134,µm^3,Segment,9,2,1,100000004,510000004039,
0.137892,µm^3,Segment,7,2,1,100000004,510000004049,
0.273964,µm^3,Segment,6,2,1,100000004,510000004078,
0.101227,µm^3,Segment,5,2,1,100000004,510000004096,
0.138986,µm^3,Segment,4,2,1,100000004,510000004104,
0.0883009,µm^3,Segment,3,2,1,100000004,510000004120,
0.221852,µm^3,Segment,2,1,1,100000004,510000004131,
0.157431,µm^3,Segment,1,1,1,100000004,510000004138,
0.0423483,µm^3,Segment,0,1,1,100000004,510000004141,
0.0263994,µm^3,Segment,11,4,1,100000004,510000004165,
0.0378985,µm^3,Segment,10,3,1,100000004,510000004169,
0.0349822,µm^3,Segment,9,3,1,100000004,510000004172,
0.420036,µm^3,Segment,8,3,1,100000004,510000004211,
0.170588,µm^3,Segment,11,3,1,100000004,510000004224,
0.101717,µm^3,Segment,10,3,1,100000004,510000004241,
0.0490989,µm^3,Segment,10,4,1,100000004,510000004247,
0.12116,µm^3,Segment,7,3,1,100000004,510000004255,
0.0669706,µm^3,Segment,9,3,1,100000004,510000004261,
0.0684646,µm^3,Segment,6,3,1,100000004,510000004271,
0.0426075,µm^3,Segment,6,3,1,100000004,510000004275,
0.0406072,µm^3,Segment,5,3,1,100000004,510000004278,
0.059096,µm^3,Segment,4,3,1,100000004,510000004288,
0.714222,µm^3,Segment,3,1,1,100000003,510000004365,
0.0428006,µm^3,Segment,2,1,1,100000003,510000004369,
0.384926,µm^3,Segment,1,1,1,100000003,510000004412,
0.139591,µm^3,Segment,0,1,1,100000003,510000004430,
0.165325,µm^3,Segment,2,2,1,100000004,510000004477,
0.145503,µm^3,Segment,1,1,1,100000004,510000004483,
0.199289,µm^3,Segment,0,1,1,100000004,510000004513,
0.108003,µm^3,Segment,2,1,1,100000004,510000004528,
0.0416227,µm^3,Segment,3,2,1,100000003,510000004532,
0.0784748,µm^3,Segment,4,3,1,100000003,510000004549,
0.0890229,µm^3,Segment,3,3,1,100000003,510000004560,
0.1614,µm^3,Segment,2,2,1,100000003,510000004581,
0.0582149,µm^3,Segment,1,2,1,100000003,510000004587,
0.0576788,µm^3,Segment,4,4,1,100000003,510000004595,
0.0106847,µm^3,Segment,4,2,1,100000004,510000004597,
0.0388765,µm^3,Segment,3,1,1,100000004,510000004601,
0.021892,µm^3,Segment,2,2,1,100000003,510000004604,
0.0683249,µm^3,Segment,3,2,1,100000003,510000004609,
0.236099,µm^3,Segment,1,2,1,100000004,510000004634,
0.0137802,µm^3,Segment,2,3,1,100000003,510000004637,
0.091282,µm^3,Segment,0,1,1,100000003,510000004664,
0.210341,µm^3,Segment,0,1,1,100000003,510000004707,
0.144981,µm^3,Segment,1,2,1,100000004,510000004738,
0.0531109,µm^3,Segment,3,2,1,100000004,510000004743,
0.271055,µm^3,Segment,0,1,1,100000004,510000004772,
0.0250742,µm^3,Segment,3,3,1,100000004,510000004774,
0.0399602,µm^3,Segment,0,1,1,100000003,510000004866,
0.013056,µm^3,Segment,1,2,1,100000004,510000004955,
0.0507273,µm^3,Segment,1,1,1,100000004,510000004958,
0.0167613,µm^3,Segment,8,2,1,100000004,510000004960,
0.0302026,µm^3,Segment,9,4,1,100000004,510000004961,
0.0167986,µm^3,Segment,4,1,1,100000004,510000004962,
0.0241968,µm^3,Segment,2,2,1,100000004,510000004963,
0.0139335,µm^3,Segment,9,6,1,100000005,510000004964,
0.0750172,µm^3,Segment,3,2,1,100000005,510000004966,
0.0131463,µm^3,Segment,13,6,1,100000005,510000004967,
0.0132575,µm^3,Segment,12,8,1,100000005,510000004968,
0.0615639,µm^3,Segment,4,3,1,100000005,510000004969,
0.104923,µm^3,Segment,2,1,1,100000005,510000004970,
0.0258621,µm^3,Segment,4,1,1,100000005,510000004971,
