
Segment Intensity StdDev Ch=2 Img=1
 ==================== 
Segment Intensity StdDev,Unit,Category,Channel,Depth,Image,Level,Time,FilamentID,ID,
29.2227,,Segment,2,4,Image 1,4,1,100000003,510000002875,
26.3613,,Segment,2,3,Image 1,3,1,100000003,510000002910,
21.04,,Segment,2,2,Image 1,2,1,100000003,510000002938,
25.9668,,Segment,2,1,Image 1,2,1,100000003,510000002969,
44.0404,,Segment,2,0,Image 1,1,1,100000003,510000003036,
25.605,,Segment,2,6,Image 1,4,1,100000003,510000003101,
25.8311,,Segment,2,5,Image 1,3,1,100000003,510000003108,
19.653,,Segment,2,4,Image 1,3,1,100000003,510000003112,
21.2504,,Segment,2,5,Image 1,4,1,100000003,510000003116,
23.2578,,Segment,2,6,Image 1,3,1,100000003,510000003119,
17.8349,,Segment,2,3,Image 1,2,1,100000003,510000003122,
21.106,,Segment,2,2,Image 1,3,1,100000003,510000003129,
35.0487,,Segment,2,1,Image 1,1,1,100000003,510000003135,
11.9269,,Segment,2,12,Image 1,7,1,100000005,510000003144,
10.906,,Segment,2,11,Image 1,6,1,100000005,510000003152,
10.3625,,Segment,2,10,Image 1,6,1,100000005,510000003164,
9.2302,,Segment,2,8,Image 1,5,1,100000005,510000003168,
16.0434,,Segment,2,7,Image 1,4,1,100000005,510000003203,
14.8765,,Segment,2,6,Image 1,4,1,100000005,510000003237,
18.4077,,Segment,2,5,Image 1,4,1,100000005,510000003273,
20.8924,,Segment,2,4,Image 1,3,1,100000005,510000003314,
21.689,,Segment,2,3,Image 1,3,1,100000005,510000003327,
17.9929,,Segment,2,2,Image 1,2,1,100000005,510000003331,
15.9439,,Segment,2,1,Image 1,2,1,100000005,510000003340,
13.989,,Segment,2,0,Image 1,1,1,100000005,510000003354,
12.9361,,Segment,2,10,Image 1,6,1,100000005,510000003375,
19.0041,,Segment,2,9,Image 1,5,1,100000005,510000003383,
14.0206,,Segment,2,8,Image 1,4,1,100000005,510000003396,
14.1493,,Segment,2,12,Image 1,6,1,100000005,510000003400,
18.8297,,Segment,2,9,Image 1,5,1,100000005,510000003446,
16.1713,,Segment,2,11,Image 1,7,1,100000005,510000003454,
17.1801,,Segment,2,10,Image 1,5,1,100000005,510000003459,
27.2253,,Segment,2,9,Image 1,4,1,100000005,510000003461,
7.61518,,Segment,2,10,Image 1,7,1,100000005,510000003464,
15.1725,,Segment,2,7,Image 1,5,1,100000005,510000003477,
21.2526,,Segment,2,6,Image 1,5,1,100000005,510000003489,
27.5483,,Segment,2,15,Image 1,6,1,100000005,510000003528,
19.1764,,Segment,2,14,Image 1,5,1,100000005,510000003531,
15.919,,Segment,2,13,Image 1,5,1,100000005,510000003544,
17.6114,,Segment,2,12,Image 1,5,1,100000005,510000003553,
16.4632,,Segment,2,11,Image 1,5,1,100000005,510000003574,
17.7707,,Segment,2,10,Image 1,5,1,100000005,510000003582,
21.8488,,Segment,2,9,Image 1,4,1,100000005,510000003592,
24.5711,,Segment,2,8,Image 1,4,1,100000005,510000003601,
22.6467,,Segment,2,7,Image 1,4,1,100000005,510000003624,
13.3709,,Segment,2,6,Image 1,3,1,100000005,510000003626,
12.6324,,Segment,2,5,Image 1,3,1,100000005,510000003635,
17.5896,,Segment,2,4,Image 1,2,1,100000005,510000003649,
22.3808,,Segment,2,15,Image 1,6,1,100000005,510000003659,
21.4236,,Segment,2,11,Image 1,6,1,100000005,510000003669,
19.4346,,Segment,2,10,Image 1,5,1,100000005,510000003701,
22.2057,,Segment,2,9,Image 1,5,1,100000005,510000003715,
21.0732,,Segment,2,15,Image 1,5,1,100000005,510000003718,
17.6137,,Segment,2,14,Image 1,6,1,100000005,510000003725,
19.5407,,Segment,2,13,Image 1,7,1,100000005,510000003730,
17.5704,,Segment,2,12,Image 1,6,1,100000005,510000003746,
17.6766,,Segment,2,11,Image 1,5,1,100000005,510000003750,
15.5954,,Segment,2,13,Image 1,6,1,100000005,510000003766,
28.0126,,Segment,2,12,Image 1,7,1,100000005,510000003783,
20.7899,,Segment,2,11,Image 1,7,1,100000005,510000003787,
25.15,,Segment,2,10,Image 1,6,1,100000005,510000003792,
17.4004,,Segment,2,11,Image 1,6,1,100000005,510000003795,
16.5358,,Segment,2,11,Image 1,6,1,100000005,510000003798,
18.3853,,Segment,2,10,Image 1,4,1,100000005,510000003803,
11.4647,,Segment,2,8,Image 1,5,1,100000005,510000003809,
16.2091,,Segment,2,5,Image 1,3,1,100000005,510000003813,
15.829,,Segment,2,7,Image 1,3,1,100000005,510000003819,
12.4875,,Segment,2,4,Image 1,4,1,100000005,510000003825,
13.6776,,Segment,2,3,Image 1,3,1,100000005,510000003829,
17.1517,,Segment,2,2,Image 1,2,1,100000005,510000003842,
17.534,,Segment,2,1,Image 1,1,1,100000005,510000003858,
14.0285,,Segment,2,3,Image 1,2,1,100000005,510000003862,
12.1806,,Segment,2,6,Image 1,3,1,100000005,510000003865,
10.8106,,Segment,2,5,Image 1,2,1,100000005,510000003871,
13.8914,,Segment,2,6,Image 1,4,1,100000005,510000003874,
11.9791,,Segment,2,6,Image 1,2,1,100000005,510000003877,
10.9517,,Segment,2,5,Image 1,1,1,100000005,510000003881,
10.609,,Segment,2,3,Image 1,1,1,100000005,510000003887,
10.9577,,Segment,2,5,Image 1,2,1,100000005,510000003892,
10.7471,,Segment,2,4,Image 1,2,1,100000005,510000003897,
24.6881,,Segment,2,4,Image 1,3,1,100000005,510000003904,
10.3304,,Segment,2,3,Image 1,2,1,100000005,510000003908,
25.4399,,Segment,2,4,Image 1,4,1,100000005,510000003917,
11.0574,,Segment,2,3,Image 1,4,1,100000005,510000003920,
11.7873,,Segment,2,2,Image 1,3,1,100000005,510000003923,
11.9762,,Segment,2,3,Image 1,3,1,100000005,510000003927,
24.2441,,Segment,2,0,Image 1,1,1,100000004,510000003965,
13.4303,,Segment,2,10,Image 1,2,1,100000004,510000004030,
21.3643,,Segment,2,9,Image 1,2,1,100000004,510000004039,
21.734,,Segment,2,7,Image 1,2,1,100000004,510000004049,
22.2115,,Segment,2,6,Image 1,2,1,100000004,510000004078,
28.1957,,Segment,2,5,Image 1,2,1,100000004,510000004096,
29.3412,,Segment,2,4,Image 1,2,1,100000004,510000004104,
17.5054,,Segment,2,3,Image 1,2,1,100000004,510000004120,
23.1219,,Segment,2,2,Image 1,1,1,100000004,510000004131,
24.1933,,Segment,2,1,Image 1,1,1,100000004,510000004138,
24.0656,,Segment,2,0,Image 1,1,1,100000004,510000004141,
11.7495,,Segment,2,11,Image 1,4,1,100000004,510000004165,
11.6496,,Segment,2,10,Image 1,3,1,100000004,510000004169,
10.9466,,Segment,2,9,Image 1,3,1,100000004,510000004172,
19.3463,,Segment,2,8,Image 1,3,1,100000004,510000004211,
15.2852,,Segment,2,11,Image 1,3,1,100000004,510000004224,
13.678,,Segment,2,10,Image 1,3,1,100000004,510000004241,
15.1041,,Segment,2,10,Image 1,4,1,100000004,510000004247,
25.8504,,Segment,2,7,Image 1,3,1,100000004,510000004255,
21.7337,,Segment,2,9,Image 1,3,1,100000004,510000004261,
13.5357,,Segment,2,6,Image 1,3,1,100000004,510000004271,
16.073,,Segment,2,6,Image 1,3,1,100000004,510000004275,
30.9812,,Segment,2,5,Image 1,3,1,100000004,510000004278,
10.3747,,Segment,2,4,Image 1,3,1,100000004,510000004288,
