
Segment Center Intensity Max Ch=4 Img=1
 ==================== 
Segment Center Intensity Max,Unit,Category,Channel,Depth,Image,Level,Time,FilamentID,ID,
74,,Segment,4,4,Image 1,4,1,100000003,510000002875,
0,,Segment,4,3,Image 1,3,1,100000003,510000002910,
31,,Segment,4,2,Image 1,2,1,100000003,510000002938,
30,,Segment,4,1,Image 1,2,1,100000003,510000002969,
0,,Segment,4,0,Image 1,1,1,100000003,510000003036,
14,,Segment,4,6,Image 1,4,1,100000003,510000003101,
30,,Segment,4,5,Image 1,3,1,100000003,510000003108,
78,,Segment,4,4,Image 1,3,1,100000003,510000003112,
49,,Segment,4,5,Image 1,4,1,100000003,510000003116,
131,,Segment,4,6,Image 1,3,1,100000003,510000003119,
7,,Segment,4,3,Image 1,2,1,100000003,510000003122,
13,,Segment,4,2,Image 1,3,1,100000003,510000003129,
114,,Segment,4,1,Image 1,1,1,100000003,510000003135,
0,,Segment,4,12,Image 1,7,1,100000005,510000003144,
0,,Segment,4,11,Image 1,6,1,100000005,510000003152,
0,,Segment,4,10,Image 1,6,1,100000005,510000003164,
0,,Segment,4,8,Image 1,5,1,100000005,510000003168,
0,,Segment,4,7,Image 1,4,1,100000005,510000003203,
0,,Segment,4,6,Image 1,4,1,100000005,510000003237,
0,,Segment,4,5,Image 1,4,1,100000005,510000003273,
0,,Segment,4,4,Image 1,3,1,100000005,510000003314,
0,,Segment,4,3,Image 1,3,1,100000005,510000003327,
0,,Segment,4,2,Image 1,2,1,100000005,510000003331,
0,,Segment,4,1,Image 1,2,1,100000005,510000003340,
0,,Segment,4,0,Image 1,1,1,100000005,510000003354,
0,,Segment,4,10,Image 1,6,1,100000005,510000003375,
0,,Segment,4,9,Image 1,5,1,100000005,510000003383,
20,,Segment,4,8,Image 1,4,1,100000005,510000003396,
0,,Segment,4,12,Image 1,6,1,100000005,510000003400,
0,,Segment,4,9,Image 1,5,1,100000005,510000003446,
0,,Segment,4,11,Image 1,7,1,100000005,510000003454,
36,,Segment,4,10,Image 1,5,1,100000005,510000003459,
58,,Segment,4,9,Image 1,4,1,100000005,510000003461,
0,,Segment,4,10,Image 1,7,1,100000005,510000003464,
0,,Segment,4,7,Image 1,5,1,100000005,510000003477,
0,,Segment,4,6,Image 1,5,1,100000005,510000003489,
0,,Segment,4,15,Image 1,6,1,100000005,510000003528,
10,,Segment,4,14,Image 1,5,1,100000005,510000003531,
10,,Segment,4,13,Image 1,5,1,100000005,510000003544,
0,,Segment,4,12,Image 1,5,1,100000005,510000003553,
0,,Segment,4,11,Image 1,5,1,100000005,510000003574,
0,,Segment,4,10,Image 1,5,1,100000005,510000003582,
0,,Segment,4,9,Image 1,4,1,100000005,510000003592,
0,,Segment,4,8,Image 1,4,1,100000005,510000003601,
0,,Segment,4,7,Image 1,4,1,100000005,510000003624,
0,,Segment,4,6,Image 1,3,1,100000005,510000003626,
0,,Segment,4,5,Image 1,3,1,100000005,510000003635,
0,,Segment,4,4,Image 1,2,1,100000005,510000003649,
0,,Segment,4,15,Image 1,6,1,100000005,510000003659,
15,,Segment,4,11,Image 1,6,1,100000005,510000003669,
0,,Segment,4,10,Image 1,5,1,100000005,510000003701,
0,,Segment,4,9,Image 1,5,1,100000005,510000003715,
0,,Segment,4,15,Image 1,5,1,100000005,510000003718,
88,,Segment,4,14,Image 1,6,1,100000005,510000003725,
0,,Segment,4,13,Image 1,7,1,100000005,510000003730,
0,,Segment,4,12,Image 1,6,1,100000005,510000003746,
30,,Segment,4,11,Image 1,5,1,100000005,510000003750,
0,,Segment,4,13,Image 1,6,1,100000005,510000003766,
0,,Segment,4,12,Image 1,7,1,100000005,510000003783,
13,,Segment,4,11,Image 1,7,1,100000005,510000003787,
26,,Segment,4,10,Image 1,6,1,100000005,510000003792,
37,,Segment,4,11,Image 1,6,1,100000005,510000003795,
68,,Segment,4,11,Image 1,6,1,100000005,510000003798,
0,,Segment,4,10,Image 1,4,1,100000005,510000003803,
0,,Segment,4,8,Image 1,5,1,100000005,510000003809,
0,,Segment,4,5,Image 1,3,1,100000005,510000003813,
0,,Segment,4,7,Image 1,3,1,100000005,510000003819,
0,,Segment,4,4,Image 1,4,1,100000005,510000003825,
0,,Segment,4,3,Image 1,3,1,100000005,510000003829,
0,,Segment,4,2,Image 1,2,1,100000005,510000003842,
0,,Segment,4,1,Image 1,1,1,100000005,510000003858,
0,,Segment,4,3,Image 1,2,1,100000005,510000003862,
0,,Segment,4,6,Image 1,3,1,100000005,510000003865,
0,,Segment,4,5,Image 1,2,1,100000005,510000003871,
0,,Segment,4,6,Image 1,4,1,100000005,510000003874,
0,,Segment,4,6,Image 1,2,1,100000005,510000003877,
0,,Segment,4,5,Image 1,1,1,100000005,510000003881,
0,,Segment,4,3,Image 1,1,1,100000005,510000003887,
0,,Segment,4,5,Image 1,2,1,100000005,510000003892,
0,,Segment,4,4,Image 1,2,1,100000005,510000003897,
30,,Segment,4,4,Image 1,3,1,100000005,510000003904,
0,,Segment,4,3,Image 1,2,1,100000005,510000003908,
32,,Segment,4,4,Image 1,4,1,100000005,510000003917,
0,,Segment,4,3,Image 1,4,1,100000005,510000003920,
0,,Segment,4,2,Image 1,3,1,100000005,510000003923,
0,,Segment,4,3,Image 1,3,1,100000005,510000003927,
26,,Segment,4,0,Image 1,1,1,100000004,510000003965,
16,,Segment,4,10,Image 1,2,1,100000004,510000004030,
0,,Segment,4,9,Image 1,2,1,100000004,510000004039,
0,,Segment,4,7,Image 1,2,1,100000004,510000004049,
0,,Segment,4,6,Image 1,2,1,100000004,510000004078,
0,,Segment,4,5,Image 1,2,1,100000004,510000004096,
0,,Segment,4,4,Image 1,2,1,100000004,510000004104,
42,,Segment,4,3,Image 1,2,1,100000004,510000004120,
78,,Segment,4,2,Image 1,1,1,100000004,510000004131,
23,,Segment,4,1,Image 1,1,1,100000004,510000004138,
0,,Segment,4,0,Image 1,1,1,100000004,510000004141,
25,,Segment,4,11,Image 1,4,1,100000004,510000004165,
0,,Segment,4,10,Image 1,3,1,100000004,510000004169,
0,,Segment,4,9,Image 1,3,1,100000004,510000004172,
0,,Segment,4,8,Image 1,3,1,100000004,510000004211,
0,,Segment,4,11,Image 1,3,1,100000004,510000004224,
96,,Segment,4,10,Image 1,3,1,100000004,510000004241,
0,,Segment,4,10,Image 1,4,1,100000004,510000004247,
34,,Segment,4,7,Image 1,3,1,100000004,510000004255,
0,,Segment,4,9,Image 1,3,1,100000004,510000004261,
0,,Segment,4,6,Image 1,3,1,100000004,510000004271,
0,,Segment,4,6,Image 1,3,1,100000004,510000004275,
0,,Segment,4,5,Image 1,3,1,100000004,510000004278,
0,,Segment,4,4,Image 1,3,1,100000004,510000004288,
37,,Segment,4,3,Image 1,1,1,100000003,510000004365,
20,,Segment,4,2,Image 1,1,1,100000003,510000004369,
15,,Segment,4,1,Image 1,1,1,100000003,510000004412,
0,,Segment,4,0,Image 1,1,1,100000003,510000004430,
65,,Segment,4,2,Image 1,2,1,100000004,510000004477,
0,,Segment,4,1,Image 1,1,1,100000004,510000004483,
15,,Segment,4,0,Image 1,1,1,100000004,510000004513,
110,,Segment,4,2,Image 1,1,1,100000004,510000004528,
15,,Segment,4,3,Image 1,2,1,100000003,510000004532,
21,,Segment,4,4,Image 1,3,1,100000003,510000004549,
0,,Segment,4,3,Image 1,3,1,100000003,510000004560,
0,,Segment,4,2,Image 1,2,1,100000003,510000004581,
0,,Segment,4,1,Image 1,2,1,100000003,510000004587,
33,,Segment,4,4,Image 1,4,1,100000003,510000004595,
0,,Segment,4,4,Image 1,2,1,100000004,510000004597,
42,,Segment,4,3,Image 1,1,1,100000004,510000004601,
46,,Segment,4,2,Image 1,2,1,100000003,510000004604,
67,,Segment,4,3,Image 1,2,1,100000003,510000004609,
0,,Segment,4,1,Image 1,2,1,100000004,510000004634,
49,,Segment,4,2,Image 1,3,1,100000003,510000004637,
0,,Segment,4,0,Image 1,1,1,100000003,510000004664,
0,,Segment,4,0,Image 1,1,1,100000003,510000004707,
70,,Segment,4,1,Image 1,2,1,100000004,510000004738,
9,,Segment,4,3,Image 1,2,1,100000004,510000004743,
0,,Segment,4,0,Image 1,1,1,100000004,510000004772,
25,,Segment,4,3,Image 1,3,1,100000004,510000004774,
90,,Segment,4,0,Image 1,1,1,100000003,510000004866,
41,,Segment,4,1,Image 1,2,1,100000004,510000004955,
56,,Segment,4,1,Image 1,1,1,100000004,510000004958,
0,,Segment,4,8,Image 1,2,1,100000004,510000004960,
0,,Segment,4,9,Image 1,4,1,100000004,510000004961,
0,,Segment,4,4,Image 1,1,1,100000004,510000004962,
23,,Segment,4,2,Image 1,2,1,100000004,510000004963,
0,,Segment,4,9,Image 1,6,1,100000005,510000004964,
0,,Segment,4,3,Image 1,2,1,100000005,510000004966,
0,,Segment,4,13,Image 1,6,1,100000005,510000004967,
63,,Segment,4,12,Image 1,8,1,100000005,510000004968,
0,,Segment,4,4,Image 1,3,1,100000005,510000004969,
0,,Segment,4,2,Image 1,1,1,100000005,510000004970,
0,,Segment,4,4,Image 1,1,1,100000005,510000004971,
