
Segment Position Z
 ==================== 
Segment Position Z,Unit,Category,Collection,Depth,Level,Time,FilamentID,ID,
1371.85,µm,Segment,Segment Position,4,4,1,100000003,510000002875,
1371.7,µm,Segment,Segment Position,3,3,1,100000003,510000002910,
1372,µm,Segment,Segment Position,2,2,1,100000003,510000002938,
1372.16,µm,Segment,Segment Position,1,2,1,100000003,510000002969,
1371.7,µm,Segment,Segment Position,0,1,1,100000003,510000003036,
1371.72,µm,Segment,Segment Position,6,4,1,100000003,510000003101,
1371.62,µm,Segment,Segment Position,5,3,1,100000003,510000003108,
1371.76,µm,Segment,Segment Position,4,3,1,100000003,510000003112,
1371.88,µm,Segment,Segment Position,5,4,1,100000003,510000003116,
1371.75,µm,Segment,Segment Position,6,3,1,100000003,510000003119,
1371.89,µm,Segment,Segment Position,3,2,1,100000003,510000003122,
1372.46,µm,Segment,Segment Position,2,3,1,100000003,510000003129,
1372.01,µm,Segment,Segment Position,1,1,1,100000003,510000003135,
1375.03,µm,Segment,Segment Position,12,7,1,100000005,510000003144,
1375.21,µm,Segment,Segment Position,11,6,1,100000005,510000003152,
1374.98,µm,Segment,Segment Position,10,6,1,100000005,510000003164,
1374.76,µm,Segment,Segment Position,8,5,1,100000005,510000003168,
1374.99,µm,Segment,Segment Position,7,4,1,100000005,510000003203,
1375.13,µm,Segment,Segment Position,6,4,1,100000005,510000003237,
1375.3,µm,Segment,Segment Position,5,4,1,100000005,510000003273,
1375.56,µm,Segment,Segment Position,4,3,1,100000005,510000003314,
1375.1,µm,Segment,Segment Position,3,3,1,100000005,510000003327,
1375.11,µm,Segment,Segment Position,2,2,1,100000005,510000003331,
1375.17,µm,Segment,Segment Position,1,2,1,100000005,510000003340,
1375.41,µm,Segment,Segment Position,0,1,1,100000005,510000003354,
1375.88,µm,Segment,Segment Position,10,6,1,100000005,510000003375,
1375.68,µm,Segment,Segment Position,9,5,1,100000005,510000003383,
1375.19,µm,Segment,Segment Position,8,4,1,100000005,510000003396,
1375.39,µm,Segment,Segment Position,12,6,1,100000005,510000003400,
1373.2,µm,Segment,Segment Position,9,5,1,100000005,510000003446,
1374.66,µm,Segment,Segment Position,11,7,1,100000005,510000003454,
1375.66,µm,Segment,Segment Position,10,5,1,100000005,510000003459,
1375.5,µm,Segment,Segment Position,9,4,1,100000005,510000003461,
1374.64,µm,Segment,Segment Position,10,7,1,100000005,510000003464,
1374.84,µm,Segment,Segment Position,7,5,1,100000005,510000003477,
1374.63,µm,Segment,Segment Position,6,5,1,100000005,510000003489,
1375.69,µm,Segment,Segment Position,15,6,1,100000005,510000003528,
1374.81,µm,Segment,Segment Position,14,5,1,100000005,510000003531,
1374.64,µm,Segment,Segment Position,13,5,1,100000005,510000003544,
1374.59,µm,Segment,Segment Position,12,5,1,100000005,510000003553,
1374.48,µm,Segment,Segment Position,11,5,1,100000005,510000003574,
1374.48,µm,Segment,Segment Position,10,5,1,100000005,510000003582,
1373.88,µm,Segment,Segment Position,9,4,1,100000005,510000003592,
1373.49,µm,Segment,Segment Position,8,4,1,100000005,510000003601,
1374.12,µm,Segment,Segment Position,7,4,1,100000005,510000003624,
