
Spine Part Mean Diameter Neck
 ==================== 
Spine Part Mean Diameter Neck,Unit,Category,Collection,Depth,Level,Time,FilamentID,ID,
0.19833,µm,Spine,Spine Part Mean Diameter,4,4,1,100000003,610000005214,
0.285406,µm,Spine,Spine Part Mean Diameter,2,1,1,100000004,610000005219,
0.230955,µm,Spine,Spine Part Mean Diameter,0,1,1,100000003,610000005242,
0.227501,µm,Spine,Spine Part Mean Diameter,0,1,1,100000003,610000005264,
0.227501,µm,Spine,Spine Part Mean Diameter,0,1,1,100000003,610000005286,
0.227614,µm,Spine,Spine Part Mean Diameter,0,1,1,100000003,610000005307,
0.1625,µm,Spine,Spine Part Mean Diameter,4,4,1,100000003,610000005312,
0.331044,µm,Spine,Spine Part Mean Diameter,2,2,1,100000004,610000005319,
0.21131,µm,Spine,Spine Part Mean Diameter,0,1,1,100000003,610000005334,
0.1915,µm,Spine,Spine Part Mean Diameter,0,1,1,100000003,610000005345,
0,µm,Spine,Spine Part Mean Diameter,2,1,1,100000005,610000005349,
0.1625,µm,Spine,Spine Part Mean Diameter,12,7,1,100000005,610000005352,
0,µm,Spine,Spine Part Mean Diameter,10,3,1,100000004,610000005354,
0.1625,µm,Spine,Spine Part Mean Diameter,12,7,1,100000005,610000005357,
0.24375,µm,Spine,Spine Part Mean Diameter,2,2,1,100000004,610000005360,
0.1625,µm,Spine,Spine Part Mean Diameter,2,2,1,100000005,610000005363,
0.220048,µm,Spine,Spine Part Mean Diameter,6,3,1,100000003,610000005366,
0.30825,µm,Spine,Spine Part Mean Diameter,2,2,1,100000005,610000005369,
0.288111,µm,Spine,Spine Part Mean Diameter,1,1,1,100000005,610000005374,
0.702845,µm,Spine,Spine Part Mean Diameter,1,1,1,100000005,610000005377,
0.301047,µm,Spine,Spine Part Mean Diameter,2,2,1,100000003,610000005380,
0,µm,Spine,Spine Part Mean Diameter,12,7,1,100000005,610000005382,
0.307485,µm,Spine,Spine Part Mean Diameter,2,2,1,100000005,610000005385,
0,µm,Spine,Spine Part Mean Diameter,4,2,1,100000005,610000005387,
0,µm,Spine,Spine Part Mean Diameter,2,2,1,100000005,610000005389,
0.39158,µm,Spine,Spine Part Mean Diameter,10,4,1,100000005,610000005393,
0.480864,µm,Spine,Spine Part Mean Diameter,9,5,1,100000005,610000005396,
0.30825,µm,Spine,Spine Part Mean Diameter,2,2,1,100000005,610000005399,
0.339387,µm,Spine,Spine Part Mean Diameter,6,3,1,100000003,610000005402,
1.0577,µm,Spine,Spine Part Mean Diameter,5,1,1,100000005,610000005405,
0,µm,Spine,Spine Part Mean Diameter,5,1,1,100000005,610000005407,
0,µm,Spine,Spine Part Mean Diameter,5,1,1,100000005,610000005409,
0.24375,µm,Spine,Spine Part Mean Diameter,0,1,1,100000003,610000005414,
0,µm,Spine,Spine Part Mean Diameter,8,3,1,100000004,610000005416,
0,µm,Spine,Spine Part Mean Diameter,3,1,1,100000005,610000005418,
0,µm,Spine,Spine Part Mean Diameter,0,1,1,100000004,610000005422,
0,µm,Spine,Spine Part Mean Diameter,3,1,1,100000005,610000005424,
0,µm,Spine,Spine Part Mean Diameter,1,1,1,100000003,610000005427,
0,µm,Spine,Spine Part Mean Diameter,1,1,1,100000005,610000005429,
0,µm,Spine,Spine Part Mean Diameter,5,2,1,100000005,610000005431,
0,µm,Spine,Spine Part Mean Diameter,0,1,1,100000004,610000005433,
0.1625,µm,Spine,Spine Part Mean Diameter,0,1,1,100000003,610000005439,
0,µm,Spine,Spine Part Mean Diameter,0,1,1,100000004,610000005444,
0.31313,µm,Spine,Spine Part Mean Diameter,0,1,1,100000004,610000005450,
0,µm,Spine,Spine Part Mean Diameter,0,1,1,100000003,610000005452,
0,µm,Spine,Spine Part Mean Diameter,0,1,1,100000003,610000005456,
0.24375,µm,Spine,Spine Part Mean Diameter,3,3,1,100000003,610000005466,
0,µm,Spine,Spine Part Mean Diameter,1,2,1,100000004,610000005469,
0,µm,Spine,Spine Part Mean Diameter,1,1,1,100000005,610000005471,
0,µm,Spine,Spine Part Mean Diameter,0,1,1,100000003,610000005474,
0,µm,Spine,Spine Part Mean Diameter,1,2,1,100000003,610000005476,
0,µm,Spine,Spine Part Mean Diameter,0,1,1,100000003,610000005479,
0,µm,Spine,Spine Part Mean Diameter,0,1,1,100000003,610000005481,
0,µm,Spine,Spine Part Mean Diameter,0,1,1,100000003,610000005483,
0,µm,Spine,Spine Part Mean Diameter,0,1,1,100000003,610000005486,
0,µm,Spine,Spine Part Mean Diameter,2,2,1,100000005,610000005489,
0,µm,Spine,Spine Part Mean Diameter,3,3,1,100000003,610000005491,
