
Spine Part Mean Diameter Neck
 ==================== 
Spine Part Mean Diameter Neck,Unit,Category,Collection,Depth,Level,Time,FilamentID,ID,
0,µm,Spine,Spine Part Mean Diameter,0,1,1,100000003,610000005493,
0,µm,Spine,Spine Part Mean Diameter,0,1,1,100000003,610000005497,
0,µm,Spine,Spine Part Mean Diameter,0,1,1,100000004,610000005500,
0,µm,Spine,Spine Part Mean Diameter,2,2,1,100000005,610000005502,
0,µm,Spine,Spine Part Mean Diameter,0,1,1,100000003,610000005507,
0,µm,Spine,Spine Part Mean Diameter,0,1,1,100000004,610000005510,
0,µm,Spine,Spine Part Mean Diameter,0,1,1,100000004,610000005513,
0,µm,Spine,Spine Part Mean Diameter,0,1,1,100000003,610000005515,
0,µm,Spine,Spine Part Mean Diameter,0,1,1,100000003,610000005517,
0,µm,Spine,Spine Part Mean Diameter,0,1,1,100000003,610000005519,
0,µm,Spine,Spine Part Mean Diameter,4,2,1,100000005,610000005521,
0,µm,Spine,Spine Part Mean Diameter,0,1,1,100000003,610000005523,
0,µm,Spine,Spine Part Mean Diameter,6,4,1,100000003,610000005526,
0,µm,Spine,Spine Part Mean Diameter,0,1,1,100000003,610000005532,
0,µm,Spine,Spine Part Mean Diameter,0,1,1,100000003,610000005541,
0,µm,Spine,Spine Part Mean Diameter,3,3,1,100000003,610000005544,
0,µm,Spine,Spine Part Mean Diameter,0,1,1,100000003,610000005551,
0,µm,Spine,Spine Part Mean Diameter,0,1,1,100000003,610000005555,
0,µm,Spine,Spine Part Mean Diameter,0,1,1,100000003,610000005573,
0,µm,Spine,Spine Part Mean Diameter,4,4,1,100000003,610000005580,
0,µm,Spine,Spine Part Mean Diameter,0,1,1,100000003,610000005586,
0,µm,Spine,Spine Part Mean Diameter,0,1,1,100000003,610000005587,
0,µm,Spine,Spine Part Mean Diameter,3,1,1,100000003,610000005590,
0,µm,Spine,Spine Part Mean Diameter,4,4,1,100000003,610000005591,
0,µm,Spine,Spine Part Mean Diameter,3,3,1,100000003,610000005592,
0,µm,Spine,Spine Part Mean Diameter,10,2,1,100000004,610000005613,
0,µm,Spine,Spine Part Mean Diameter,10,3,1,100000004,610000005614,
0,µm,Spine,Spine Part Mean Diameter,8,3,1,100000004,610000005615,
0,µm,Spine,Spine Part Mean Diameter,4,2,1,100000004,610000005616,
0,µm,Spine,Spine Part Mean Diameter,2,1,1,100000004,610000005617,
0,µm,Spine,Spine Part Mean Diameter,3,2,1,100000004,610000005618,
0,µm,Spine,Spine Part Mean Diameter,3,2,1,100000004,610000005619,
0,µm,Spine,Spine Part Mean Diameter,3,2,1,100000004,610000005620,
0,µm,Spine,Spine Part Mean Diameter,1,2,1,100000004,610000005621,
0,µm,Spine,Spine Part Mean Diameter,10,7,1,100000005,610000005627,
0,µm,Spine,Spine Part Mean Diameter,9,5,1,100000005,610000005628,
0,µm,Spine,Spine Part Mean Diameter,6,4,1,100000005,610000005629,
0,µm,Spine,Spine Part Mean Diameter,4,3,1,100000005,610000005630,
0,µm,Spine,Spine Part Mean Diameter,4,3,1,100000005,610000005631,
0,µm,Spine,Spine Part Mean Diameter,4,3,1,100000005,610000005632,
0,µm,Spine,Spine Part Mean Diameter,4,3,1,100000005,610000005633,
0,µm,Spine,Spine Part Mean Diameter,3,3,1,100000005,610000005634,
0,µm,Spine,Spine Part Mean Diameter,3,3,1,100000005,610000005635,
0,µm,Spine,Spine Part Mean Diameter,13,6,1,100000005,610000005636,
0,µm,Spine,Spine Part Mean Diameter,9,4,1,100000005,610000005637,
0,µm,Spine,Spine Part Mean Diameter,11,6,1,100000005,610000005638,
0,µm,Spine,Spine Part Mean Diameter,8,5,1,100000005,610000005639,
0,µm,Spine,Spine Part Mean Diameter,7,4,1,100000005,610000005640,
0,µm,Spine,Spine Part Mean Diameter,4,2,1,100000005,610000005641,
0,µm,Spine,Spine Part Mean Diameter,1,2,1,100000005,610000005642,
0,µm,Spine,Spine Part Mean Diameter,1,2,1,100000005,610000005643,
0,µm,Spine,Spine Part Mean Diameter,2,2,1,100000005,610000005644,
0,µm,Spine,Spine Part Mean Diameter,2,2,1,100000005,610000005645,
0,µm,Spine,Spine Part Mean Diameter,2,2,1,100000005,610000005646,
0,µm,Spine,Spine Part Mean Diameter,2,2,1,100000005,610000005647,
0,µm,Spine,Spine Part Mean Diameter,3,1,1,100000005,610000005648,
