
Spine Center Intensity Sum Ch=5 Img=1
 ==================== 
Spine Center Intensity Sum,Unit,Category,Channel,Depth,Image,Level,Time,FilamentID,ID,
186,,Spine,5,4,Image 1,4,1,100000003,610000005214,
153,,Spine,5,2,Image 1,1,1,100000004,610000005219,
1819,,Spine,5,0,Image 1,1,1,100000003,610000005242,
1786,,Spine,5,0,Image 1,1,1,100000003,610000005264,
1728,,Spine,5,0,Image 1,1,1,100000003,610000005286,
1596,,Spine,5,0,Image 1,1,1,100000003,610000005307,
147,,Spine,5,4,Image 1,4,1,100000003,610000005312,
205,,Spine,5,2,Image 1,2,1,100000004,610000005319,
1099,,Spine,5,0,Image 1,1,1,100000003,610000005334,
862,,Spine,5,0,Image 1,1,1,100000003,610000005345,
219,,Spine,5,2,Image 1,1,1,100000005,610000005349,
191,,Spine,5,12,Image 1,7,1,100000005,610000005352,
82,,Spine,5,10,Image 1,3,1,100000004,610000005354,
72,,Spine,5,12,Image 1,7,1,100000005,610000005357,
178,,Spine,5,2,Image 1,2,1,100000004,610000005360,
98,,Spine,5,2,Image 1,2,1,100000005,610000005363,
241,,Spine,5,6,Image 1,3,1,100000003,610000005366,
158,,Spine,5,2,Image 1,2,1,100000005,610000005369,
322,,Spine,5,1,Image 1,1,1,100000005,610000005374,
103,,Spine,5,1,Image 1,1,1,100000005,610000005377,
153,,Spine,5,2,Image 1,2,1,100000003,610000005380,
89,,Spine,5,12,Image 1,7,1,100000005,610000005382,
150,,Spine,5,2,Image 1,2,1,100000005,610000005385,
86,,Spine,5,4,Image 1,2,1,100000005,610000005387,
61,,Spine,5,2,Image 1,2,1,100000005,610000005389,
186,,Spine,5,10,Image 1,4,1,100000005,610000005393,
224,,Spine,5,9,Image 1,5,1,100000005,610000005396,
160,,Spine,5,2,Image 1,2,1,100000005,610000005399,
224,,Spine,5,6,Image 1,3,1,100000003,610000005402,
187,,Spine,5,5,Image 1,1,1,100000005,610000005405,
121,,Spine,5,5,Image 1,1,1,100000005,610000005407,
151,,Spine,5,5,Image 1,1,1,100000005,610000005409,
545,,Spine,5,0,Image 1,1,1,100000003,610000005414,
89,,Spine,5,8,Image 1,3,1,100000004,610000005416,
172,,Spine,5,3,Image 1,1,1,100000005,610000005418,
123,,Spine,5,0,Image 1,1,1,100000004,610000005422,
175,,Spine,5,3,Image 1,1,1,100000005,610000005424,
175,,Spine,5,1,Image 1,1,1,100000003,610000005427,
139,,Spine,5,1,Image 1,1,1,100000005,610000005429,
129,,Spine,5,5,Image 1,2,1,100000005,610000005431,
133,,Spine,5,0,Image 1,1,1,100000004,610000005433,
345,,Spine,5,0,Image 1,1,1,100000003,610000005439,
218,,Spine,5,0,Image 1,1,1,100000004,610000005444,
236,,Spine,5,0,Image 1,1,1,100000004,610000005450,
105,,Spine,5,0,Image 1,1,1,100000003,610000005452,
111,,Spine,5,0,Image 1,1,1,100000003,610000005456,
481,,Spine,5,3,Image 1,3,1,100000003,610000005466,
168,,Spine,5,1,Image 1,2,1,100000004,610000005469,
287,,Spine,5,1,Image 1,1,1,100000005,610000005471,
141,,Spine,5,0,Image 1,1,1,100000003,610000005474,
255,,Spine,5,1,Image 1,2,1,100000003,610000005476,
198,,Spine,5,0,Image 1,1,1,100000003,610000005479,
153,,Spine,5,0,Image 1,1,1,100000003,610000005481,
196,,Spine,5,0,Image 1,1,1,100000003,610000005483,
196,,Spine,5,0,Image 1,1,1,100000003,610000005486,
145,,Spine,5,2,Image 1,2,1,100000005,610000005489,
199,,Spine,5,3,Image 1,3,1,100000003,610000005491,
184,,Spine,5,0,Image 1,1,1,100000003,610000005493,
320,,Spine,5,0,Image 1,1,1,100000003,610000005497,
138,,Spine,5,0,Image 1,1,1,100000004,610000005500,
168,,Spine,5,2,Image 1,2,1,100000005,610000005502,
300,,Spine,5,0,Image 1,1,1,100000003,610000005507,
108,,Spine,5,0,Image 1,1,1,100000004,610000005510,
169,,Spine,5,0,Image 1,1,1,100000004,610000005513,
234,,Spine,5,0,Image 1,1,1,100000003,610000005515,
224,,Spine,5,0,Image 1,1,1,100000003,610000005517,
145,,Spine,5,0,Image 1,1,1,100000003,610000005519,
160,,Spine,5,4,Image 1,2,1,100000005,610000005521,
159,,Spine,5,0,Image 1,1,1,100000003,610000005523,
240,,Spine,5,6,Image 1,4,1,100000003,610000005526,
238,,Spine,5,0,Image 1,1,1,100000003,610000005532,
238,,Spine,5,0,Image 1,1,1,100000003,610000005541,
247,,Spine,5,3,Image 1,3,1,100000003,610000005544,
196,,Spine,5,0,Image 1,1,1,100000003,610000005551,
169,,Spine,5,0,Image 1,1,1,100000003,610000005555,
273,,Spine,5,0,Image 1,1,1,100000003,610000005573,
106,,Spine,5,4,Image 1,4,1,100000003,610000005580,
165,,Spine,5,0,Image 1,1,1,100000003,610000005586,
131,,Spine,5,0,Image 1,1,1,100000003,610000005587,
70,,Spine,5,3,Image 1,1,1,100000003,610000005590,
64,,Spine,5,4,Image 1,4,1,100000003,610000005591,
81,,Spine,5,3,Image 1,3,1,100000003,610000005592,
39,,Spine,5,10,Image 1,2,1,100000004,610000005613,
99,,Spine,5,10,Image 1,3,1,100000004,610000005614,
84,,Spine,5,8,Image 1,3,1,100000004,610000005615,
170,,Spine,5,4,Image 1,2,1,100000004,610000005616,
125,,Spine,5,2,Image 1,1,1,100000004,610000005617,
24,,Spine,5,3,Image 1,2,1,100000004,610000005618,
90,,Spine,5,3,Image 1,2,1,100000004,610000005619,
77,,Spine,5,3,Image 1,2,1,100000004,610000005620,
45,,Spine,5,1,Image 1,2,1,100000004,610000005621,
58,,Spine,5,10,Image 1,7,1,100000005,610000005627,
66,,Spine,5,9,Image 1,5,1,100000005,610000005628,
96,,Spine,5,6,Image 1,4,1,100000005,610000005629,
16,,Spine,5,4,Image 1,3,1,100000005,610000005630,
37,,Spine,5,4,Image 1,3,1,100000005,610000005631,
121,,Spine,5,4,Image 1,3,1,100000005,610000005632,
84,,Spine,5,4,Image 1,3,1,100000005,610000005633,
89,,Spine,5,3,Image 1,3,1,100000005,610000005634,
125,,Spine,5,3,Image 1,3,1,100000005,610000005635,
72,,Spine,5,13,Image 1,6,1,100000005,610000005636,
165,,Spine,5,9,Image 1,4,1,100000005,610000005637,
92,,Spine,5,11,Image 1,6,1,100000005,610000005638,
24,,Spine,5,8,Image 1,5,1,100000005,610000005639,
51,,Spine,5,7,Image 1,4,1,100000005,610000005640,
104,,Spine,5,4,Image 1,2,1,100000005,610000005641,
88,,Spine,5,1,Image 1,2,1,100000005,610000005642,
89,,Spine,5,1,Image 1,2,1,100000005,610000005643,
108,,Spine,5,2,Image 1,2,1,100000005,610000005644,
