
Soma Ellipsoid Axis C
 ==================== 
Soma Ellipsoid Axis C X,Soma Ellipsoid Axis C Y,Soma Ellipsoid Axis C Z,Unit,Category,Collection,Time,FilamentID,ID,
0.897827,-0.33101,0.290412,µm,Soma,Soma Ellipsoid Axis C,1,100000000,800000000,
0.0941654,0.533491,-0.840548,µm,Soma,Soma Ellipsoid Axis C,1,100000001,800000001,
-0.0893674,-0.580914,0.809044,µm,Soma,Soma Ellipsoid Axis C,1,100000002,800000002,
-0.978107,-0.0440257,0.203394,µm,Soma,Soma Ellipsoid Axis C,1,100000003,800000003,
