
Area
 ==================== 
Area,Unit,Category,Time,ID,
2076.3,µm^2,Surface,1,0,
2772.49,µm^2,Surface,1,1,
2524.38,µm^2,Surface,1,2,
1890.87,µm^2,Surface,1,3,
