
Spine Intensity Min Ch=1 Img=1
 ==================== 
Spine Intensity Min,Unit,Category,Channel,Depth,Image,Level,Time,FilamentID,ID,
0,,Spine,1,3,Image 1,3,1,100000000,610000002460,
0,,Spine,1,3,Image 1,3,1,100000000,610000002477,
0,,Spine,1,3,Image 1,3,1,100000000,610000002487,
1,,Spine,1,4,Image 1,2,1,100000003,610000002501,
1,,Spine,1,4,Image 1,2,1,100000003,610000002510,
1,,Spine,1,2,Image 1,3,1,100000000,610000002517,
0,,Spine,1,2,Image 1,3,1,100000000,610000002529,
1,,Spine,1,1,Image 1,1,1,100000000,610000002538,
1,,Spine,1,1,Image 1,1,1,100000000,610000002546,
1,,Spine,1,0,Image 1,1,1,100000001,610000002553,
2,,Spine,1,2,Image 1,3,1,100000002,610000002567,
7,,Spine,1,2,Image 1,3,1,100000002,610000002580,
0,,Spine,1,0,Image 1,1,1,100000000,610000002591,
2,,Spine,1,4,Image 1,2,1,100000003,610000002595,
24,,Spine,1,2,Image 1,3,1,100000002,610000002606,
10,,Spine,1,0,Image 1,1,1,100000000,610000002610,
5,,Spine,1,0,Image 1,1,1,100000003,610000002613,
15,,Spine,1,2,Image 1,3,1,100000001,610000002615,
42,,Spine,1,0,Image 1,1,1,100000000,610000002619,
11,,Spine,1,0,Image 1,1,1,100000003,610000002622,
4,,Spine,1,0,Image 1,1,1,100000003,610000002626,
21,,Spine,1,2,Image 1,3,1,100000001,610000002629,
28,,Spine,1,2,Image 1,3,1,100000001,610000002631,
22,,Spine,1,0,Image 1,1,1,100000000,610000002635,
17,,Spine,1,3,Image 1,2,1,100000000,610000002654,
7,,Spine,1,1,Image 1,1,1,100000000,610000002655,
29,,Spine,1,0,Image 1,1,1,100000000,610000002656,
3,,Spine,1,0,Image 1,1,1,100000000,610000002657,
27,,Spine,1,0,Image 1,1,1,100000000,610000002658,
26,,Spine,1,0,Image 1,1,1,100000000,610000002659,
34,,Spine,1,0,Image 1,1,1,100000000,610000002660,
16,,Spine,1,1,Image 1,2,1,100000000,610000002661,
10,,Spine,1,0,Image 1,1,1,100000000,610000002662,
6,,Spine,1,1,Image 1,1,1,100000001,610000002663,
19,,Spine,1,2,Image 1,3,1,100000001,610000002670,
4,,Spine,1,1,Image 1,2,1,100000001,610000002671,
2,,Spine,1,0,Image 1,1,1,100000001,610000002672,
7,,Spine,1,4,Image 1,2,1,100000003,610000002675,
7,,Spine,1,2,Image 1,1,1,100000003,610000002676,
13,,Spine,1,2,Image 1,1,1,100000003,610000002677,
18,,Spine,1,0,Image 1,1,1,100000003,610000002678,
