
Spine Attachment Pt Position Y
 ==================== 
Spine Attachment Pt Position Y,Unit,Category,Collection,Depth,Level,Time,FilamentID,ID,
18984.9,µm,Spine,Spine Attachment Pt Position,3,3,1,100000000,610000002460,
18988.8,µm,Spine,Spine Attachment Pt Position,3,3,1,100000000,610000002487,
18941.9,µm,Spine,Spine Attachment Pt Position,4,2,1,100000003,610000002510,
18953.6,µm,Spine,Spine Attachment Pt Position,2,3,1,100000000,610000002517,
18954.9,µm,Spine,Spine Attachment Pt Position,2,3,1,100000000,610000002529,
18966.7,µm,Spine,Spine Attachment Pt Position,1,1,1,100000000,610000002546,
19033.5,µm,Spine,Spine Attachment Pt Position,0,1,1,100000001,610000002553,
18936.4,µm,Spine,Spine Attachment Pt Position,4,2,1,100000003,610000002595,
18969.8,µm,Spine,Spine Attachment Pt Position,0,1,1,100000000,610000002610,
18936.1,µm,Spine,Spine Attachment Pt Position,0,1,1,100000003,610000002613,
18936.4,µm,Spine,Spine Attachment Pt Position,0,1,1,,610000002679,
18968,µm,Spine,Spine Attachment Pt Position,1,1,1,,610000002679,
19035.8,µm,Spine,Spine Attachment Pt Position,0,1,1,,610000002680,
18936.4,µm,Spine,Spine Attachment Pt Position,2,1,1,,610000002680,
18961.1,µm,Spine,Spine Attachment Pt Position,3,2,1,,610000002680,
18978.7,µm,Spine,Spine Attachment Pt Position,0,1,1,,610000002681,
18936.3,µm,Spine,Spine Attachment Pt Position,2,1,1,,610000002681,
19038.3,µm,Spine,Spine Attachment Pt Position,1,2,1,,610000002681,
19046.3,µm,Spine,Spine Attachment Pt Position,2,3,1,,610000002682,
18945.4,µm,Spine,Spine Attachment Pt Position,4,2,1,,610000002682,
18973.2,µm,Spine,Spine Attachment Pt Position,0,1,1,,610000002683,
18970.9,µm,Spine,Spine Attachment Pt Position,0,1,1,,610000002684,
18968.6,µm,Spine,Spine Attachment Pt Position,1,2,1,,610000002686,
18969,µm,Spine,Spine Attachment Pt Position,0,1,1,,610000002687,
