
Spine Center Intensity StdDev Ch=3 Img=1
 ==================== 
Spine Center Intensity StdDev,Unit,Category,Channel,Depth,Image,Level,Time,FilamentID,ID,
0,,Spine,3,3,Image 1,3,1,100000000,610000002460,
0,,Spine,3,3,Image 1,3,1,100000000,610000002477,
0,,Spine,3,3,Image 1,3,1,100000000,610000002487,
0,,Spine,3,4,Image 1,2,1,100000003,610000002501,
0,,Spine,3,4,Image 1,2,1,100000003,610000002510,
0,,Spine,3,2,Image 1,3,1,100000000,610000002517,
0,,Spine,3,2,Image 1,3,1,100000000,610000002529,
0,,Spine,3,1,Image 1,1,1,100000000,610000002538,
0,,Spine,3,1,Image 1,1,1,100000000,610000002546,
0,,Spine,3,0,Image 1,1,1,100000001,610000002553,
0,,Spine,3,2,Image 1,3,1,100000002,610000002567,
0,,Spine,3,2,Image 1,3,1,100000002,610000002580,
3.44976,,Spine,3,0,Image 1,1,1,100000000,610000002591,
0,,Spine,3,4,Image 1,2,1,100000003,610000002595,
0,,Spine,3,2,Image 1,3,1,100000002,610000002606,
0,,Spine,3,0,Image 1,1,1,100000000,610000002610,
0,,Spine,3,0,Image 1,1,1,100000003,610000002613,
0,,Spine,3,2,Image 1,3,1,100000001,610000002615,
0,,Spine,3,0,Image 1,1,1,100000000,610000002619,
0,,Spine,3,0,Image 1,1,1,100000003,610000002622,
0,,Spine,3,0,Image 1,1,1,100000003,610000002626,
0,,Spine,3,2,Image 1,3,1,100000001,610000002629,
0,,Spine,3,2,Image 1,3,1,100000001,610000002631,
0,,Spine,3,0,Image 1,1,1,100000000,610000002635,
0,,Spine,3,3,Image 1,2,1,100000000,610000002654,
0,,Spine,3,1,Image 1,1,1,100000000,610000002655,
0,,Spine,3,0,Image 1,1,1,100000000,610000002656,
0,,Spine,3,0,Image 1,1,1,100000000,610000002657,
0,,Spine,3,0,Image 1,1,1,100000000,610000002658,
0,,Spine,3,0,Image 1,1,1,100000000,610000002659,
0,,Spine,3,0,Image 1,1,1,100000000,610000002660,
0,,Spine,3,1,Image 1,2,1,100000000,610000002661,
0,,Spine,3,0,Image 1,1,1,100000000,610000002662,
0,,Spine,3,1,Image 1,1,1,100000001,610000002663,
0,,Spine,3,2,Image 1,3,1,100000001,610000002670,
17,,Spine,3,1,Image 1,2,1,100000001,610000002671,
0,,Spine,3,0,Image 1,1,1,100000001,610000002672,
0,,Spine,3,4,Image 1,2,1,100000003,610000002675,
0,,Spine,3,2,Image 1,1,1,100000003,610000002676,
0,,Spine,3,2,Image 1,1,1,100000003,610000002677,
0,,Spine,3,0,Image 1,1,1,100000003,610000002678,
