
Segment Center Intensity Min Ch=5 Img=1
 ==================== 
Segment Center Intensity Min,Unit,Category,Channel,Depth,Image,Level,Time,FilamentID,ID,
0,,Segment,5,3,Image 1,3,1,100000002,510000000048,
19,,Segment,5,2,Image 1,3,1,100000002,510000000077,
16,,Segment,5,1,Image 1,2,1,100000002,510000000109,
0,,Segment,5,0,Image 1,1,1,100000002,510000000132,
0,,Segment,5,1,Image 1,2,1,100000002,510000000184,
0,,Segment,5,0,Image 1,1,1,100000002,510000000246,
0,,Segment,5,3,Image 1,3,1,100000002,510000000295,
0,,Segment,5,2,Image 1,2,1,100000002,510000000319,
0,,Segment,5,1,Image 1,1,1,100000002,510000000331,
0,,Segment,5,2,Image 1,3,1,100000000,510000000412,
0,,Segment,5,1,Image 1,2,1,100000000,510000000420,
36,,Segment,5,0,Image 1,1,1,100000000,510000000446,
0,,Segment,5,4,Image 1,2,1,100000001,510000000481,
15,,Segment,5,3,Image 1,1,1,100000001,510000000520,
47,,Segment,5,2,Image 1,1,1,100000001,510000000537,
0,,Segment,5,1,Image 1,1,1,100000001,510000000584,
117,,Segment,5,0,Image 1,1,1,100000001,510000000597,
17,,Segment,5,3,Image 1,2,1,100000002,510000000620,
0,,Segment,5,2,Image 1,1,1,100000002,510000000648,
0,,Segment,5,3,Image 1,2,1,100000000,510000000666,
0,,Segment,5,2,Image 1,2,1,100000001,510000000702,
30,,Segment,5,1,Image 1,1,1,100000001,510000000705,
43,,Segment,5,0,Image 1,1,1,100000001,510000000723,
0,,Segment,5,3,Image 1,3,1,100000002,510000000740,
5,,Segment,5,2,Image 1,2,1,100000002,510000000765,
0,,Segment,5,3,Image 1,3,1,100000000,510000000805,
20,,Segment,5,2,Image 1,2,1,100000000,510000000825,
0,,Segment,5,1,Image 1,2,1,100000000,510000000855,
0,,Segment,5,0,Image 1,1,1,100000000,510000000890,
0,,Segment,5,2,Image 1,3,1,100000001,510000000907,
0,,Segment,5,1,Image 1,2,1,100000001,510000000956,
19,,Segment,5,0,Image 1,1,1,100000001,510000001000,
37,,Segment,5,1,Image 1,1,1,100000003,510000001002,
0,,Segment,5,0,Image 1,1,1,100000003,510000001114,
75,,Segment,5,1,Image 1,2,1,100000003,510000001130,
59,,Segment,5,2,Image 1,2,1,100000001,510000001133,
0,,Segment,5,2,Image 1,3,1,100000003,510000001218,
75,,Segment,5,1,Image 1,2,1,100000003,510000001229,
30,,Segment,5,0,Image 1,1,1,100000003,510000001252,
