
Segment Intensity Mean Ch=3 Img=1
 ==================== 
Segment Intensity Mean,Unit,Category,Channel,Depth,Image,Level,Time,FilamentID,ID,
0,,Segment,3,3,Image 1,3,1,100000002,510000000048,
0,,Segment,3,2,Image 1,3,1,100000002,510000000077,
0,,Segment,3,1,Image 1,2,1,100000002,510000000109,
0,,Segment,3,0,Image 1,1,1,100000002,510000000132,
3.60256,,Segment,3,1,Image 1,2,1,100000002,510000000184,
0,,Segment,3,0,Image 1,1,1,100000002,510000000246,
0,,Segment,3,3,Image 1,3,1,100000002,510000000295,
0,,Segment,3,2,Image 1,2,1,100000002,510000000319,
8.32283,,Segment,3,1,Image 1,1,1,100000002,510000000331,
1.53181,,Segment,3,2,Image 1,3,1,100000000,510000000412,
0,,Segment,3,1,Image 1,2,1,100000000,510000000420,
40.64,,Segment,3,0,Image 1,1,1,100000000,510000000446,
0,,Segment,3,4,Image 1,2,1,100000001,510000000481,
0.108268,,Segment,3,3,Image 1,1,1,100000001,510000000520,
0,,Segment,3,2,Image 1,1,1,100000001,510000000537,
0,,Segment,3,1,Image 1,1,1,100000001,510000000584,
0,,Segment,3,0,Image 1,1,1,100000001,510000000597,
0,,Segment,3,3,Image 1,2,1,100000002,510000000620,
0,,Segment,3,2,Image 1,1,1,100000002,510000000648,
3.90789,,Segment,3,3,Image 1,2,1,100000000,510000000666,
0.943741,,Segment,3,2,Image 1,2,1,100000001,510000000702,
0,,Segment,3,1,Image 1,1,1,100000001,510000000705,
28.5511,,Segment,3,0,Image 1,1,1,100000001,510000000723,
0,,Segment,3,3,Image 1,3,1,100000002,510000000740,
0,,Segment,3,2,Image 1,2,1,100000002,510000000765,
0,,Segment,3,3,Image 1,3,1,100000000,510000000805,
0,,Segment,3,2,Image 1,2,1,100000000,510000000825,
0.0484582,,Segment,3,1,Image 1,2,1,100000000,510000000855,
0,,Segment,3,0,Image 1,1,1,100000000,510000000890,
12.5326,,Segment,3,2,Image 1,3,1,100000001,510000000907,
5.94866,,Segment,3,1,Image 1,2,1,100000001,510000000956,
0,,Segment,3,0,Image 1,1,1,100000001,510000001000,
0,,Segment,3,1,Image 1,1,1,100000003,510000001002,
0,,Segment,3,0,Image 1,1,1,100000003,510000001114,
0,,Segment,3,1,Image 1,2,1,100000003,510000001130,
1.42593,,Segment,3,2,Image 1,2,1,100000001,510000001133,
0.255537,,Segment,3,2,Image 1,3,1,100000003,510000001218,
0.253676,,Segment,3,1,Image 1,2,1,100000003,510000001229,
1.60542,,Segment,3,0,Image 1,1,1,100000003,510000001252,
11.1869,,Segment,3,0,Image 1,1,1,100000000,510000001329,
0,,Segment,3,4,Image 1,3,1,100000003,510000001355,
0,,Segment,3,3,Image 1,2,1,100000003,510000001367,
0,,Segment,3,2,Image 1,1,1,100000003,510000001379,
0,,Segment,3,1,Image 1,1,1,100000003,510000001383,
0.101551,,Segment,3,0,Image 1,1,1,100000003,510000001412,
1.43895,,Segment,3,4,Image 1,3,1,100000002,510000001434,
0,,Segment,3,3,Image 1,2,1,100000002,510000001439,
16.4569,,Segment,3,3,Image 1,4,1,100000002,510000001455,
0,,Segment,3,3,Image 1,2,1,100000001,510000001486,
0,,Segment,3,3,Image 1,3,1,100000000,510000001525,
0,,Segment,3,3,Image 1,2,1,100000000,510000001531,
32,,Segment,3,2,Image 1,3,1,100000000,510000001537,
0,,Segment,3,1,Image 1,2,1,100000001,510000001637,
33.7043,,Segment,3,0,Image 1,1,1,100000002,510000001653,
0,,Segment,3,4,Image 1,2,1,100000002,510000001667,
0,,Segment,3,4,Image 1,1,1,100000001,510000001676,
0,,Segment,3,2,Image 1,2,1,100000001,510000001680,
0.945425,,Segment,3,4,Image 1,2,1,100000003,510000001735,
0,,Segment,3,1,Image 1,1,1,100000002,510000001739,
0,,Segment,3,1,Image 1,2,1,100000001,510000001763,
0.782258,,Segment,3,0,Image 1,1,1,100000001,510000001790,
0.511278,,Segment,3,1,Image 1,1,1,100000000,510000001797,
0.234177,,Segment,3,0,Image 1,1,1,100000002,510000001817,
0,,Segment,3,4,Image 1,3,1,100000003,510000001823,
0.822485,,Segment,3,3,Image 1,3,1,100000003,510000001837,
0,,Segment,3,2,Image 1,2,1,100000003,510000001840,
0,,Segment,3,4,Image 1,4,1,100000003,510000001844,
10.7594,,Segment,3,0,Image 1,1,1,100000000,510000001853,
0,,Segment,3,4,Image 1,2,1,100000003,510000001920,
0,,Segment,3,3,Image 1,1,1,100000003,510000001929,
0,,Segment,3,4,Image 1,1,1,100000003,510000001932,
0,,Segment,3,2,Image 1,2,1,100000003,510000001937,
0,,Segment,3,1,Image 1,2,1,100000003,510000001947,
5.26991,,Segment,3,0,Image 1,1,1,100000002,510000001960,
0,,Segment,3,3,Image 1,1,1,100000001,510000001991,
0,,Segment,3,2,Image 1,1,1,100000001,510000002003,
6.16039,,Segment,3,1,Image 1,1,1,100000001,510000002053,
0,,Segment,3,3,Image 1,2,1,100000001,510000002056,
0,,Segment,3,4,Image 1,2,1,100000003,510000002066,
0,,Segment,3,3,Image 1,2,1,100000003,510000002068,
0,,Segment,3,2,Image 1,1,1,100000000,510000002090,
0,,Segment,3,1,Image 1,1,1,100000000,510000002098,
0,,Segment,3,0,Image 1,1,1,100000001,510000002127,
0.0726744,,Segment,3,1,Image 1,2,1,100000001,510000002154,
0,,Segment,3,2,Image 1,2,1,100000000,510000002168,
0,,Segment,3,1,Image 1,1,1,100000001,510000002174,
6.29508,,Segment,3,1,Image 1,1,1,100000000,510000002183,
28.1916,,Segment,3,0,Image 1,1,1,100000000,510000002197,
11.7333,,Segment,3,0,Image 1,1,1,100000000,510000002205,
134.386,,Segment,3,1,Image 1,2,1,100000000,510000002207,
14.0897,,Segment,3,0,Image 1,1,1,100000000,510000002212,
0,,Segment,3,0,Image 1,1,1,100000000,510000002239,
0,,Segment,3,1,Image 1,2,1,100000000,510000002251,
0,,Segment,3,0,Image 1,1,1,100000000,510000002255,
0,,Segment,3,1,Image 1,1,1,100000000,510000002258,
0,,Segment,3,0,Image 1,1,1,100000001,510000002288,
0,,Segment,3,2,Image 1,2,1,100000000,510000002289,
4,,Segment,3,1,Image 1,2,1,100000002,510000002293,
1.9,,Segment,3,1,Image 1,1,1,100000002,510000002294,
3.16974,,Segment,3,0,Image 1,1,1,100000002,510000002295,
0,,Segment,3,4,Image 1,3,1,100000003,510000002296,
0,,Segment,3,1,Image 1,1,1,100000003,510000002297,
