
Spine Part Volume
 ==================== 
Spine Part Volume Ground,Spine Part Volume Head,Spine Part Volume Neck,Unit,Category,Collection,Depth,Level,Time,FilamentID,ID,
0.527127,3.29014,0.369887,µm^3,Spine,Spine Part Volume,,,1,100000002,610000002567,
0.313463,3.29014,0.336861,µm^3,Spine,Spine Part Volume,,,1,100000002,610000002580,
1.00353,0.125699,0.39493,µm^3,Spine,Spine Part Volume,,,1,100000002,610000002606,
0.256807,0.186805,0.184084,µm^3,Spine,Spine Part Volume,0,1,1,100000001,610000002553,
0.251879,7.87783,1.56764,µm^3,Spine,Spine Part Volume,0,1,1,100000000,610000002591,
0.664558,0.0923381,0.168384,µm^3,Spine,Spine Part Volume,0,1,1,100000000,610000002610,
0.892903,0.223643,0,µm^3,Spine,Spine Part Volume,0,1,1,100000003,610000002613,
0.641276,0.0715533,0.287035,µm^3,Spine,Spine Part Volume,0,1,1,100000000,610000002619,
1.26608,0.295229,0,µm^3,Spine,Spine Part Volume,0,1,1,100000003,610000002622,
1.56327,0.585532,0.639033,µm^3,Spine,Spine Part Volume,0,1,1,100000003,610000002626,
0.634035,0.258743,0,µm^3,Spine,Spine Part Volume,0,1,1,100000000,610000002635,
3.54729,1.70108,0,µm^3,Spine,Spine Part Volume,0,1,1,100000000,610000002656,
0.805882,0.358085,0,µm^3,Spine,Spine Part Volume,0,1,1,100000000,610000002657,
0.334981,0.0833204,0,µm^3,Spine,Spine Part Volume,0,1,1,100000000,610000002658,
0.480437,0.0800406,0,µm^3,Spine,Spine Part Volume,0,1,1,100000000,610000002659,
0.39622,0.173824,0,µm^3,Spine,Spine Part Volume,0,1,1,100000000,610000002660,
0.865757,0.366004,0,µm^3,Spine,Spine Part Volume,0,1,1,100000000,610000002662,
0.188429,0.0214892,0,µm^3,Spine,Spine Part Volume,0,1,1,100000001,610000002672,
0.793608,0.439611,0,µm^3,Spine,Spine Part Volume,0,1,1,100000003,610000002678,
0.281124,0.330642,0.216322,µm^3,Spine,Spine Part Volume,1,1,1,100000000,610000002538,
0.282759,0.391119,0.103571,µm^3,Spine,Spine Part Volume,1,1,1,100000000,610000002546,
0.661446,0.0544402,0,µm^3,Spine,Spine Part Volume,1,1,1,100000000,610000002655,
1.08855,0.242685,0,µm^3,Spine,Spine Part Volume,1,1,1,100000001,610000002663,
0.775708,0.306888,0,µm^3,Spine,Spine Part Volume,1,2,1,100000000,610000002661,
0.544749,0.17026,0,µm^3,Spine,Spine Part Volume,1,2,1,100000001,610000002671,
0.536659,0.0885313,0,µm^3,Spine,Spine Part Volume,2,1,1,100000003,610000002676,
0.490453,0.124903,0,µm^3,Spine,Spine Part Volume,2,1,1,100000003,610000002677,
0.237096,0.280635,0.20653,µm^3,Spine,Spine Part Volume,2,3,1,100000000,610000002517,
0.339831,0.263597,0.112378,µm^3,Spine,Spine Part Volume,2,3,1,100000000,610000002529,
1.55712,0.703054,0,µm^3,Spine,Spine Part Volume,2,3,1,100000001,610000002615,
1.03329,1.53752,0,µm^3,Spine,Spine Part Volume,2,3,1,100000001,610000002629,
1.67685,0.98239,0,µm^3,Spine,Spine Part Volume,2,3,1,100000001,610000002631,
0.281872,0.151504,0,µm^3,Spine,Spine Part Volume,2,3,1,100000001,610000002670,
0.302699,0.0227155,0,µm^3,Spine,Spine Part Volume,3,2,1,100000000,610000002654,
0.454205,0.365055,0.396136,µm^3,Spine,Spine Part Volume,3,3,1,100000000,610000002460,
0.406417,0.200662,0.286704,µm^3,Spine,Spine Part Volume,3,3,1,100000000,610000002477,
0.329117,0.156131,0.149057,µm^3,Spine,Spine Part Volume,3,3,1,100000000,610000002487,
0.258278,0.684023,0.400334,µm^3,Spine,Spine Part Volume,4,2,1,100000003,610000002501,
0.220894,0.151302,0.134583,µm^3,Spine,Spine Part Volume,4,2,1,100000003,610000002510,
0.404611,0.23684,0,µm^3,Spine,Spine Part Volume,4,2,1,100000003,610000002595,
0.364328,0.0317129,0,µm^3,Spine,Spine Part Volume,4,2,1,100000003,610000002675,
