
Soma Intensity StdDev Ch=1 Img=1
 ==================== 
Soma Intensity StdDev,Unit,Category,Channel,Image,Time,FilamentID,ID,
34.5238,,Soma,1,Image 1,1,100000000,800000000,
30.3073,,Soma,1,Image 1,1,100000001,800000001,
31.3112,,Soma,1,Image 1,1,100000002,800000002,
36.2383,,Soma,1,Image 1,1,100000003,800000003,
