
Soma Position
 ==================== 
Soma Position X,Soma Position Y,Soma Position Z,Unit,Category,Collection,Time,FilamentID,ID,
3299.86,18971.2,1390.32,µm,Soma,Soma Position,1,100000000,800000000,
3267.3,19030.7,1389.96,µm,Soma,Soma Position,1,100000001,800000001,
3271.74,18964.3,1395.1,µm,Soma,Soma Position,1,100000002,800000002,
3339.53,18933.5,1399.17,µm,Soma,Soma Position,1,100000003,800000003,
