
Soma Ellipticity (prolate)
 ==================== 
Soma Ellipticity (prolate),Unit,Category,Time,FilamentID,ID,
0.546439,,Soma,1,100000000,800000000,
0.218714,,Soma,1,100000001,800000001,
0.394577,,Soma,1,100000002,800000002,
0.358798,,Soma,1,100000003,800000003,
