
Soma Center of Image Mass Ch=4 Img=1
 ==================== 
Soma Center of Image Mass X,Soma Center of Image Mass Y,Soma Center of Image Mass Z,Unit,Category,Channel,Collection,Image,Time,FilamentID,ID,
3301.03,18970.5,1391.34,µm,Soma,4,Soma Center of Image Mass,Image 1,1,100000000,800000000,
3266.42,19031.9,1390.82,µm,Soma,4,Soma Center of Image Mass,Image 1,1,100000001,800000001,
3272.3,18964.7,1395.1,µm,Soma,4,Soma Center of Image Mass,Image 1,1,100000002,800000002,
3340.52,18932.9,1398.53,µm,Soma,4,Soma Center of Image Mass,Image 1,1,100000003,800000003,
