
Intensity StdDev Ch=2 Img=1
 ==================== 
Intensity StdDev,Unit,Category,Channel,Image,Time,ID,
20.3475,,Surface,2,Image 1,1,0,
14.9259,,Surface,2,Image 1,1,1,
15.0098,,Surface,2,Image 1,1,2,
16.1322,,Surface,2,Image 1,1,3,
