
Spine Terminal Pt Position
 ==================== 
Spine Terminal Pt Position X,Spine Terminal Pt Position Y,Spine Terminal Pt Position Z,Unit,Category,Collection,Depth,Level,Time,FilamentID,ID,
3277.8,18964.7,1394.21,µm,Spine,Spine Terminal Pt Position,,,1,,610000002555,
3277.72,18964.8,1394.25,µm,Spine,Spine Terminal Pt Position,,,1,,610000002569,
3302.56,18966.8,1390.25,µm,Spine,Spine Terminal Pt Position,,,1,,610000002582,
3269.56,18963.2,1400.25,µm,Spine,Spine Terminal Pt Position,,,1,,610000002597,
3263.22,19035.8,1392.75,µm,Spine,Spine Terminal Pt Position,0,1,1,100000001,610000002553,
3294.89,18970.3,1387.75,µm,Spine,Spine Terminal Pt Position,0,1,1,100000000,610000002610,
3340.72,18936.2,1397.75,µm,Spine,Spine Terminal Pt Position,0,1,1,100000003,610000002613,
3295.39,18971.5,1388.75,µm,Spine,Spine Terminal Pt Position,0,1,1,100000000,610000002619,
3341.39,18936.2,1399.25,µm,Spine,Spine Terminal Pt Position,0,1,1,100000003,610000002622,
3341.56,18937,1399.25,µm,Spine,Spine Terminal Pt Position,0,1,1,100000003,610000002626,
3341.56,18936.5,1398.25,µm,Spine,Spine Terminal Pt Position,0,1,1,,610000002679,
3276.72,19035.2,1387.75,µm,Spine,Spine Terminal Pt Position,0,1,1,,610000002680,
3301.07,18978.7,1395.1,µm,Spine,Spine Terminal Pt Position,0,1,1,,610000002681,
3295.39,18973.3,1389.75,µm,Spine,Spine Terminal Pt Position,0,1,1,,610000002682,
3295.56,18972.7,1388.75,µm,Spine,Spine Terminal Pt Position,0,1,1,,610000002683,
3297.72,18968.2,1388.25,µm,Spine,Spine Terminal Pt Position,0,1,1,,610000002687,
3308.22,18967.7,1400.75,µm,Spine,Spine Terminal Pt Position,1,1,1,100000000,610000002538,
3307.89,18968.2,1400.75,µm,Spine,Spine Terminal Pt Position,1,1,1,100000000,610000002546,
3310.39,18968.2,1394.25,µm,Spine,Spine Terminal Pt Position,1,1,1,,610000002679,
3277.22,19037.7,1391.75,µm,Spine,Spine Terminal Pt Position,1,2,1,,610000002681,
3297.06,18967.8,1387.25,µm,Spine,Spine Terminal Pt Position,1,2,1,,610000002686,
3348.22,18936.3,1397.25,µm,Spine,Spine Terminal Pt Position,2,1,1,,610000002680,
3348.72,18936.8,1399.25,µm,Spine,Spine Terminal Pt Position,2,1,1,,610000002681,
3311.06,18951.3,1388.25,µm,Spine,Spine Terminal Pt Position,2,3,1,100000000,610000002517,
3314.56,18951.7,1401.25,µm,Spine,Spine Terminal Pt Position,2,3,1,100000000,610000002529,
3280.89,19046.4,1399.62,µm,Spine,Spine Terminal Pt Position,2,3,1,,610000002682,
3312.04,18961.6,1398.72,µm,Spine,Spine Terminal Pt Position,3,2,1,,610000002680,
3291.21,18982.8,1397.23,µm,Spine,Spine Terminal Pt Position,3,3,1,100000000,610000002460,
3288.39,18985.5,1399.25,µm,Spine,Spine Terminal Pt Position,3,3,1,100000000,610000002477,
3290.56,18985.5,1399.25,µm,Spine,Spine Terminal Pt Position,3,3,1,100000000,610000002487,
3356.22,18945,1389.24,µm,Spine,Spine Terminal Pt Position,4,2,1,100000003,610000002501,
3355.22,18943.3,1388.75,µm,Spine,Spine Terminal Pt Position,4,2,1,100000003,610000002510,
3356.72,18935.2,1398.25,µm,Spine,Spine Terminal Pt Position,4,2,1,100000003,610000002595,
3354.85,18944.8,1397.11,µm,Spine,Spine Terminal Pt Position,4,2,1,,610000002682,
