
Soma Sphericity
 ==================== 
Soma Sphericity,Unit,Category,Time,FilamentID,ID,
0.922008,,Soma,1,100000000,800000000,
0.832934,,Soma,1,100000001,800000001,
0.818682,,Soma,1,100000002,800000002,
