
Filament Position X
 ==================== 
Filament Position X,Unit,Category,Collection,Time,ID,
85.9985,µm,Filament,Filament Position,1,100000000,
42.4615,µm,Filament,Filament Position,1,100000001,
97.7001,µm,Filament,Filament Position,1,100000002,
