
Segment Area
 ==================== 
Segment Area,Unit,Category,Depth,Level,Time,FilamentID,ID,
13.2671,µm^2,Segment,12,3,1,100000002,510000000016,
9.05328,µm^2,Segment,11,2,1,100000002,510000000028,
9.7497,µm^2,Segment,10,2,1,100000002,510000000040,
33.3006,µm^2,Segment,9,1,1,100000002,510000000068,
13.2821,µm^2,Segment,8,1,1,100000002,510000000072,
17.5712,µm^2,Segment,7,1,1,100000002,510000000080,
46.2546,µm^2,Segment,6,1,1,100000002,510000000102,
14.5123,µm^2,Segment,5,1,1,100000002,510000000107,
5.44374,µm^2,Segment,3,1,1,100000002,510000000110,
4.05329,µm^2,Segment,2,1,1,100000002,510000000112,
25.5563,µm^2,Segment,1,1,1,100000002,510000000123,
9.38002,µm^2,Segment,0,1,1,100000002,510000000146,
25.9782,µm^2,Segment,7,3,1,100000001,510000000175,
3.73512,µm^2,Segment,6,2,1,100000001,510000000177,
4.78519,µm^2,Segment,5,2,1,100000001,510000000180,
38.2033,µm^2,Segment,4,2,1,100000001,510000000237,
27.5195,µm^2,Segment,3,1,1,100000001,510000000262,
14.1551,µm^2,Segment,2,1,1,100000001,510000000270,
6.07265,µm^2,Segment,1,1,1,100000001,510000000276,
2.27498,µm^2,Segment,0,1,1,100000001,510000000282,
21.7646,µm^2,Segment,3,2,1,100000002,510000000344,
5.18433,µm^2,Segment,2,1,1,100000002,510000000350,
18.7685,µm^2,Segment,1,1,1,100000002,510000000374,
13.3899,µm^2,Segment,0,1,1,100000002,510000000404,
18.5103,µm^2,Segment,7,4,1,100000000,510000000437,
29.5536,µm^2,Segment,6,3,1,100000000,510000000477,
7.48548,µm^2,Segment,5,2,1,100000000,510000000483,
4.60925,µm^2,Segment,4,2,1,100000000,510000000486,
10.3591,µm^2,Segment,3,2,1,100000000,510000000497,
2.56499,µm^2,Segment,2,1,1,100000000,510000000499,
19.7255,µm^2,Segment,1,1,1,100000000,510000000518,
