
Spine Center Intensity Min Ch=1 Img=1
 ==================== 
Spine Center Intensity Min,Unit,Category,Channel,Depth,Image,Level,Time,FilamentID,ID,
3,,Spine,1,7,Image 1,4,1,100000000,610000005300,
8,,Spine,1,4,Image 1,4,1,100000001,610000005306,
8,,Spine,1,4,Image 1,4,1,100000001,610000005310,
57,,Spine,1,3,Image 1,2,1,100000000,610000005314,
10,,Spine,1,0,Image 1,1,1,100000000,610000005321,
19,,Spine,1,0,Image 1,1,1,100000000,610000005330,
31,,Spine,1,0,Image 1,1,1,100000000,610000005335,
22,,Spine,1,0,Image 1,1,1,100000000,610000005339,
27,,Spine,1,0,Image 1,1,1,100000001,610000005344,
20,,Spine,1,1,Image 1,2,1,100000001,610000005347,
123,,Spine,1,0,Image 1,1,1,100000000,610000005355,
21,,Spine,1,8,Image 1,4,1,100000000,610000005358,
35,,Spine,1,6,Image 1,2,1,100000002,610000005364,
25,,Spine,1,0,Image 1,1,1,100000000,610000005366,
102,,Spine,1,0,Image 1,1,1,100000000,610000005374,
54,,Spine,1,6,Image 1,3,1,100000002,610000005377,
21,,Spine,1,5,Image 1,4,1,100000001,610000005379,
73,,Spine,1,10,Image 1,1,1,100000002,610000005382,
104,,Spine,1,0,Image 1,1,1,100000000,610000005389,
44,,Spine,1,2,Image 1,2,1,100000000,610000005392,
123,,Spine,1,6,Image 1,2,1,100000002,610000005397,
33,,Spine,1,1,Image 1,2,1,100000002,610000005400,
14,,Spine,1,6,Image 1,3,1,100000000,610000005403,
27,,Spine,1,14,Image 1,3,1,100000002,610000005408,
30,,Spine,1,11,Image 1,6,1,100000001,610000005410,
73,,Spine,1,3,Image 1,1,1,100000001,610000005414,
75,,Spine,1,8,Image 1,1,1,100000002,610000005416,
32,,Spine,1,1,Image 1,2,1,100000001,610000005418,
33,,Spine,1,2,Image 1,2,1,100000001,610000005422,
8,,Spine,1,2,Image 1,2,1,100000001,610000005424,
73,,Spine,1,3,Image 1,1,1,100000001,610000005428,
11,,Spine,1,2,Image 1,2,1,100000001,610000005434,
26,,Spine,1,1,Image 1,1,1,100000002,610000005438,
73,,Spine,1,3,Image 1,1,1,100000001,610000005442,
33,,Spine,1,4,Image 1,4,1,100000001,610000005444,
21,,Spine,1,1,Image 1,1,1,100000000,610000005450,
35,,Spine,1,4,Image 1,2,1,100000002,610000005453,
17,,Spine,1,13,Image 1,2,1,100000002,610000005456,
112,,Spine,1,0,Image 1,1,1,100000002,610000005462,
73,,Spine,1,3,Image 1,1,1,100000001,610000005466,
164,,Spine,1,6,Image 1,2,1,100000002,610000005473,
64,,Spine,1,2,Image 1,2,1,100000002,610000005479,
30,,Spine,1,2,Image 1,2,1,100000001,610000005482,
118,,Spine,1,6,Image 1,4,1,100000001,610000005492,
79,,Spine,1,0,Image 1,1,1,100000000,610000005496,
33,,Spine,1,2,Image 1,1,1,100000001,610000005507,
158,,Spine,1,0,Image 1,1,1,100000000,610000005510,
124,,Spine,1,0,Image 1,1,1,100000000,610000005532,
29,,Spine,1,10,Image 1,3,1,100000000,610000005553,
29,,Spine,1,10,Image 1,3,1,100000000,610000005554,
31,,Spine,1,9,Image 1,3,1,100000000,610000005555,
39,,Spine,1,8,Image 1,4,1,100000000,610000005556,
83,,Spine,1,6,Image 1,3,1,100000000,610000005557,
60,,Spine,1,7,Image 1,3,1,100000000,610000005558,
26,,Spine,1,6,Image 1,2,1,100000000,610000005559,
28,,Spine,1,5,Image 1,2,1,100000000,610000005560,
12,,Spine,1,1,Image 1,2,1,100000000,610000005561,
14,,Spine,1,3,Image 1,2,1,100000000,610000005562,
36,,Spine,1,4,Image 1,3,1,100000000,610000005563,
98,,Spine,1,0,Image 1,1,1,100000000,610000005564,
130,,Spine,1,0,Image 1,1,1,100000000,610000005565,
71,,Spine,1,9,Image 1,5,1,100000000,610000005567,
44,,Spine,1,8,Image 1,4,1,100000000,610000005568,
23,,Spine,1,6,Image 1,3,1,100000000,610000005569,
29,,Spine,1,5,Image 1,2,1,100000000,610000005570,
83,,Spine,1,5,Image 1,3,1,100000000,610000005571,
84,,Spine,1,2,Image 1,2,1,100000000,610000005572,
65,,Spine,1,2,Image 1,2,1,100000000,610000005573,
149,,Spine,1,0,Image 1,1,1,100000000,610000005574,
68,,Spine,1,1,Image 1,1,1,100000001,610000005575,
88,,Spine,1,1,Image 1,1,1,100000001,610000005576,
14,,Spine,1,1,Image 1,2,1,100000001,610000005577,
11,,Spine,1,0,Image 1,1,1,100000001,610000005578,
29,,Spine,1,0,Image 1,1,1,100000001,610000005579,
4,,Spine,1,0,Image 1,1,1,100000001,610000005581,
55,,Spine,1,2,Image 1,2,1,100000001,610000005582,
76,,Spine,1,5,Image 1,1,1,100000001,610000005583,
69,,Spine,1,5,Image 1,2,1,100000001,610000005584,
64,,Spine,1,3,Image 1,2,1,100000001,610000005585,
91,,Spine,1,1,Image 1,1,1,100000001,610000005586,
157,,Spine,1,1,Image 1,1,1,100000001,610000005587,
14,,Spine,1,6,Image 1,4,1,100000001,610000005588,
51,,Spine,1,2,Image 1,2,1,100000001,610000005589,
17,,Spine,1,2,Image 1,2,1,100000001,610000005590,
42,,Spine,1,6,Image 1,4,1,100000001,610000005592,
35,,Spine,1,6,Image 1,5,1,100000001,610000005593,
23,,Spine,1,5,Image 1,4,1,100000001,610000005594,
54,,Spine,1,2,Image 1,2,1,100000001,610000005595,
78,,Spine,1,2,Image 1,2,1,100000001,610000005596,
22,,Spine,1,1,Image 1,1,1,100000001,610000005597,
64,,Spine,1,2,Image 1,2,1,100000001,610000005598,
39,,Spine,1,2,Image 1,2,1,100000001,610000005599,
31,,Spine,1,1,Image 1,2,1,100000001,610000005600,
106,,Spine,1,13,Image 1,2,1,100000002,610000005602,
62,,Spine,1,12,Image 1,3,1,100000002,610000005603,
9,,Spine,1,12,Image 1,3,1,100000002,610000005604,
23,,Spine,1,12,Image 1,3,1,100000002,610000005605,
37,,Spine,1,13,Image 1,2,1,100000002,610000005606,
119,,Spine,1,15,Image 1,1,1,100000002,610000005607,
38,,Spine,1,14,Image 1,2,1,100000002,610000005608,
64,,Spine,1,13,Image 1,1,1,100000002,610000005609,
51,,Spine,1,10,Image 1,1,1,100000002,610000005610,
59,,Spine,1,10,Image 1,1,1,100000002,610000005611,
78,,Spine,1,9,Image 1,1,1,100000002,610000005612,
38,,Spine,1,7,Image 1,2,1,100000002,610000005613,
52,,Spine,1,7,Image 1,2,1,100000002,610000005614,
110,,Spine,1,6,Image 1,1,1,100000002,610000005615,
