
Soma Area
 ==================== 
Soma Area,Unit,Category,Time,FilamentID,ID,
176.556,µm^2,Soma,1,100000000,800000000,
208.693,µm^2,Soma,1,100000001,800000001,
205.631,µm^2,Soma,1,100000002,800000002,
