
Spine Part Mean Diameter Ground
 ==================== 
Spine Part Mean Diameter Ground,Unit,Category,Collection,Depth,Level,Time,FilamentID,ID,
0.500333,µm,Spine,Spine Part Mean Diameter,7,4,1,100000000,610000005300,
0.691919,µm,Spine,Spine Part Mean Diameter,4,4,1,100000001,610000005306,
0.691919,µm,Spine,Spine Part Mean Diameter,4,4,1,100000001,610000005310,
0.512974,µm,Spine,Spine Part Mean Diameter,3,2,1,100000000,610000005314,
0.564236,µm,Spine,Spine Part Mean Diameter,0,1,1,100000000,610000005321,
0.810936,µm,Spine,Spine Part Mean Diameter,0,1,1,100000000,610000005330,
0.538915,µm,Spine,Spine Part Mean Diameter,0,1,1,100000000,610000005335,
0.905896,µm,Spine,Spine Part Mean Diameter,0,1,1,100000000,610000005339,
0.822394,µm,Spine,Spine Part Mean Diameter,0,1,1,100000001,610000005344,
1.07959,µm,Spine,Spine Part Mean Diameter,1,2,1,100000001,610000005347,
1.05556,µm,Spine,Spine Part Mean Diameter,0,1,1,100000000,610000005355,
0.935116,µm,Spine,Spine Part Mean Diameter,8,4,1,100000000,610000005358,
1.04153,µm,Spine,Spine Part Mean Diameter,6,2,1,100000002,610000005364,
1.22288,µm,Spine,Spine Part Mean Diameter,0,1,1,100000000,610000005366,
1.20303,µm,Spine,Spine Part Mean Diameter,0,1,1,100000000,610000005374,
0.733278,µm,Spine,Spine Part Mean Diameter,6,3,1,100000002,610000005377,
0.789907,µm,Spine,Spine Part Mean Diameter,5,4,1,100000001,610000005379,
1.05888,µm,Spine,Spine Part Mean Diameter,10,1,1,100000002,610000005382,
1.16987,µm,Spine,Spine Part Mean Diameter,0,1,1,100000000,610000005389,
0.975333,µm,Spine,Spine Part Mean Diameter,2,2,1,100000000,610000005392,
1.04153,µm,Spine,Spine Part Mean Diameter,6,2,1,100000002,610000005397,
1.00158,µm,Spine,Spine Part Mean Diameter,1,2,1,100000002,610000005400,
1.05077,µm,Spine,Spine Part Mean Diameter,6,3,1,100000000,610000005403,
0.973274,µm,Spine,Spine Part Mean Diameter,14,3,1,100000002,610000005408,
0.868688,µm,Spine,Spine Part Mean Diameter,11,6,1,100000001,610000005410,
1.53579,µm,Spine,Spine Part Mean Diameter,3,1,1,100000001,610000005414,
0.79676,µm,Spine,Spine Part Mean Diameter,8,1,1,100000002,610000005416,
0.951727,µm,Spine,Spine Part Mean Diameter,1,2,1,100000001,610000005418,
0.907132,µm,Spine,Spine Part Mean Diameter,2,2,1,100000001,610000005422,
0.939164,µm,Spine,Spine Part Mean Diameter,2,2,1,100000001,610000005424,
1.53579,µm,Spine,Spine Part Mean Diameter,3,1,1,100000001,610000005428,
0.884042,µm,Spine,Spine Part Mean Diameter,2,2,1,100000001,610000005434,
1.55116,µm,Spine,Spine Part Mean Diameter,1,1,1,100000002,610000005438,
1.5009,µm,Spine,Spine Part Mean Diameter,3,1,1,100000001,610000005442,
0.808343,µm,Spine,Spine Part Mean Diameter,4,4,1,100000001,610000005444,
1.2384,µm,Spine,Spine Part Mean Diameter,1,1,1,100000000,610000005450,
1.07985,µm,Spine,Spine Part Mean Diameter,4,2,1,100000002,610000005453,
1.1316,µm,Spine,Spine Part Mean Diameter,13,2,1,100000002,610000005456,
0.560588,µm,Spine,Spine Part Mean Diameter,4,2,1,100000002,610000005462,
1.50268,µm,Spine,Spine Part Mean Diameter,3,1,1,100000001,610000005466,
1.04146,µm,Spine,Spine Part Mean Diameter,6,2,1,100000002,610000005473,
1.51646,µm,Spine,Spine Part Mean Diameter,2,2,1,100000002,610000005479,
1.00029,µm,Spine,Spine Part Mean Diameter,2,2,1,100000001,610000005482,
1.16575,µm,Spine,Spine Part Mean Diameter,6,4,1,100000001,610000005492,
1.46129,µm,Spine,Spine Part Mean Diameter,0,1,1,100000000,610000005496,
1.75451,µm,Spine,Spine Part Mean Diameter,2,1,1,100000001,610000005507,
1.69632,µm,Spine,Spine Part Mean Diameter,0,1,1,100000000,610000005510,
1.37036,µm,Spine,Spine Part Mean Diameter,0,1,1,100000000,610000005532,
0.953386,µm,Spine,Spine Part Mean Diameter,10,3,1,100000000,610000005553,
0.98763,µm,Spine,Spine Part Mean Diameter,10,3,1,100000000,610000005554,
1.05286,µm,Spine,Spine Part Mean Diameter,9,3,1,100000000,610000005555,
0.622874,µm,Spine,Spine Part Mean Diameter,8,4,1,100000000,610000005556,
