
Segment Intensity Median Ch=5 Img=1
 ==================== 
Segment Intensity Median,Unit,Category,Channel,Depth,Image,Level,Time,FilamentID,ID,
2.00781,,Segment,5,12,Image 1,3,1,100000002,510000000016,
3.00781,,Segment,5,11,Image 1,2,1,100000002,510000000028,
3.00781,,Segment,5,10,Image 1,2,1,100000002,510000000040,
3.01562,,Segment,5,9,Image 1,1,1,100000002,510000000068,
4.01562,,Segment,5,8,Image 1,1,1,100000002,510000000072,
4.01562,,Segment,5,7,Image 1,1,1,100000002,510000000080,
3.03125,,Segment,5,6,Image 1,1,1,100000002,510000000102,
3.00781,,Segment,5,5,Image 1,1,1,100000002,510000000107,
3.00781,,Segment,5,3,Image 1,1,1,100000002,510000000110,
3.00781,,Segment,5,2,Image 1,1,1,100000002,510000000112,
3.00781,,Segment,5,1,Image 1,1,1,100000002,510000000123,
3.00781,,Segment,5,0,Image 1,1,1,100000002,510000000146,
2.00781,,Segment,5,7,Image 1,3,1,100000001,510000000175,
3.00781,,Segment,5,6,Image 1,2,1,100000001,510000000177,
3.00781,,Segment,5,5,Image 1,2,1,100000001,510000000180,
3.01562,,Segment,5,4,Image 1,2,1,100000001,510000000237,
3.01562,,Segment,5,3,Image 1,1,1,100000001,510000000262,
3.00781,,Segment,5,2,Image 1,1,1,100000001,510000000270,
3.00781,,Segment,5,1,Image 1,1,1,100000001,510000000276,
2.00781,,Segment,5,0,Image 1,1,1,100000001,510000000282,
2.01562,,Segment,5,3,Image 1,2,1,100000002,510000000344,
4.00781,,Segment,5,2,Image 1,1,1,100000002,510000000350,
3.00781,,Segment,5,1,Image 1,1,1,100000002,510000000374,
3.00781,,Segment,5,0,Image 1,1,1,100000002,510000000404,
0.0078125,,Segment,5,7,Image 1,4,1,100000000,510000000437,
3.01562,,Segment,5,6,Image 1,3,1,100000000,510000000477,
3.00781,,Segment,5,5,Image 1,2,1,100000000,510000000483,
3.00781,,Segment,5,4,Image 1,2,1,100000000,510000000486,
3.00781,,Segment,5,3,Image 1,2,1,100000000,510000000497,
3.00781,,Segment,5,2,Image 1,1,1,100000000,510000000499,
3.01562,,Segment,5,1,Image 1,1,1,100000000,510000000518,
3.03125,,Segment,5,0,Image 1,1,1,100000000,510000000544,
2.00781,,Segment,5,12,Image 1,3,1,100000002,510000000560,
2.00781,,Segment,5,11,Image 1,2,1,100000002,510000000604,
3.00781,,Segment,5,10,Image 1,1,1,100000002,510000000651,
3.00781,,Segment,5,11,Image 1,6,1,100000001,510000000680,
3.01562,,Segment,5,9,Image 1,5,1,100000001,510000000697,
2.01562,,Segment,5,8,Image 1,4,1,100000001,510000000708,
5.00781,,Segment,5,7,Image 1,4,1,100000001,510000000710,
3.00781,,Segment,5,6,Image 1,3,1,100000001,510000000728,
1.00781,,Segment,5,13,Image 1,3,1,100000002,510000000732,
3.00781,,Segment,5,12,Image 1,2,1,100000002,510000000734,
4.00781,,Segment,5,13,Image 1,2,1,100000002,510000000739,
2.00781,,Segment,5,4,Image 1,3,1,100000000,510000000762,
2.01562,,Segment,5,3,Image 1,2,1,100000000,510000000891,
2.00781,,Segment,5,2,Image 1,1,1,100000000,510000000908,
3.01562,,Segment,5,1,Image 1,1,1,100000000,510000000942,
3.00781,,Segment,5,0,Image 1,1,1,100000000,510000000953,
3.00781,,Segment,5,4,Image 1,2,1,100000000,510000000963,
1.00781,,Segment,5,10,Image 1,5,1,100000000,510000000988,
3.00391,,Segment,5,9,Image 1,4,1,100000000,510000000991,
3.00781,,Segment,5,8,Image 1,4,1,100000000,510000000994,
3.00781,,Segment,5,7,Image 1,4,1,100000000,510000000996,
3.00781,,Segment,5,6,Image 1,3,1,100000000,510000001002,
3.00781,,Segment,5,5,Image 1,2,1,100000000,510000001008,
3.00781,,Segment,5,4,Image 1,2,1,100000000,510000001013,
3.01562,,Segment,5,3,Image 1,2,1,100000000,510000001057,
3.00781,,Segment,5,2,Image 1,2,1,100000000,510000001084,
3.03125,,Segment,5,1,Image 1,1,1,100000000,510000001105,
3.03125,,Segment,5,0,Image 1,1,1,100000000,510000001128,
3.00781,,Segment,5,4,Image 1,2,1,100000002,510000001139,
4.00781,,Segment,5,3,Image 1,1,1,100000002,510000001167,
3.00781,,Segment,5,4,Image 1,1,1,100000002,510000001171,
3.00781,,Segment,5,1,Image 1,2,1,100000002,510000001193,
4.00781,,Segment,5,2,Image 1,2,1,100000002,510000001195,
3.03125,,Segment,5,10,Image 1,6,1,100000001,510000001239,
3.00781,,Segment,5,11,Image 1,5,1,100000001,510000001252,
1.00781,,Segment,5,2,Image 1,2,1,100000000,510000001290,
2.01562,,Segment,5,2,Image 1,2,1,100000001,510000001404,
3.03125,,Segment,5,1,Image 1,1,1,100000001,510000001418,
3.00781,,Segment,5,0,Image 1,1,1,100000001,510000001424,
3.00781,,Segment,5,0,Image 1,1,1,100000001,510000001491,
2.00781,,Segment,5,2,Image 1,2,1,100000002,510000001525,
2.00781,,Segment,5,1,Image 1,1,1,100000002,510000001546,
3.01562,,Segment,5,0,Image 1,1,1,100000002,510000001569,
4.00781,,Segment,5,2,Image 1,2,1,100000002,510000001581,
4.01562,,Segment,5,1,Image 1,1,1,100000002,510000001624,
3.01562,,Segment,5,0,Image 1,1,1,100000002,510000001653,
4.00781,,Segment,5,3,Image 1,2,1,100000002,510000001657,
4.00781,,Segment,5,2,Image 1,1,1,100000002,510000001659,
3.00781,,Segment,5,3,Image 1,1,1,100000002,510000001664,
4.51562,,Segment,5,1,Image 1,2,1,100000002,510000001666,
2.00781,,Segment,5,15,Image 1,4,1,100000002,510000001716,
1.00781,,Segment,5,14,Image 1,3,1,100000002,510000001730,
1.00781,,Segment,5,13,Image 1,3,1,100000002,510000001748,
2.50781,,Segment,5,12,Image 1,2,1,100000002,510000001762,
2.00391,,Segment,5,15,Image 1,3,1,100000002,510000001764,
4.03125,,Segment,5,6,Image 1,2,1,100000002,510000001803,
2.00781,,Segment,5,9,Image 1,4,1,100000001,510000001811,
2.00781,,Segment,5,6,Image 1,4,1,100000001,510000001851,
2.00781,,Segment,5,5,Image 1,4,1,100000001,510000001885,
2.00781,,Segment,5,4,Image 1,3,1,100000001,510000001888,
1.00781,,Segment,5,3,Image 1,3,1,100000001,510000001904,
