
Spine Part Length Neck
 ==================== 
Spine Part Length Neck,Unit,Category,Collection,Depth,Level,Time,FilamentID,ID,
0,µm,Spine,Spine Part Length,7,4,1,100000000,610000005300,
0.827009,µm,Spine,Spine Part Length,4,4,1,100000001,610000005306,
0,µm,Spine,Spine Part Length,4,4,1,100000001,610000005310,
0,µm,Spine,Spine Part Length,3,2,1,100000000,610000005314,
0.492011,µm,Spine,Spine Part Length,0,1,1,100000000,610000005321,
1.35627,µm,Spine,Spine Part Length,0,1,1,100000000,610000005330,
0,µm,Spine,Spine Part Length,0,1,1,100000000,610000005335,
0,µm,Spine,Spine Part Length,0,1,1,100000000,610000005339,
0,µm,Spine,Spine Part Length,0,1,1,100000001,610000005344,
0.542566,µm,Spine,Spine Part Length,1,2,1,100000001,610000005347,
1.6063,µm,Spine,Spine Part Length,0,1,1,100000000,610000005355,
0.395617,µm,Spine,Spine Part Length,8,4,1,100000000,610000005358,
0.608224,µm,Spine,Spine Part Length,6,2,1,100000002,610000005364,
0,µm,Spine,Spine Part Length,0,1,1,100000000,610000005366,
1.52583,µm,Spine,Spine Part Length,0,1,1,100000000,610000005374,
0.369825,µm,Spine,Spine Part Length,6,3,1,100000002,610000005377,
0,µm,Spine,Spine Part Length,5,4,1,100000001,610000005379,
0.628311,µm,Spine,Spine Part Length,10,1,1,100000002,610000005382,
1.03923,µm,Spine,Spine Part Length,0,1,1,100000000,610000005389,
0,µm,Spine,Spine Part Length,2,2,1,100000000,610000005392,
0,µm,Spine,Spine Part Length,6,2,1,100000002,610000005397,
0.5055,µm,Spine,Spine Part Length,1,2,1,100000002,610000005400,
0.397516,µm,Spine,Spine Part Length,6,3,1,100000000,610000005403,
0.354068,µm,Spine,Spine Part Length,14,3,1,100000002,610000005408,
0,µm,Spine,Spine Part Length,11,6,1,100000001,610000005410,
0,µm,Spine,Spine Part Length,3,1,1,100000001,610000005414,
0,µm,Spine,Spine Part Length,8,1,1,100000002,610000005416,
0,µm,Spine,Spine Part Length,1,2,1,100000001,610000005418,
0.280096,µm,Spine,Spine Part Length,2,2,1,100000001,610000005422,
0,µm,Spine,Spine Part Length,2,2,1,100000001,610000005424,
0,µm,Spine,Spine Part Length,3,1,1,100000001,610000005428,
0,µm,Spine,Spine Part Length,2,2,1,100000001,610000005434,
0,µm,Spine,Spine Part Length,1,1,1,100000002,610000005438,
0.368125,µm,Spine,Spine Part Length,3,1,1,100000001,610000005442,
0,µm,Spine,Spine Part Length,4,4,1,100000001,610000005444,
0,µm,Spine,Spine Part Length,1,1,1,100000000,610000005450,
0,µm,Spine,Spine Part Length,4,2,1,100000002,610000005453,
0,µm,Spine,Spine Part Length,13,2,1,100000002,610000005456,
0,µm,Spine,Spine Part Length,4,2,1,100000002,610000005462,
0.510551,µm,Spine,Spine Part Length,3,1,1,100000001,610000005466,
0,µm,Spine,Spine Part Length,6,2,1,100000002,610000005473,
0,µm,Spine,Spine Part Length,2,2,1,100000002,610000005479,
0.225626,µm,Spine,Spine Part Length,2,2,1,100000001,610000005482,
0,µm,Spine,Spine Part Length,6,4,1,100000001,610000005492,
0,µm,Spine,Spine Part Length,0,1,1,100000000,610000005496,
0,µm,Spine,Spine Part Length,2,1,1,100000001,610000005507,
0,µm,Spine,Spine Part Length,0,1,1,100000000,610000005510,
0,µm,Spine,Spine Part Length,0,1,1,100000000,610000005532,
0,µm,Spine,Spine Part Length,10,3,1,100000000,610000005553,
0,µm,Spine,Spine Part Length,10,3,1,100000000,610000005554,
0,µm,Spine,Spine Part Length,9,3,1,100000000,610000005555,
0,µm,Spine,Spine Part Length,8,4,1,100000000,610000005556,
0,µm,Spine,Spine Part Length,6,3,1,100000000,610000005557,
0,µm,Spine,Spine Part Length,7,3,1,100000000,610000005558,
0,µm,Spine,Spine Part Length,6,2,1,100000000,610000005559,
0,µm,Spine,Spine Part Length,5,2,1,100000000,610000005560,
0,µm,Spine,Spine Part Length,1,2,1,100000000,610000005561,
0,µm,Spine,Spine Part Length,3,2,1,100000000,610000005562,
0,µm,Spine,Spine Part Length,4,3,1,100000000,610000005563,
0,µm,Spine,Spine Part Length,0,1,1,100000000,610000005564,
0,µm,Spine,Spine Part Length,0,1,1,100000000,610000005565,
0,µm,Spine,Spine Part Length,9,5,1,100000000,610000005567,
0,µm,Spine,Spine Part Length,8,4,1,100000000,610000005568,
0,µm,Spine,Spine Part Length,6,3,1,100000000,610000005569,
0,µm,Spine,Spine Part Length,5,2,1,100000000,610000005570,
0,µm,Spine,Spine Part Length,5,3,1,100000000,610000005571,
0,µm,Spine,Spine Part Length,2,2,1,100000000,610000005572,
0,µm,Spine,Spine Part Length,2,2,1,100000000,610000005573,
0,µm,Spine,Spine Part Length,0,1,1,100000000,610000005574,
0,µm,Spine,Spine Part Length,1,1,1,100000001,610000005575,
0,µm,Spine,Spine Part Length,1,1,1,100000001,610000005576,
0,µm,Spine,Spine Part Length,1,2,1,100000001,610000005577,
0,µm,Spine,Spine Part Length,0,1,1,100000001,610000005578,
0,µm,Spine,Spine Part Length,0,1,1,100000001,610000005579,
0,µm,Spine,Spine Part Length,0,1,1,100000001,610000005581,
0,µm,Spine,Spine Part Length,2,2,1,100000001,610000005582,
0,µm,Spine,Spine Part Length,5,1,1,100000001,610000005583,
0,µm,Spine,Spine Part Length,5,2,1,100000001,610000005584,
0,µm,Spine,Spine Part Length,3,2,1,100000001,610000005585,
0,µm,Spine,Spine Part Length,1,1,1,100000001,610000005586,
0,µm,Spine,Spine Part Length,1,1,1,100000001,610000005587,
0,µm,Spine,Spine Part Length,6,4,1,100000001,610000005588,
0,µm,Spine,Spine Part Length,2,2,1,100000001,610000005589,
0,µm,Spine,Spine Part Length,2,2,1,100000001,610000005590,
0,µm,Spine,Spine Part Length,6,4,1,100000001,610000005592,
0,µm,Spine,Spine Part Length,6,5,1,100000001,610000005593,
0,µm,Spine,Spine Part Length,5,4,1,100000001,610000005594,
0,µm,Spine,Spine Part Length,2,2,1,100000001,610000005595,
0,µm,Spine,Spine Part Length,2,2,1,100000001,610000005596,
0,µm,Spine,Spine Part Length,1,1,1,100000001,610000005597,
0,µm,Spine,Spine Part Length,2,2,1,100000001,610000005598,
0,µm,Spine,Spine Part Length,2,2,1,100000001,610000005599,
0,µm,Spine,Spine Part Length,1,2,1,100000001,610000005600,
0,µm,Spine,Spine Part Length,13,2,1,100000002,610000005602,
0,µm,Spine,Spine Part Length,12,3,1,100000002,610000005603,
0,µm,Spine,Spine Part Length,12,3,1,100000002,610000005604,
0,µm,Spine,Spine Part Length,12,3,1,100000002,610000005605,
0,µm,Spine,Spine Part Length,13,2,1,100000002,610000005606,
0,µm,Spine,Spine Part Length,15,1,1,100000002,610000005607,
0,µm,Spine,Spine Part Length,14,2,1,100000002,610000005608,
0,µm,Spine,Spine Part Length,13,1,1,100000002,610000005609,
0,µm,Spine,Spine Part Length,10,1,1,100000002,610000005610,
0,µm,Spine,Spine Part Length,10,1,1,100000002,610000005611,
0,µm,Spine,Spine Part Length,9,1,1,100000002,610000005612,
0,µm,Spine,Spine Part Length,7,2,1,100000002,610000005613,
0,µm,Spine,Spine Part Length,7,2,1,100000002,610000005614,
0,µm,Spine,Spine Part Length,6,1,1,100000002,610000005615,
0,µm,Spine,Spine Part Length,6,1,1,100000002,610000005616,
0,µm,Spine,Spine Part Length,6,1,1,100000002,610000005617,
0,µm,Spine,Spine Part Length,6,2,1,100000002,610000005618,
0,µm,Spine,Spine Part Length,6,2,1,100000002,610000005619,
0,µm,Spine,Spine Part Length,5,2,1,100000002,610000005620,
0,µm,Spine,Spine Part Length,2,3,1,100000002,610000005621,
0,µm,Spine,Spine Part Length,3,2,1,100000002,610000005624,
0,µm,Spine,Spine Part Length,1,2,1,100000002,610000005625,
0,µm,Spine,Spine Part Length,0,1,1,100000002,610000005628,
0,µm,Spine,Spine Part Length,0,1,1,100000002,610000005629,
0,µm,Spine,Spine Part Length,0,1,1,100000002,610000005630,
0,µm,Spine,Spine Part Length,4,2,1,100000002,610000005632,
0,µm,Spine,Spine Part Length,1,1,1,100000002,610000005633,
0,µm,Spine,Spine Part Length,0,1,1,100000002,610000005634,
0,µm,Spine,Spine Part Length,1,1,1,100000002,610000005635,
0,µm,Spine,Spine Part Length,8,1,1,100000002,610000005636,
0,µm,Spine,Spine Part Length,2,2,1,100000002,610000005637,
0,µm,Spine,Spine Part Length,1,1,1,100000002,610000005638,
0,µm,Spine,Spine Part Length,3,4,1,100000002,610000005639,
0,µm,Spine,Spine Part Length,3,4,1,100000002,610000005640,
0,µm,Spine,Spine Part Length,3,4,1,100000002,610000005641,
0,µm,Spine,Spine Part Length,4,4,1,100000002,610000005642,
0,µm,Spine,Spine Part Length,3,3,1,100000002,610000005643,
0,µm,Spine,Spine Part Length,2,2,1,100000002,610000005644,
0,µm,Spine,Spine Part Length,2,1,1,100000002,610000005645,
0,µm,Spine,Spine Part Length,1,1,1,100000002,610000005646,
0,µm,Spine,Spine Part Length,0,1,1,100000002,610000005647,
