
Spine Part Min Diameter Neck
 ==================== 
Spine Part Min Diameter Neck,Unit,Category,Collection,Depth,Level,Time,FilamentID,ID,
0,µm,Spine,Spine Part Min Diameter,7,4,1,100000000,610000005300,
0.573446,µm,Spine,Spine Part Min Diameter,4,4,1,100000001,610000005306,
0,µm,Spine,Spine Part Min Diameter,4,4,1,100000001,610000005310,
0,µm,Spine,Spine Part Min Diameter,3,2,1,100000000,610000005314,
0.562337,µm,Spine,Spine Part Min Diameter,0,1,1,100000000,610000005321,
0.775881,µm,Spine,Spine Part Min Diameter,0,1,1,100000000,610000005330,
0,µm,Spine,Spine Part Min Diameter,0,1,1,100000000,610000005335,
0,µm,Spine,Spine Part Min Diameter,0,1,1,100000000,610000005339,
0,µm,Spine,Spine Part Min Diameter,0,1,1,100000001,610000005344,
0.883051,µm,Spine,Spine Part Min Diameter,1,2,1,100000001,610000005347,
0.874956,µm,Spine,Spine Part Min Diameter,0,1,1,100000000,610000005355,
0.771426,µm,Spine,Spine Part Min Diameter,8,4,1,100000000,610000005358,
1.13629,µm,Spine,Spine Part Min Diameter,6,2,1,100000002,610000005364,
0,µm,Spine,Spine Part Min Diameter,0,1,1,100000000,610000005366,
0.775881,µm,Spine,Spine Part Min Diameter,0,1,1,100000000,610000005374,
0.680353,µm,Spine,Spine Part Min Diameter,6,3,1,100000002,610000005377,
0,µm,Spine,Spine Part Min Diameter,5,4,1,100000001,610000005379,
1.41052,µm,Spine,Spine Part Min Diameter,10,1,1,100000002,610000005382,
0.874956,µm,Spine,Spine Part Min Diameter,0,1,1,100000000,610000005389,
0,µm,Spine,Spine Part Min Diameter,2,2,1,100000000,610000005392,
0,µm,Spine,Spine Part Min Diameter,6,2,1,100000002,610000005397,
0.990503,µm,Spine,Spine Part Min Diameter,1,2,1,100000002,610000005400,
0.635509,µm,Spine,Spine Part Min Diameter,6,3,1,100000000,610000005403,
0.958663,µm,Spine,Spine Part Min Diameter,14,3,1,100000002,610000005408,
0,µm,Spine,Spine Part Min Diameter,11,6,1,100000001,610000005410,
0,µm,Spine,Spine Part Min Diameter,3,1,1,100000001,610000005414,
0,µm,Spine,Spine Part Min Diameter,8,1,1,100000002,610000005416,
0,µm,Spine,Spine Part Min Diameter,1,2,1,100000001,610000005418,
1.03476,µm,Spine,Spine Part Min Diameter,2,2,1,100000001,610000005422,
0,µm,Spine,Spine Part Min Diameter,2,2,1,100000001,610000005424,
0,µm,Spine,Spine Part Min Diameter,3,1,1,100000001,610000005428,
0,µm,Spine,Spine Part Min Diameter,2,2,1,100000001,610000005434,
0,µm,Spine,Spine Part Min Diameter,1,1,1,100000002,610000005438,
1.55974,µm,Spine,Spine Part Min Diameter,3,1,1,100000001,610000005442,
0,µm,Spine,Spine Part Min Diameter,4,4,1,100000001,610000005444,
0,µm,Spine,Spine Part Min Diameter,1,1,1,100000000,610000005450,
0,µm,Spine,Spine Part Min Diameter,4,2,1,100000002,610000005453,
0,µm,Spine,Spine Part Min Diameter,13,2,1,100000002,610000005456,
0,µm,Spine,Spine Part Min Diameter,4,2,1,100000002,610000005462,
1.60199,µm,Spine,Spine Part Min Diameter,3,1,1,100000001,610000005466,
0,µm,Spine,Spine Part Min Diameter,6,2,1,100000002,610000005473,
0,µm,Spine,Spine Part Min Diameter,2,2,1,100000002,610000005479,
0.862574,µm,Spine,Spine Part Min Diameter,2,2,1,100000001,610000005482,
0,µm,Spine,Spine Part Min Diameter,6,4,1,100000001,610000005492,
0,µm,Spine,Spine Part Min Diameter,0,1,1,100000000,610000005496,
0,µm,Spine,Spine Part Min Diameter,2,1,1,100000001,610000005507,
0,µm,Spine,Spine Part Min Diameter,0,1,1,100000000,610000005510,
0,µm,Spine,Spine Part Min Diameter,0,1,1,100000000,610000005532,
0,µm,Spine,Spine Part Min Diameter,10,3,1,100000000,610000005553,
0,µm,Spine,Spine Part Min Diameter,10,3,1,100000000,610000005554,
0,µm,Spine,Spine Part Min Diameter,9,3,1,100000000,610000005555,
0,µm,Spine,Spine Part Min Diameter,8,4,1,100000000,610000005556,
0,µm,Spine,Spine Part Min Diameter,6,3,1,100000000,610000005557,
0,µm,Spine,Spine Part Min Diameter,7,3,1,100000000,610000005558,
0,µm,Spine,Spine Part Min Diameter,6,2,1,100000000,610000005559,
0,µm,Spine,Spine Part Min Diameter,5,2,1,100000000,610000005560,
0,µm,Spine,Spine Part Min Diameter,1,2,1,100000000,610000005561,
0,µm,Spine,Spine Part Min Diameter,3,2,1,100000000,610000005562,
0,µm,Spine,Spine Part Min Diameter,4,3,1,100000000,610000005563,
0,µm,Spine,Spine Part Min Diameter,0,1,1,100000000,610000005564,
0,µm,Spine,Spine Part Min Diameter,0,1,1,100000000,610000005565,
0,µm,Spine,Spine Part Min Diameter,9,5,1,100000000,610000005567,
0,µm,Spine,Spine Part Min Diameter,8,4,1,100000000,610000005568,
0,µm,Spine,Spine Part Min Diameter,6,3,1,100000000,610000005569,
0,µm,Spine,Spine Part Min Diameter,5,2,1,100000000,610000005570,
0,µm,Spine,Spine Part Min Diameter,5,3,1,100000000,610000005571,
0,µm,Spine,Spine Part Min Diameter,2,2,1,100000000,610000005572,
0,µm,Spine,Spine Part Min Diameter,2,2,1,100000000,610000005573,
0,µm,Spine,Spine Part Min Diameter,0,1,1,100000000,610000005574,
0,µm,Spine,Spine Part Min Diameter,1,1,1,100000001,610000005575,
0,µm,Spine,Spine Part Min Diameter,1,1,1,100000001,610000005576,
0,µm,Spine,Spine Part Min Diameter,1,2,1,100000001,610000005577,
0,µm,Spine,Spine Part Min Diameter,0,1,1,100000001,610000005578,
0,µm,Spine,Spine Part Min Diameter,0,1,1,100000001,610000005579,
0,µm,Spine,Spine Part Min Diameter,0,1,1,100000001,610000005581,
0,µm,Spine,Spine Part Min Diameter,2,2,1,100000001,610000005582,
0,µm,Spine,Spine Part Min Diameter,5,1,1,100000001,610000005583,
0,µm,Spine,Spine Part Min Diameter,5,2,1,100000001,610000005584,
0,µm,Spine,Spine Part Min Diameter,3,2,1,100000001,610000005585,
0,µm,Spine,Spine Part Min Diameter,1,1,1,100000001,610000005586,
0,µm,Spine,Spine Part Min Diameter,1,1,1,100000001,610000005587,
0,µm,Spine,Spine Part Min Diameter,6,4,1,100000001,610000005588,
0,µm,Spine,Spine Part Min Diameter,2,2,1,100000001,610000005589,
0,µm,Spine,Spine Part Min Diameter,2,2,1,100000001,610000005590,
0,µm,Spine,Spine Part Min Diameter,6,4,1,100000001,610000005592,
0,µm,Spine,Spine Part Min Diameter,6,5,1,100000001,610000005593,
0,µm,Spine,Spine Part Min Diameter,5,4,1,100000001,610000005594,
0,µm,Spine,Spine Part Min Diameter,2,2,1,100000001,610000005595,
0,µm,Spine,Spine Part Min Diameter,2,2,1,100000001,610000005596,
0,µm,Spine,Spine Part Min Diameter,1,1,1,100000001,610000005597,
0,µm,Spine,Spine Part Min Diameter,2,2,1,100000001,610000005598,
0,µm,Spine,Spine Part Min Diameter,2,2,1,100000001,610000005599,
0,µm,Spine,Spine Part Min Diameter,1,2,1,100000001,610000005600,
0,µm,Spine,Spine Part Min Diameter,13,2,1,100000002,610000005602,
0,µm,Spine,Spine Part Min Diameter,12,3,1,100000002,610000005603,
0,µm,Spine,Spine Part Min Diameter,12,3,1,100000002,610000005604,
0,µm,Spine,Spine Part Min Diameter,12,3,1,100000002,610000005605,
0,µm,Spine,Spine Part Min Diameter,13,2,1,100000002,610000005606,
0,µm,Spine,Spine Part Min Diameter,15,1,1,100000002,610000005607,
0,µm,Spine,Spine Part Min Diameter,14,2,1,100000002,610000005608,
0,µm,Spine,Spine Part Min Diameter,13,1,1,100000002,610000005609,
0,µm,Spine,Spine Part Min Diameter,10,1,1,100000002,610000005610,
0,µm,Spine,Spine Part Min Diameter,10,1,1,100000002,610000005611,
0,µm,Spine,Spine Part Min Diameter,9,1,1,100000002,610000005612,
0,µm,Spine,Spine Part Min Diameter,7,2,1,100000002,610000005613,
