
Segment Center Intensity Max Ch=2 Img=1
 ==================== 
Segment Center Intensity Max,Unit,Category,Channel,Depth,Image,Level,Time,FilamentID,ID,
6,,Segment,2,12,Image 1,3,1,100000002,510000000016,
7,,Segment,2,11,Image 1,2,1,100000002,510000000028,
7,,Segment,2,10,Image 1,2,1,100000002,510000000040,
9,,Segment,2,9,Image 1,1,1,100000002,510000000068,
14,,Segment,2,8,Image 1,1,1,100000002,510000000072,
8,,Segment,2,7,Image 1,1,1,100000002,510000000080,
17,,Segment,2,6,Image 1,1,1,100000002,510000000102,
5,,Segment,2,5,Image 1,1,1,100000002,510000000107,
7,,Segment,2,3,Image 1,1,1,100000002,510000000110,
3,,Segment,2,2,Image 1,1,1,100000002,510000000112,
6,,Segment,2,1,Image 1,1,1,100000002,510000000123,
6,,Segment,2,0,Image 1,1,1,100000002,510000000146,
6,,Segment,2,7,Image 1,3,1,100000001,510000000175,
3,,Segment,2,6,Image 1,2,1,100000001,510000000177,
7,,Segment,2,5,Image 1,2,1,100000001,510000000180,
10,,Segment,2,4,Image 1,2,1,100000001,510000000237,
7,,Segment,2,3,Image 1,1,1,100000001,510000000262,
9,,Segment,2,2,Image 1,1,1,100000001,510000000270,
9,,Segment,2,1,Image 1,1,1,100000001,510000000276,
4,,Segment,2,0,Image 1,1,1,100000001,510000000282,
12,,Segment,2,3,Image 1,2,1,100000002,510000000344,
7,,Segment,2,2,Image 1,1,1,100000002,510000000350,
7,,Segment,2,1,Image 1,1,1,100000002,510000000374,
6,,Segment,2,0,Image 1,1,1,100000002,510000000404,
4,,Segment,2,7,Image 1,4,1,100000000,510000000437,
8,,Segment,2,6,Image 1,3,1,100000000,510000000477,
7,,Segment,2,5,Image 1,2,1,100000000,510000000483,
5,,Segment,2,4,Image 1,2,1,100000000,510000000486,
4,,Segment,2,3,Image 1,2,1,100000000,510000000497,
6,,Segment,2,2,Image 1,1,1,100000000,510000000499,
10,,Segment,2,1,Image 1,1,1,100000000,510000000518,
32,,Segment,2,0,Image 1,1,1,100000000,510000000544,
11,,Segment,2,12,Image 1,3,1,100000002,510000000560,
9,,Segment,2,11,Image 1,2,1,100000002,510000000604,
8,,Segment,2,10,Image 1,1,1,100000002,510000000651,
8,,Segment,2,11,Image 1,6,1,100000001,510000000680,
8,,Segment,2,9,Image 1,5,1,100000001,510000000697,
10,,Segment,2,8,Image 1,4,1,100000001,510000000708,
4,,Segment,2,7,Image 1,4,1,100000001,510000000710,
7,,Segment,2,6,Image 1,3,1,100000001,510000000728,
8,,Segment,2,13,Image 1,3,1,100000002,510000000732,
4,,Segment,2,12,Image 1,2,1,100000002,510000000734,
6,,Segment,2,13,Image 1,2,1,100000002,510000000739,
5,,Segment,2,4,Image 1,3,1,100000000,510000000762,
7,,Segment,2,3,Image 1,2,1,100000000,510000000891,
5,,Segment,2,2,Image 1,1,1,100000000,510000000908,
6,,Segment,2,1,Image 1,1,1,100000000,510000000942,
5,,Segment,2,0,Image 1,1,1,100000000,510000000953,
4,,Segment,2,4,Image 1,2,1,100000000,510000000963,
7,,Segment,2,10,Image 1,5,1,100000000,510000000988,
5,,Segment,2,9,Image 1,4,1,100000000,510000000991,
4,,Segment,2,8,Image 1,4,1,100000000,510000000994,
5,,Segment,2,7,Image 1,4,1,100000000,510000000996,
6,,Segment,2,6,Image 1,3,1,100000000,510000001002,
7,,Segment,2,5,Image 1,2,1,100000000,510000001008,
4,,Segment,2,4,Image 1,2,1,100000000,510000001013,
12,,Segment,2,3,Image 1,2,1,100000000,510000001057,
8,,Segment,2,2,Image 1,2,1,100000000,510000001084,
8,,Segment,2,1,Image 1,1,1,100000000,510000001105,
40,,Segment,2,0,Image 1,1,1,100000000,510000001128,
8,,Segment,2,4,Image 1,2,1,100000002,510000001139,
12,,Segment,2,3,Image 1,1,1,100000002,510000001167,
10,,Segment,2,4,Image 1,1,1,100000002,510000001171,
9,,Segment,2,1,Image 1,2,1,100000002,510000001193,
5,,Segment,2,2,Image 1,2,1,100000002,510000001195,
7,,Segment,2,10,Image 1,6,1,100000001,510000001239,
6,,Segment,2,11,Image 1,5,1,100000001,510000001252,
10,,Segment,2,2,Image 1,2,1,100000000,510000001290,
9,,Segment,2,2,Image 1,2,1,100000001,510000001404,
35,,Segment,2,1,Image 1,1,1,100000001,510000001418,
7,,Segment,2,0,Image 1,1,1,100000001,510000001424,
9,,Segment,2,0,Image 1,1,1,100000001,510000001491,
6,,Segment,2,2,Image 1,2,1,100000002,510000001525,
5,,Segment,2,1,Image 1,1,1,100000002,510000001546,
8,,Segment,2,0,Image 1,1,1,100000002,510000001569,
9,,Segment,2,2,Image 1,2,1,100000002,510000001581,
10,,Segment,2,1,Image 1,1,1,100000002,510000001624,
14,,Segment,2,0,Image 1,1,1,100000002,510000001653,
4,,Segment,2,3,Image 1,2,1,100000002,510000001657,
3,,Segment,2,2,Image 1,1,1,100000002,510000001659,
5,,Segment,2,3,Image 1,1,1,100000002,510000001664,
12,,Segment,2,1,Image 1,2,1,100000002,510000001666,
9,,Segment,2,15,Image 1,4,1,100000002,510000001716,
6,,Segment,2,14,Image 1,3,1,100000002,510000001730,
9,,Segment,2,13,Image 1,3,1,100000002,510000001748,
8,,Segment,2,12,Image 1,2,1,100000002,510000001762,
3,,Segment,2,15,Image 1,3,1,100000002,510000001764,
44,,Segment,2,6,Image 1,2,1,100000002,510000001803,
12,,Segment,2,9,Image 1,4,1,100000001,510000001811,
8,,Segment,2,6,Image 1,4,1,100000001,510000001851,
7,,Segment,2,5,Image 1,4,1,100000001,510000001885,
2,,Segment,2,4,Image 1,3,1,100000001,510000001888,
5,,Segment,2,3,Image 1,3,1,100000001,510000001904,
5,,Segment,2,2,Image 1,2,1,100000001,510000001925,
5,,Segment,2,1,Image 1,1,1,100000001,510000001937,
14,,Segment,2,0,Image 1,1,1,100000001,510000001970,
8,,Segment,2,6,Image 1,1,1,100000001,510000002024,
6,,Segment,2,5,Image 1,1,1,100000001,510000002042,
10,,Segment,2,4,Image 1,1,1,100000001,510000002072,
9,,Segment,2,3,Image 1,1,1,100000001,510000002080,
5,,Segment,2,2,Image 1,1,1,100000001,510000002083,
4,,Segment,2,8,Image 1,3,1,100000002,510000002087,
4,,Segment,2,7,Image 1,3,1,100000002,510000002093,
4,,Segment,2,6,Image 1,2,1,100000002,510000002104,
5,,Segment,2,5,Image 1,2,1,100000002,510000002116,
5,,Segment,2,4,Image 1,1,1,100000002,510000002120,
4,,Segment,2,3,Image 1,1,1,100000002,510000002123,
3,,Segment,2,2,Image 1,1,1,100000002,510000002131,
4,,Segment,2,1,Image 1,1,1,100000002,510000002150,
4,,Segment,2,0,Image 1,1,1,100000002,510000002156,
4,,Segment,2,8,Image 1,4,1,100000002,510000002171,
3,,Segment,2,7,Image 1,2,1,100000002,510000002176,
9,,Segment,2,10,Image 1,6,1,100000000,510000002186,
7,,Segment,2,9,Image 1,5,1,100000000,510000002203,
7,,Segment,2,8,Image 1,4,1,100000000,510000002220,
7,,Segment,2,7,Image 1,3,1,100000000,510000002225,
7,,Segment,2,8,Image 1,2,1,100000002,510000002252,
6,,Segment,2,7,Image 1,2,1,100000002,510000002259,
7,,Segment,2,6,Image 1,2,1,100000002,510000002275,
7,,Segment,2,5,Image 1,1,1,100000002,510000002300,
6,,Segment,2,15,Image 1,4,1,100000002,510000002319,
4,,Segment,2,14,Image 1,3,1,100000002,510000002326,
6,,Segment,2,13,Image 1,2,1,100000002,510000002337,
6,,Segment,2,12,Image 1,2,1,100000002,510000002374,
5,,Segment,2,11,Image 1,1,1,100000002,510000002382,
3,,Segment,2,16,Image 1,3,1,100000002,510000002384,
6,,Segment,2,15,Image 1,3,1,100000002,510000002387,
2,,Segment,2,16,Image 1,4,1,100000002,510000002389,
6,,Segment,2,13,Image 1,3,1,100000002,510000002411,
3,,Segment,2,14,Image 1,2,1,100000002,510000002418,
7,,Segment,2,4,Image 1,2,1,100000002,510000002426,
5,,Segment,2,11,Image 1,2,1,100000002,510000002435,
5,,Segment,2,10,Image 1,1,1,100000002,510000002437,
18,,Segment,2,9,Image 1,1,1,100000002,510000002448,
5,,Segment,2,8,Image 1,1,1,100000002,510000002482,
6,,Segment,2,6,Image 1,1,1,100000002,510000002499,
3,,Segment,2,10,Image 1,2,1,100000002,510000002502,
6,,Segment,2,11,Image 1,5,1,100000000,510000002515,
6,,Segment,2,10,Image 1,4,1,100000000,510000002530,
6,,Segment,2,9,Image 1,3,1,100000000,510000002543,
4,,Segment,2,7,Image 1,3,1,100000000,510000002553,
6,,Segment,2,6,Image 1,3,1,100000002,510000002559,
6,,Segment,2,9,Image 1,2,1,100000002,510000002567,
6,,Segment,2,4,Image 1,3,1,100000002,510000002586,
6,,Segment,2,3,Image 1,3,1,100000002,510000002609,
5,,Segment,2,2,Image 1,2,1,100000002,510000002616,
5,,Segment,2,1,Image 1,2,1,100000002,510000002619,
5,,Segment,2,0,Image 1,1,1,100000002,510000002631,
4,,Segment,2,4,Image 1,4,1,100000002,510000002635,
4,,Segment,2,8,Image 1,5,1,100000001,510000002637,
7,,Segment,2,7,Image 1,3,1,100000001,510000002640,
7,,Segment,2,7,Image 1,3,1,100000001,510000002647,
6,,Segment,2,6,Image 1,2,1,100000001,510000002697,
3,,Segment,2,7,Image 1,2,1,100000001,510000002700,
8,,Segment,2,4,Image 1,4,1,100000000,510000002775,
6,,Segment,2,3,Image 1,3,1,100000000,510000002786,
6,,Segment,2,2,Image 1,2,1,100000000,510000002809,
7,,Segment,2,2,Image 1,2,1,100000002,510000002832,
8,,Segment,2,8,Image 1,3,1,100000000,510000002842,
6,,Segment,2,9,Image 1,4,1,100000000,510000002845,
5,,Segment,2,9,Image 1,5,1,100000000,510000002850,
6,,Segment,2,11,Image 1,5,1,100000000,510000002855,
11,,Segment,2,8,Image 1,5,1,100000000,510000002869,
7,,Segment,2,8,Image 1,4,1,100000000,510000002881,
8,,Segment,2,7,Image 1,3,1,100000000,510000002885,
6,,Segment,2,6,Image 1,2,1,100000000,510000002887,
4,,Segment,2,7,Image 1,2,1,100000000,510000002889,
7,,Segment,2,5,Image 1,3,1,100000000,510000002898,
6,,Segment,2,4,Image 1,3,1,100000000,510000002911,
9,,Segment,2,8,Image 1,4,1,100000000,510000002956,
8,,Segment,2,5,Image 1,2,1,100000002,510000002963,
4,,Segment,2,4,Image 1,2,1,100000002,510000002976,
3,,Segment,2,5,Image 1,3,1,100000002,510000002978,
7,,Segment,2,5,Image 1,3,1,100000001,510000003012,
13,,Segment,2,4,Image 1,2,1,100000001,510000003032,
8,,Segment,2,3,Image 1,2,1,100000001,510000003036,
10,,Segment,2,2,Image 1,2,1,100000001,510000003109,
5,,Segment,2,0,Image 1,1,1,100000001,510000003116,
